Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	202	100	20	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	134	6	-18	912	1107	10	105	-1	1
1	63	58	20	55	409	10	-1	178	1
2	64	52	20	442	966	10	-1	203	3
3	139	7	20	389	594	10	-1	180	6
4	110	8	26	1697	2247	10	-1	57	9
5	79	193	30	562	1073	10	-1	386	9
6	80	190	13	1515	2156	10	-1	37	10
7	158	81	-20	1943	2253	10	280	-1	6
8	60	153	11	369	528	10	-1	335	10
9	141	8	20	240	645	10	-1	243	10
10	13	81	-20	412	891	10	41	-1	9
11	68	115	-20	2234	2407	10	63	-1	10
12	151	132	6	532	904	10	-1	337	1
13	88	143	-10	1928	2358	10	140	-1	2
14	16	84	20	507	998	10	-1	276	2
15	155	17	32	419	472	10	-1	385	2
16	69	150	-10	2100	2534	10	133	-1	1
17	55	87	-10	829	917	10	341	-1	8
18	22	133	-10	605	888	10	349	-1	8
19	10	20	-19	2222	2608	10	179	-1	3
20	187	142	10	238	811	10	-1	324	3
21	114	122	-14	661	1163	10	84	-1	10
22	78	119	30	105	587	10	-1	311	4
23	199	115	-20	303	739	10	263	-1	5
24	185	124	10	238	736	10	-1	166	4
25	46	22	-9	1499	1855	10	312	-1	7
26	7	152	-30	525	969	10	121	-1	1
27	144	92	-20	1923	2287	10	144	-1	2
28	5	162	-10	370	740	10	155	-1	2
29	197	113	20	332	814	10	-1	191	6
30	189	95	10	449	745	10	-1	73	6
31	84	118	20	95	807	10	-1	264	7
32	28	77	12	793	1088	10	-1	183	7
33	105	26	24	1150	1553	10	-1	346	7
34	113	100	5	748	1214	10	-1	200	8
35	139	97	-27	2490	2632	10	379	-1	8
36	143	179	-26	776	1514	10	380	-1	9
37	111	189	-13	1785	2357	10	6	-1	10
38	119	37	-24	493	969	10	246	-1	5
39	87	191	10	389	448	10	-1	220	9
40	80	167	-10	863	1032	10	305	-1	6
41	23	137	20	447	934	10	-1	10	9
42	181	70	-10	1906	2412	10	88	-1	10
43	178	123	30	219	432	10	-1	68	9
44	45	142	15	1823	2039	10	-1	201	9
45	151	66	-11	130	581	10	120	-1	1
46	68	50	10	443	767	10	-1	135	9
47	159	196	-20	919	1105	10	247	-1	5
48	87	30	-26	704	920	10	384	-1	9
49	187	92	-30	421	570	10	345	-1	8
50	10	153	20	258	829	10	-1	229	9
51	54	30	10	493	827	10	-1	123	10
52	54	37	21	2364	2924	10	-1	283	10
53	180	147	-10	598	683	10	286	-1	6
54	154	59	17	119	546	10	-1	181	10
55	93	13	-20	467	813	10	317	-1	7
56	38	190	-10	448	766	10	78	-1	10
57	104	88	-26	2421	3038	10	4	-1	9
58	78	169	10	1122	1304	10	-1	398	10
59	127	143	-20	1905	2545	10	211	-1	4
60	24	131	-20	1140	1449	10	70	-1	10
61	82	194	-11	657	873	10	327	-1	7
62	165	117	10	313	747	10	-1	129	10
63	23	176	20	1191	1757	10	-1	11	10
64	55	24	-19	423	681	10	275	-1	5
65	148	157	-12	1047	1615	10	377	-1	8
66	186	91	-22	259	640	10	249	-1	5
