Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	203	100	20	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	150	26	-26	0	3114	10	288	-1	6
1	84	188	-6	1891	2131	10	262	-1	5
2	83	112	-19	0	3183	10	238	-1	5
3	191	124	7	0	3109	10	-1	279	6
4	112	174	-10	220	460	10	281	-1	6
5	146	166	24	1406	1646	10	-1	92	9
6	45	95	-23	744	984	10	255	-1	5
7	81	183	11	286	526	10	-1	49	10
8	10	60	16	0	3105	10	-1	76	10
9	142	27	-19	0	3119	10	115	-1	1
10	184	110	23	664	904	10	-1	181	1
11	28	127	-41	0	3127	10	167	-1	2
12	67	127	21	51	291	10	-1	380	1
13	16	141	-22	2045	2285	10	218	-1	4
14	148	157	-26	1211	1451	10	306	-1	7
15	154	184	-30	0	3104	10	160	-1	2
16	8	89	13	772	1012	10	-1	389	2
17	74	163	-7	2500	2740	10	161	-1	2
18	25	48	11	0	3112	10	-1	314	3
19	58	19	-18	667	907	10	143	-1	2
20	95	50	25	0	3153	10	-1	345	3
21	130	149	17	0	3146	10	-1	38	4
22	78	118	28	0	3175	10	-1	171	4
23	86	69	-10	643	883	10	322	-1	7
24	5	122	15	0	3106	10	-1	391	5
25	155	17	32	325	565	10	-1	320	5
26	146	3	-27	0	3096	10	199	-1	3
27	76	93	-21	0	3178	10	176	-1	3
28	191	138	-43	0	3105	10	208	-1	4
29	28	160	-21	1510	1750	10	364	-1	8
30	114	153	23	1348	1588	10	-1	178	6
31	70	28	11	1935	2175	10	-1	98	7
32	90	4	22	353	593	10	-1	211	7
33	53	175	-13	0	3115	10	249	-1	5
34	84	81	11	24	264	10	-1	47	7
35	118	139	-18	0	3161	10	355	-1	8
36	118	45	28	0	3146	10	-1	68	8
37	103	25	2	222	462	10	-1	120	8
38	107	133	-17	0	3170	10	21	-1	4
39	129	176	18	520	760	10	-1	367	9
40	186	149	25	322	562	10	-1	338	9
41	73	81	-18	0	3170	10	327	-1	7
42	9	122	-21	1447	1687	10	88	-1	10
43	168	146	-18	0	3121	10	236	-1	4
44	172	161	6	0	3109	0	-1	402	9
45	15	197	-20	2345	2585	10	148	-1	2
46	26	41	-39	512	752	10	48	-1	9
47	78	72	-11	0	3168	10	34	-1	7
48	112	6	39	0	3109	10	-1	46	9
49	135	171	-11	594	834	10	7	-1	10
50	39	151	26	387	627	10	-1	235	9
51	46	40	15	0	3123	10	-1	310	9
52	138	72	8	508	748	10	-1	283	9
53	53	79	-15	1827	2067	10	231	-1	4
54	75	134	16	0	3161	10	-1	64	9
55	66	3	9	0	3101	10	-1	134	9
56	153	19	3	1271	1511	10	-1	286	9
57	17	32	-13	0	3096	10	194	-1	3
58	59	139	26	0	3147	10	-1	152	10
59	100	53	22	0	3156	10	-1	360	10
60	46	131	21	1302	1542	10	-1	217	10
61	111	189	-14	0	3114	10	156	-1	2
62	62	15	29	0	3110	10	-1	203	10
63	100	144	-17	0	3159	10	233	-1	4
64	70	130	-16	0	3161	10	54	-1	9
65	97	192	-18	718	958	10	188	-1	3
66	85	193	-24	0	3109	10	332	-1	7
67	197	29	16	0	3083	10	-1	210	10
68	113	100	-28	861	1101	10	36	-1	8
69	71	114	-10	0	3171	10	343	-1	8
70	120	39	-23	0	3139	10	229	-1	4
71	125	53	-7	1433	1673	10	272	-1	5
72	172	186	35	0	3091	10	-1	376	10
73	138	31	10	1487	1727	10	-1	287	10
74	37	146	-7	0	3125	10	353	-1	8
75	12	131	28	480	720	10	-1	226	10
76	1	54	-16	0	3094	10	8	-1	10
77	101	127	-27	0	3176	10	274	-1	5
78	42	165	22	1473	1713	10	-1	228	10
79	149	176	-17	0	3113	10	97	-1	2
80	126	100	36	0	3177	10	-1	214	10
81	148	196	13	1299	1539	10	-1	328	10
82	78	136	-12	0	3161	10	292	-1	6
83	145	71	10	0	3150	10	-1	197	10
84	179	95	-11	1841	2081	10	201	-1	4
85	124	191	24	725	965	10	-1	304	10
86	38	101	-21	1269	1509	10	378	-1	9
87	104	88	-31	2849	3089	10	129	-1	1
88	57	118	21	0	3157	10	-1	42	10
89	182	9	30	0	3081	10	-1	172	10
90	7	119	-22	0	3109	10	186	-1	3
91	85	164	23	143	383	10	-1	358	10
92	6	193	-24	0	3071	10	5	-1	9
93	154	7	32	1342	1582	10	-1	225	10
94	180	66	13	0	3117	10	-1	174	10
95	83	180	15	0	3122	0	-1	401	1
96	130	55	-33	1628	1868	10	224	-1	4
97	149	103	17	76	316	10	-1	79	2
98	54	37	-11	2524	2764	10	31	-1	7
99	178	88	23	0	3125	10	-1	313	3
100	118	117	20	0	3179	10	-1	390	1
101	82	48	8	0	3148	10	-1	154	1
102	80	190	13	1716	1956	10	-1	365	1
103	74	55	-6	0	3152	10	246	-1	5
104	108	141	13	1020	1260	10	-1	340	1
105	77	119	17	0	3174	10	-1	344	1
106	114	112	-21	2363	2603	10	237	-1	5
107	156	93	-20	1623	1863	10	114	-1	1
108	143	103	-6	0	3160	10	296	-1	6
109	104	176	19	0	3127	10	-1	119	1
110	63	141	14	0	3148	10	-1	395	1
111	159	187	9	0	3098	10	-1	321	1
112	125	78	-13	0	3170	10	251	-1	5
113	136	12	-19	0	3108	10	330	-1	7
114	199	123	20	1161	1401	10	-1	107	1
115	154	29	19	975	1215	10	-1	9	1
116	177	134	-9	0	3119	10	305	-1	7
117	121	50	-17	0	3149	10	219	-1	4
118	114	122	10	792	1032	10	-1	145	1
119	161	158	-19	0	3119	10	109	-1	1
120	8	8	-2	0	3073	10	37	-1	8
121	144	92	-15	1985	2225	10	298	-1	6
122	41	43	30	0	3121	10	-1	316	1
123	113	151	-19	1299	1539	10	369	-1	8
124	39	186	-22	642	882	10	259	-1	5
125	60	153	11	329	569	10	-1	398	1
126	131	92	22	32	272	10	-1	336	1
127	53	180	-27	0	3111	10	202	-1	4
128	28	77	-13	821	1061	10	213	-1	4
129	186	8	31	0	3078	10	-1	87	1
130	40	130	-12	491	731	10	326	-1	7
131	71	131	11	1936	2176	10	-1	240	1
132	158	20	19	2228	2468	10	-1	232	1
133	121	48	17	1073	1313	10	-1	263	1
134	45	55	-9	634	874	10	55	-1	9
135	50	135	-8	0	3142	10	354	-1	8
136	152	122	25	193	433	10	-1	362	2
137	46	5	-20	0	3094	10	215	-1	4
138	32	47	27	0	3117	10	-1	347	2
139	111	98	16	0	3192	10	-1	256	2
140	138	69	9	142	382	10	-1	388	2
141	171	69	19	0	3126	10	-1	163	2
142	125	34	14	0	3133	10	-1	209	2
143	94	31	18	157	397	10	-1	19	2
144	29	121	-7	1037	1277	10	166	-1	2
145	20	72	-10	0	3119	10	118	-1	1
146	179	151	20	1217	1457	10	-1	334	2
147	18	59	-23	0	3112	10	280	-1	6
148	162	162	20	1311	1551	10	-1	45	2
149	152	190	-1	0	3100	10	318	-1	7
150	66	196	23	1610	1850	10	-1	379	2
151	45	142	-30	0	3134	10	329	-1	7
152	36	104	-26	902	1142	10	58	-1	10
153	63	44	-19	0	3136	10	373	-1	8
154	83	81	-8	0	3178	10	101	-1	1
155	172	66	23	0	3124	10	-1	247	2
