Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	203	100	20	700	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	37	48	10	287	447	90	-1	369	1
1	42	100	30	0	3545	90	-1	38	1
2	131	31	-10	0	3528	90	357	-1	8
3	108	13	20	0	3516	90	-1	107	6
4	17	166	10	0	3497	90	-1	141	9
5	147	134	-10	0	3545	90	40	-1	9
6	48	103	-20	0	3551	90	390	-1	9
7	127	166	-20	0	3532	90	151	-1	2
8	50	181	-20	0	3508	90	80	-1	10
9	19	156	10	0	3505	90	-1	22	10
10	146	157	40	1591	1751	90	-1	208	1
11	93	166	10	0	3537	90	-1	81	1
12	170	83	30	2035	2195	90	-1	271	1
13	79	13	20	0	3514	90	-1	319	2
14	73	112	10	0	3574	0	-1	405	2
15	87	87	-10	2659	2819	90	173	-1	3
16	118	50	10	0	3550	90	-1	292	2
17	79	70	20	839	999	90	-1	165	3
18	67	102	-10	0	3570	90	395	-1	9
19	48	166	30	0	3519	90	-1	48	3
20	45	88	-30	0	3547	90	249	-1	5
21	61	101	10	0	3564	90	-1	37	4
22	54	175	-10	0	3516	90	9	-1	10
23	126	39	-30	0	3537	90	229	-1	4
24	107	73	30	0	3576	90	-1	45	5
25	42	75	-30	0	3540	90	136	-1	2
26	74	102	-30	0	3577	90	100	-1	1
27	72	118	-30	1052	1212	90	358	-1	8
28	65	135	20	0	3554	90	-1	204	6
29	27	89	-20	0	3530	90	206	-1	4
30	84	133	10	0	3567	90	-1	300	6
31	178	69	40	0	3520	90	-1	73	7
32	127	46	-20	2904	3064	90	330	-1	7
33	28	96	20	0	3531	90	-1	152	7
34	100	47	20	0	3550	90	-1	169	8
35	69	167	-20	0	3530	90	55	-1	10
36	98	59	-20	0	3562	90	287	-1	6
37	79	84	-10	2469	2629	90	21	-1	4
38	61	174	-30	1453	1613	90	1	-1	1
39	138	135	-10	0	3552	90	246	-1	5
40	170	156	10	0	3514	90	-1	5	9
41	119	169	-20	2097	2257	90	374	-1	9
42	66	192	-10	0	3505	90	203	-1	4
43	120	76	30	0	3572	0	-1	403	9
44	29	171	20	0	3503	90	-1	354	9
45	89	11	-30	1715	1875	90	24	-1	5
46	170	64	-10	0	3525	90	359	-1	8
47	135	146	-10	0	3546	90	230	-1	4
48	85	134	-30	0	3566	90	19	-1	3
49	19	179	-10	0	3490	90	205	-1	4
50	95	137	10	0	3566	90	-1	170	9
51	163	125	30	0	3536	90	-1	270	10
52	30	54	30	0	3520	90	-1	56	10
53	16	77	-10	0	3516	90	202	-1	4
54	28	168	20	2664	2824	90	-1	335	10
55	78	188	20	2872	3032	90	-1	35	10
56	27	83	-30	0	3529	90	52	-1	10
57	136	57	30	0	3547	90	-1	131	10
58	59	98	-20	0	3562	90	324	-1	7
59	170	49	30	875	1035	90	-1	288	10
60	114	138	-20	0	3563	90	285	-1	6
61	78	154	10	0	3545	90	-1	63	10
62	69	190	-20	0	3508	90	218	-1	4
63	60	171	-10	370	530	90	61	-1	10
64	112	53	10	0	3555	90	-1	329	10
65	99	123	10	0	3580	90	-1	315	10
66	28	50	10	0	3516	90	-1	263	10
67	97	163	-10	0	3540	90	176	-1	3
68	150	135	20	837	997	90	-1	163	10
69	136	134	10	0	3554	90	-1	108	10
70	120	153	10	0	3547	90	-1	175	10
71	79	89	-20	0	3580	90	351	-1	8
72	162	44	-10	0	3520	90	180	-1	3
73	163	55	-40	0	3526	90	31	-1	7
74	103	91	-10	0	3594	90	143	-1	2
75	74	91	-20	3127	3287	90	350	-1	8
76	126	31	-30	0	3530	90	215	-1	4
77	16	146	-10	2085	2245	90	112	-1	1
78	84	20	10	0	3522	90	-1	220	10
79	21	91	20	0	3524	90	-1	225	10
80	37	162	20	0	3515	90	-1	8	10
81	89	168	-10	3081	3241	90	11	-1	1
82	72	10	-20	1147	1307	90	256	-1	5
83	55	160	10	572	732	90	-1	290	10
84	63	189	-10	0	3507	90	133	-1	2
85	164	124	20	0	3535	90	-1	240	10
86	20	96	-20	0	3523	90	193	-1	3
87	82	88	-10	0	3582	90	307	-1	7
88	76	157	-30	0	3542	90	89	-1	10
89	74	196	30	0	3504	90	-1	88	10
90	85	14	10	0	3516	90	-1	355	1
91	77	86	20	2376	2536	90	-1	149	2
92	142	141	20	0	3545	90	-1	248	3
93	119	66	-30	1074	1234	90	190	-1	3
94	7	176	-30	0	3483	90	167	-1	3
95	92	55	-30	0	3558	90	378	-1	9
96	168	43	-10	0	3515	90	385	-1	9
97	89	113	-20	0	3586	90	250	-1	5
98	98	85	-10	0	3588	90	255	-1	5
99	46	99	-20	0	3549	90	277	-1	6
100	62	120	30	952	1112	90	-1	26	1
101	93	1	20	0	3504	90	-1	327	1
102	144	58	-30	0	3543	90	124	-1	1
103	20	54	20	0	3511	90	-1	352	1
104	32	191	10	0	3490	90	-1	106	1
105	143	72	20	0	3552	90	-1	116	1
106	68	190	-10	0	3508	90	104	-1	1
107	140	51	-20	0	3540	90	3	-1	6
108	119	130	-10	0	3568	90	69	-1	10
109	37	195	10	0	3490	90	-1	164	1
110	29	163	30	0	3509	90	-1	127	1
111	120	70	10	0	3567	90	-1	312	1
112	12	186	10	0	3480	90	-1	77	1
113	118	59	10	886	1046	90	-1	370	1
114	90	74	10	0	3576	90	-1	199	1
115	165	151	-30	1894	2054	90	340	-1	8
116	125	72	-20	0	3566	90	105	-1	1
117	177	122	-20	0	3523	90	387	-1	9
118	64	78	-20	0	3561	90	375	-1	9
119	67	60	-20	1452	1612	90	273	-1	6
120	167	55	-20	0	3523	90	140	-1	2
121	173	56	20	0	3518	90	-1	122	1
122	179	78	-20	0	3521	90	121	-1	1
123	83	74	-20	0	3572	90	261	-1	5
124	140	70	30	1564	1724	90	-1	102	1
125	81	191	20	0	3511	90	-1	310	1
126	101	37	30	344	504	90	-1	198	1
127	34	182	-30	0	3498	90	110	-1	1
128	99	61	20	597	757	90	-1	381	2
129	168	126	20	0	3531	90	-1	279	2
130	139	131	-20	0	3554	90	328	-1	7
131	134	46	-30	0	3540	90	57	-1	10
132	66	78	-20	0	3563	90	317	-1	7
133	71	189	10	2109	2269	90	-1	84	2
134	70	185	-20	0	3513	90	148	-1	2
135	16	78	30	0	3517	90	-1	282	2
136	57	73	30	50	210	90	-1	25	2
137	92	39	-10	0	3542	90	234	-1	5
138	5	58	20	983	1143	90	-1	398	2
139	75	61	-30	0	3557	90	371	-1	9
140	186	50	20	0	3504	90	-1	120	2
141	14	199	-10	0	3472	90	4	-1	9
142	80	139	-40	0	3560	90	178	-1	3
143	110	72	10	0	3574	90	-1	74	2
144	40	87	20	0	3542	90	-1	239	2
145	155	38	10	389	549	90	-1	361	2
146	155	108	-10	162	322	90	382	-1	9
147	152	149	20	0	3532	90	-1	269	2
148	55	195	20	1064	1224	90	-1	134	2
149	86	100	-20	0	3589	90	91	-1	2
150	36	107	-10	0	3539	90	356	-1	8
151	103	148	20	0	3555	90	-1	7	2
152	29	88	-20	0	3531	90	33	-1	7
153	32	93	-10	0	3535	90	188	-1	3
154	79	132	-30	0	3565	90	291	-1	6
155	25	182	10	0	3492	90	-1	326	2
156	25	187	30	1188	1348	90	-1	393	2
157	23	102	30	0	3526	90	-1	274	2
158	128	80	-30	0	3569	90	364	-1	8
159	165	62	20	0	3528	90	-1	388	2
160	34	84	-30	0	3536	90	353	-1	8
161	82	100	-10	0	3585	90	318	-1	7
162	162	37	-30	0	3515	90	349	-1	8
163	138	132	-20	0	3554	90	68	-1	10
164	65	182	-10	0	3514	90	109	-1	1
165	53	168	-20	0	3521	90	17	-1	3
166	114	55	10	0	3556	90	-1	181	3
167	24	164	30	0	3504	90	-1	94	3
168	74	5	-30	0	3505	90	179	-1	3
169	109	73	-20	0	3575	90	34	-1	8
170	102	146	-10	853	1013	90	50	-1	9
171	144	38	30	1143	1303	90	-1	281	3
172	93	11	20	1809	1969	90	-1	366	3
173	73	106	10	0	3576	90	-1	15	3
174	51	190	30	0	3501	90	-1	373	3
175	106	113	-10	0	3589	90	70	-1	10
176	81	80	10	339	499	90	-1	67	3
177	138	22	-10	945	1105	90	253	-1	5
178	69	173	40	0	3524	90	-1	142	3
179	75	18	30	0	3518	90	-1	168	3
180	166	55	10	0	3524	90	-1	72	3
181	89	68	-10	0	3570	90	166	-1	3
182	126	59	20	0	3555	90	-1	295	3
183	88	137	-20	1733	1893	90	211	-1	4
184	99	152	-20	1144	1304	90	338	-1	8
185	178	54	20	0	3513	90	-1	379	3
186	132	51	-10	0	3545	90	252	-1	5
187	100	147	-10	0	3556	90	394	-1	9
188	36	96	10	0	3539	90	-1	153	3
189	6	59	20	0	3501	0	-1	401	3
190	102	62	30	414	574	90	-1	93	3
191	55	188	-10	0	3505	90	347	-1	8
192	135	54	-20	0	3546	90	235	-1	5
193	6	66	20	1262	1422	90	-1	86	3
194	88	116	30	0	3583	0	-1	404	3
195	29	75	20	0	3528	90	-1	367	3
196	143	140	-20	0	3545	90	334	-1	8
197	15	181	20	0	3486	90	-1	346	4
198	130	42	-30	0	3538	90	126	-1	1
199	17	99	-10	0	3520	90	114	-1	1
200	182	68	10	0	3515	90	-1	377	4
201	27	187	-10	1280	1440	90	212	-1	4
202	40	34	10	0	3514	90	-1	53	4
203	57	183	10	0	3510	90	-1	42	4
204	64	140	-20	0	3550	90	28	-1	6
205	2	178	10	0	3478	90	-1	49	4
206	34	89	20	0	3537	90	-1	29	4
207	149	149	-10	1492	1652	90	311	-1	7
208	147	158	-40	0	3529	90	10	-1	1
209	110	150	-30	1043	1203	90	362	-1	8
210	83	149	-30	0	3552	90	283	-1	6
211	42	105	20	1115	1275	90	-1	183	4
212	83	108	10	0	3585	90	-1	201	4
213	20	78	-10	0	3521	90	384	-1	9
214	38	85	-20	0	3540	90	298	-1	6
215	101	74	30	0	3577	90	-1	76	4
216	82	128	-20	0	3570	90	276	-1	6
217	73	110	20	0	3575	90	-1	306	4
218	81	136	20	0	3563	90	-1	62	4
219	91	14	-10	0	3517	90	224	-1	4
220	96	62	-10	0	3565	90	78	-1	10
221	130	47	-10	0	3543	90	320	-1	7
222	14	163	-20	1978	2138	90	296	-1	6
223	21	56	40	0	3513	90	-1	236	4
224	88	41	10	0	3543	90	-1	219	4
225	20	92	-20	0	3523	90	79	-1	10
226	73	20	10	864	1024	90	-1	303	4
227	95	18	-40	0	3521	90	383	-1	9
228	17	87	-20	0	3519	90	272	-1	6
229	123	32	30	0	3532	90	-1	23	4
230	124	170	10	0	3529	90	-1	47	4
231	84	141	30	0	3559	90	-1	244	4
232	116	44	20	0	3545	90	-1	339	4
233	133	162	10	0	3533	90	-1	242	4
234	74	31	10	0	3530	90	-1	137	5
235	107	23	20	0	3526	90	-1	192	5
236	25	102	-40	0	3528	90	223	-1	4
237	97	71	-10	0	3574	90	293	-1	6
238	83	147	20	151	311	0	-1	400	5
239	38	94	-20	0	3541	90	144	-1	2
240	149	146	-20	1399	1559	90	85	-1	10
241	93	117	40	0	3585	90	-1	396	5
242	124	154	-10	0	3544	90	233	-1	4
243	115	40	20	0	3542	90	-1	365	5
244	84	136	-30	0	3564	90	231	-1	4
245	88	111	-20	0	3587	90	386	-1	9
246	143	135	10	2989	3149	90	-1	39	5
247	143	30	30	0	3521	90	-1	337	5
248	148	139	-20	0	3542	90	92	-1	3
249	68	69	30	0	3559	90	-1	20	5
250	97	157	20	0	3546	90	-1	97	5
251	146	113	20	0	3556	90	-1	268	5
252	118	9	10	0	3511	90	-1	186	5
253	125	16	10	0	3516	90	-1	177	5
254	81	92	-10	0	3583	90	336	-1	8
255	148	57	10	0	3539	90	-1	98	5
256	89	27	20	0	3530	90	-1	82	5
257	165	157	20	0	3517	90	-1	397	5
258	70	89	20	0	3572	90	-1	265	5
259	25	101	-30	0	3528	90	266	-1	5
260	6	95	-10	2237	2397	90	280	-1	6
261	89	80	20	0	3581	90	-1	123	5
262	76	15	20	1050	1210	90	-1	341	5
263	3	56	-10	891	1051	90	66	-1	10
264	82	48	-10	2489	2649	90	301	-1	7
265	81	89	-20	0	3582	90	258	-1	5
266	20	79	30	0	3521	90	-1	259	5
267	30	75	10	0	3529	90	-1	302	6
268	160	137	-20	462	622	90	251	-1	5
269	150	130	-20	2800	2960	90	147	-1	2
270	156	137	-30	0	3536	90	51	-1	10
271	169	54	-30	0	3521	90	12	-1	1
272	13	90	20	2138	2298	90	-1	228	6
273	49	64	20	0	3541	90	-1	119	6
274	39	99	-30	0	3542	90	157	-1	2
275	91	43	10	0	3546	90	-1	399	6
276	60	197	20	0	3499	90	-1	216	6
277	15	69	20	1362	1522	90	-1	99	6
278	101	164	10	0	3539	90	-1	389	6
279	153	161	-20	0	3523	90	129	-1	2
280	11	83	10	0	3513	90	-1	260	6
281	127	55	-30	3003	3163	90	171	-1	3
282	33	103	-30	0	3536	90	135	-1	2
283	43	101	30	0	3546	90	-1	210	6
284	175	70	-10	0	3523	90	348	-1	8
285	122	144	20	3096	3256	90	-1	60	6
286	68	16	10	0	3514	0	-1	402	6
287	93	32	20	2977	3137	90	-1	36	6
288	164	61	-30	0	3529	90	59	-1	10
289	79	31	10	265	425	90	-1	344	6
290	69	178	-10	1917	2077	90	83	-1	10
291	86	155	30	0	3547	90	-1	154	6
292	87	67	-10	0	3568	90	16	-1	2
293	99	48	10	0	3551	90	-1	237	6
294	72	8	-20	1239	1399	90	323	-1	7
295	108	82	-20	0	3584	90	182	-1	3
296	69	121	20	0	3566	90	-1	222	6
297	67	13	-10	675	835	90	314	-1	7
298	33	73	20	0	3531	90	-1	214	6
299	68	176	-20	0	3521	90	322	-1	7
300	106	127	-10	2412	2572	90	30	-1	6
301	106	60	10	0	3563	90	-1	264	7
302	35	90	-10	0	3538	90	267	-1	6
303	84	13	-10	0	3515	90	226	-1	4
304	133	168	10	0	3528	90	-1	380	7
305	21	76	-10	0	3521	90	308	-1	7
306	67	89	-20	0	3569	90	217	-1	4
307	67	97	10	0	3570	90	-1	87	7
308	69	40	10	0	3536	90	-1	305	7
309	13	120	20	0	3514	90	-1	363	7
310	68	173	-20	0	3524	90	125	-1	1
311	190	122	10	0	3511	90	-1	207	7
312	104	59	-10	692	852	90	111	-1	1
313	117	53	-10	0	3554	90	368	-1	8
314	84	25	10	0	3527	90	-1	297	7
315	109	169	-10	1906	2066	90	65	-1	10
316	120	50	10	0	3550	90	-1	391	7
317	52	79	20	0	3551	90	-1	132	7
318	69	99	10	1995	2155	90	-1	161	7
319	91	39	-20	0	3542	90	13	-1	2
320	108	26	10	447	607	90	-1	221	7
321	116	171	20	0	3531	90	-1	360	7
322	65	164	20	0	3531	90	-1	299	7
323	106	83	20	0	3585	90	-1	294	7
324	55	97	20	0	3558	90	-1	58	7
325	39	79	10	0	3539	90	-1	343	7
326	13	173	-10	0	3490	90	155	-1	2
327	95	29	-20	2376	2536	90	101	-1	1
328	160	136	20	0	3534	90	-1	130	7
329	105	55	-10	2165	2325	90	64	-1	10
330	146	62	20	0	3544	90	-1	32	7
331	73	196	-10	0	3504	90	345	-1	8
332	95	150	-20	0	3553	90	392	-1	9
333	26	169	-30	0	3502	90	376	-1	9
334	161	139	20	554	714	90	-1	196	8
335	77	126	-20	0	3569	90	54	-1	10
336	66	81	10	0	3565	90	-1	254	8
337	132	36	-30	2038	2198	90	247	-1	5
338	101	152	20	0	3551	90	-1	184	8
339	94	75	-20	2886	3046	90	232	-1	4
340	158	122	30	0	3541	90	-1	115	8
341	81	20	-20	2504	2664	90	262	-1	5
342	180	126	10	0	3519	90	-1	372	8
343	47	76	-10	3034	3194	90	325	-1	7
344	60	37	-10	0	3529	90	289	-1	6
345	35	185	10	604	764	90	-1	331	8
346	36	177	-20	0	3503	90	197	-1	4
347	48	191	10	966	1126	90	-1	191	8
348	169	36	10	682	842	90	-1	284	8
349	177	45	30	0	3509	90	-1	162	8
350	72	119	20	0	3570	90	-1	75	8
351	26	107	20	0	3529	90	-1	71	8
352	15	57	-20	788	948	90	103	-1	1
353	54	73	30	0	3550	90	-1	160	8
354	68	152	-20	0	3542	90	44	-1	9
355	93	26	-10	0	3529	90	90	-1	1
356	40	101	10	553	713	90	-1	150	8
357	111	24	10	0	3527	90	-1	2	8
358	46	128	30	844	1004	90	-1	27	8
359	177	55	10	1159	1319	90	-1	46	8
360	132	139	-20	0	3553	90	321	-1	7
361	101	62	-10	0	3565	90	145	-1	2
362	97	116	30	0	3587	90	-1	209	8
363	81	83	-20	2561	2721	90	309	-1	7
364	157	59	30	2801	2961	90	-1	158	8
365	91	49	-20	2589	2749	90	243	-1	5
366	81	32	-20	0	3533	90	172	-1	3
367	47	80	-20	0	3547	90	195	-1	3
368	119	62	10	0	3561	90	-1	313	8
369	43	98	-10	0	3546	90	0	-1	1
370	101	55	-10	0	3558	90	113	-1	1
371	31	63	30	89	249	90	-1	139	9
372	145	144	-10	0	3541	90	342	-1	8
373	56	192	-30	0	3502	90	174	-1	3
374	101	158	20	0	3545	90	-1	41	9
375	30	86	20	2757	2917	90	-1	118	9
376	33	188	30	0	3493	90	-1	333	9
377	156	64	-10	0	3537	90	200	-1	4
378	154	44	30	0	3526	90	-1	95	9
379	171	63	-20	0	3523	90	185	-1	3
380	139	169	-10	2485	2645	90	304	-1	7
381	121	52	-20	0	3551	90	128	-1	2
382	139	102	10	0	3564	90	-1	146	9
383	84	10	40	0	3512	90	-1	227	9
384	7	63	10	0	3503	90	-1	213	9
385	184	55	10	0	3508	90	-1	96	9
386	58	168	20	0	3524	90	-1	245	9
387	156	135	20	0	3537	90	-1	117	9
388	165	52	-20	0	3523	90	159	-1	2
389	128	141	-10	0	3554	90	278	-1	6
390	79	106	20	0	3582	90	-1	6	9
391	102	56	-10	2259	2419	90	316	-1	7
392	87	132	20	2302	2462	90	-1	332	9
