Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	207	100	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	134	6	-10	229	275	10	344	-1	7
1	63	58	20	55	115	10	-1	359	1
2	64	52	-10	124	228	10	140	-1	1
3	139	7	-10	100	176	10	88	-1	10
4	110	8	-24	465	522	10	33	-1	7
5	79	193	30	157	252	10	-1	83	9
6	80	190	-23	453	465	10	396	-1	9
7	158	81	-25	472	576	10	42	-1	9
8	60	153	11	91	133	10	-1	219	10
9	141	8	20	101	121	10	-1	238	10
10	13	81	30	118	208	10	-1	17	1
11	68	115	-46	541	620	10	378	-1	8
12	151	132	-20	176	184	10	258	-1	4
13	88	143	-10	483	589	10	145	-1	2
14	16	84	20	162	215	10	-1	326	1
15	155	17	32	99	152	10	-1	243	2
16	69	150	-13	540	619	10	228	-1	4
17	55	87	-30	195	241	10	10	-1	1
18	22	133	-21	154	219	10	282	-1	5
19	10	20	-8	554	635	10	165	-1	2
20	187	142	-30	96	172	10	43	-1	9
21	114	122	-20	203	253	10	124	-1	1
22	78	119	-20	48	125	10	75	-1	10
23	199	115	20	111	149	10	-1	232	4
24	185	124	10	88	177	10	-1	196	4
25	46	22	10	386	452	0	-1	407	4
26	7	152	-20	162	212	10	291	-1	6
27	144	92	23	500	553	10	-1	35	5
28	5	162	26	122	155	10	-1	302	5
29	197	113	20	114	172	0	-1	405	5
30	189	95	-20	129	170	10	188	-1	3
31	84	118	20	68	157	10	-1	307	6
32	28	77	-10	185	285	10	128	-1	1
33	105	26	24	305	370	10	-1	4	7
34	113	100	-10	218	273	10	62	-1	10
35	139	97	-23	616	664	10	27	-1	5
36	143	179	24	241	331	10	-1	211	8
37	111	189	-23	498	538	10	103	-1	1
38	119	37	20	167	198	10	-1	218	8
39	87	191	-10	91	212	10	61	-1	10
40	80	167	10	208	266	10	-1	398	9
41	23	137	-20	137	209	10	95	-1	5
42	181	70	25	501	578	10	-1	7	9
43	178	123	30	81	142	10	-1	20	9
44	45	142	15	455	511	10	-1	201	9
45	151	66	-26	61	142	10	382	-1	8
46	68	50	10	105	197	10	-1	132	9
47	159	196	-17	241	266	10	214	-1	3
48	87	30	10	176	231	10	-1	283	9
49	187	92	-10	96	152	10	94	-1	4
50	10	153	-20	104	173	10	262	-1	5
51	54	30	10	128	202	10	-1	153	9
52	54	37	-12	571	677	10	369	-1	8
53	180	147	10	126	195	10	-1	222	9
54	154	59	17	67	179	10	-1	110	9
55	93	13	30	113	208	10	-1	373	9
56	38	190	-16	133	170	10	99	-1	7
57	104	88	-3	720	743	10	399	-1	9
58	78	169	-10	301	306	10	67	-1	10
59	127	143	-10	538	574	10	286	-1	5
60	24	131	31	308	340	10	-1	240	10
61	82	194	10	152	231	10	-1	39	10
