Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	210	100	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	20	59	-11	0	705	10	347	-1	8
1	178	61	19	0	707	10	-1	78	1
2	39	186	5	0	689	0	-1	401	3
3	182	110	15	173	183	10	-1	210	6
4	186	65	-23	0	702	10	288	-1	6
5	58	19	-9	192	202	10	52	-1	9
6	60	71	22	254	264	10	-1	334	9
7	86	150	-26	499	509	10	213	-1	4
8	40	95	25	0	734	10	-1	383	10
9	123	90	-9	0	769	10	278	-1	5
10	55	100	-2	0	749	10	177	-1	3
11	18	35	-20	0	690	10	29	-1	6
12	88	152	13	0	741	0	-1	408	1
13	26	41	14	0	700	0	-1	411	1
14	24	131	-34	0	712	10	353	-1	8
15	97	192	23	0	702	10	-1	239	2
16	63	44	14	510	520	10	-1	117	2
17	1	54	-9	0	685	10	93	-1	10
18	134	157	-3	0	728	10	317	-1	7
19	176	132	10	0	712	10	-1	395	3
20	155	17	32	0	695	10	-1	160	3
21	159	187	9	487	497	10	-1	131	4
22	174	194	8	472	482	10	-1	115	4
23	136	90	-13	0	757	10	274	-1	5
24	1	149	-23	0	684	10	322	-1	7
25	83	180	-17	0	713	10	55	-1	9
26	63	141	14	0	739	10	-1	335	5
27	39	112	26	0	732	10	-1	53	5
28	184	140	-30	0	701	10	236	-1	4
29	50	31	20	90	100	10	-1	11	6
30	28	160	27	0	701	10	-1	65	6
31	143	179	-13	281	291	10	390	-1	9
32	74	163	-11	0	726	10	189	-1	3
33	39	151	26	122	132	10	-1	295	7
34	171	69	19	0	717	10	-1	267	7
35	153	19	-22	0	698	10	200	-1	3
36	111	189	-35	0	705	10	170	-1	2
37	5	122	-33	0	697	10	63	-1	10
38	159	105	-4	0	735	10	394	-1	9
39	49	99	32	0	743	10	-1	59	9
40	53	175	-13	0	706	10	355	-1	8
41	48	106	23	0	742	10	-1	153	9
42	101	127	31	0	767	10	-1	187	9
