Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	709	360	30	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	18	0	7009	10	-1	430	1
1	214	394	10	0	7126	10	-1	256	1
2	476	483	10	0	6950	10	-1	261	6
3	352	487	-10	0	7016	10	160	-1	5
4	230	197	40	0	7218	10	-1	171	8
5	175	239	-17	0	7199	10	978	-1	15
6	133	202	-12	0	7148	10	338	-1	7
7	328	458	-20	0	7052	10	827	-1	13
8	25	499	-10	1780	1900	10	852	-1	14
9	226	423	15	788	908	10	-1	388	14
10	313	282	-30	0	7204	10	435	-1	9
11	60	454	-20	0	6996	10	464	-1	9
12	239	486	3	0	7038	10	-1	967	3
13	102	264	-26	535	655	10	243	-1	6
14	408	452	10	0	7018	10	-1	650	5
15	451	62	-20	0	6999	10	120	-1	3
16	203	390	-12	0	7127	10	733	-1	12
17	92	233	10	0	7116	10	-1	285	5
18	7	300	30	1379	1499	10	-1	936	6
19	409	90	-10	1033	1153	10	659	-1	11
20	307	108	10	950	1070	10	-1	566	6
21	347	54	-6	1180	1300	10	642	-1	11
22	406	87	10	1252	1372	10	-1	404	6
23	371	332	-16	0	7128	10	677	-1	12
24	116	466	20	1004	1124	10	-1	974	6
25	441	265	40	0	7083	10	-1	187	7
26	130	140	17	0	7112	10	-1	507	7
27	80	117	24	0	7059	10	-1	564	7
28	421	387	-28	0	7055	10	481	-1	9
29	83	300	26	0	7100	10	-1	695	7
30	136	52	-23	0	7046	10	41	-1	8
31	18	462	20	0	6960	10	-1	167	7
32	390	120	-20	0	7083	10	516	-1	10
33	188	119	44	3899	4019	0	-1	1009	7
34	467	114	-20	0	7018	10	575	-1	10
35	440	292	-18	0	7080	10	94	-1	15
36	268	400	20	0	7123	10	-1	106	8
37	391	202	14	0	7126	10	-1	715	8
38	377	432	-9	3326	3446	10	935	-1	15
39	80	290	-20	0	7100	10	115	-1	2
40	439	15	20	0	6973	10	-1	707	8
41	307	52	23	0	7068	10	-1	30	8
42	111	192	11	0	7124	10	-1	802	8
43	131	56	10	0	7047	10	-1	557	9
44	88	286	-10	0	7109	10	229	-1	6
45	69	414	-8	0	7030	10	110	-1	2
46	41	232	16	821	941	10	-1	126	9
47	323	77	36	0	7087	10	-1	748	9
48	340	416	36	0	7086	10	-1	282	9
49	86	199	-20	0	7103	10	732	-1	12
50	314	124	20	0	7133	10	-1	399	10
51	375	191	-20	0	7136	10	385	-1	8
52	226	175	-10	0	7196	10	373	-1	8
53	242	106	-27	0	7130	10	993	-1	1
54	417	417	-25	1328	1448	10	178	-1	6
55	419	459	20	1265	1385	10	-1	369	10
56	389	11	-20	0	6998	10	473	-1	9
57	450	416	25	0	7015	10	-1	773	10
58	246	255	10	0	7268	10	-1	608	10
59	71	333	10	0	7077	10	-1	992	10
60	105	474	27	1883	2003	10	-1	667	11
61	20	489	10	0	6943	10	-1	433	11
62	388	331	-30	580	700	10	401	-1	8
63	92	259	-19	0	7116	10	535	-1	10
64	200	261	10	0	7223	10	-1	292	11
65	400	288	-21	0	7120	10	853	-1	14
66	299	285	3	0	7214	10	-1	97	11
67	378	199	10	0	7137	10	-1	976	11
68	325	147	-20	0	7147	10	590	-1	10
69	421	386	-31	0	7056	10	917	-1	15
70	404	447	20	940	1060	10	-1	71	12
71	412	478	-20	0	6995	10	70	-1	12
72	26	67	-10	5267	5387	10	617	-1	11
73	358	183	20	0	7147	10	-1	221	12
74	30	302	10	1066	1186	10	-1	816	12
75	176	470	14	0	7042	10	-1	294	12
76	96	270	20	0	7119	10	-1	159	12
77	243	408	-7	5735	5855	10	474	-1	9
78	60	29	32	5451	5571	10	-1	863	13
79	34	169	11	1938	2058	10	-1	946	13
80	407	280	-17	834	954	10	930	-1	15
81	277	403	10	0	7119	10	-1	270	13
82	498	456	27	0	6952	10	-1	801	13
83	384	491	-5	1391	1511	10	740	-1	12
