Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	727	360	30	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	171	34	21	0	1686	10	-1	518	1
1	67	190	25	0	1723	10	-1	241	1
2	80	400	-20	0	1689	10	680	-1	12
3	439	237	11	949	959	10	-1	118	7
4	377	385	-20	0	1730	10	949	-1	15
5	449	428	25	1257	1267	10	-1	420	10
6	342	481	18	0	1667	10	-1	84	11
7	466	149	-22	1196	1206	10	45	-1	9
8	83	290	-5	0	1744	10	562	-1	10
9	251	63	14	997	1007	10	-1	164	14
10	328	491	-33	0	1662	10	260	-1	7
11	260	472	33	0	1693	10	-1	465	1
12	290	145	-18	0	1803	10	766	-1	13
13	266	221	-15	0	1882	10	343	-1	8
14	164	320	-29	0	1805	10	517	-1	10
15	52	412	22	0	1660	10	-1	223	5
16	485	104	21	804	814	10	-1	597	5
17	144	331	-22	0	1782	10	516	-1	10
18	387	394	8	0	1717	10	-1	74	6
19	472	57	17	0	1621	10	-1	377	6
20	343	276	-16	0	1819	10	42	-1	9
21	104	349	-22	0	1739	10	422	-1	9
22	28	467	-23	1353	1363	10	768	-1	13
23	91	427	14	893	903	10	-1	120	6
24	429	476	-23	0	1627	10	771	-1	13
25	210	276	5	0	1868	10	-1	607	7
26	58	39	-15	0	1630	10	315	-1	7
27	273	300	30	0	1860	10	-1	388	7
28	41	232	16	0	1706	10	-1	400	7
29	25	53	-33	0	1616	10	757	-1	13
30	52	18	28	0	1610	10	-1	665	7
31	27	444	-17	0	1620	10	135	-1	4
32	178	72	-15	0	1723	10	947	-1	15
33	406	460	2	0	1654	10	-1	145	7
34	250	328	-23	0	1837	10	568	-1	11
35	492	34	-1	0	1591	10	36	-1	8
36	412	100	1	0	1695	10	-1	35	8
37	233	87	-44	0	1752	10	499	-1	10
38	60	5	-21	1054	1064	10	209	-1	6
39	406	408	-23	0	1693	10	932	-1	15
40	245	42	-28	0	1707	10	455	-1	9
41	166	345	14	0	1789	10	-1	65	8
42	440	294	16	0	1720	10	-1	20	9
43	370	382	-25	10	904	10	994	-1	5
44	32	319	21	0	1687	10	-1	736	9
45	480	136	22	0	1659	10	-1	7	9
46	371	163	-31	838	848	10	55	-1	10
47	0	188	-10	0	1658	10	68	-1	12
48	438	5	18	0	1607	10	-1	310	9
49	132	477	-26	337	347	10	874	-1	14
50	203	211	-20	0	1854	10	728	-1	12
51	2	264	-30	0	1667	10	344	-1	8
52	231	167	-23	0	1830	10	631	-1	11
53	423	221	9	0	1740	0	-1	1001	10
54	459	53	-9	0	1628	10	935	-1	15
55	386	154	31	0	1749	10	-1	46	10
56	130	494	6	0	1644	10	-1	326	10
57	31	175	24	0	1684	10	-1	70	11
58	69	423	-23	0	1665	10	596	-1	11
59	352	241	5	802	812	10	-1	421	11
60	261	201	15	1524	1534	0	-1	1031	11
61	59	276	-22	902	912	10	159	-1	5
62	146	188	-16	1245	1255	10	264	-1	7
63	451	62	5	0	1640	10	-1	153	11
64	299	285	-24	1264	1274	10	634	-1	11
65	142	372	-14	0	1753	10	41	-1	8
66	440	201	29	903	913	10	-1	923	12
67	219	210	14	50	606	10	-1	515	12
68	64	198	10	0	1722	10	-1	47	12
69	390	249	21	592	602	10	-1	300	12
70	9	101	-24	676	686	10	57	-1	11
71	424	288	13	0	1737	10	-1	871	12
72	77	372	19	0	1704	10	-1	219	12
73	298	264	36	50	60	10	-1	721	12
74	405	454	-8	0	1659	10	18	-1	6
75	407	35	-7	0	1649	10	563	-1	10
76	225	369	-23	0	1794	10	833	-1	14
77	347	459	25	0	1685	10	-1	971	13
78	117	178	-17	0	1764	10	608	-1	11
79	132	479	11	257	267	10	-1	435	13
80	201	66	-31	0	1725	10	622	-1	11
81	245	176	20	0	1841	10	-1	109	13
82	470	138	16	0	1669	0	-1	1024	13
83	115	296	24	0	1773	10	-1	155	14
84	348	476	-18	0	1669	10	6	-1	11
85	43	210	20	210	220	10	-1	718	14
86	327	139	-30	0	1780	10	890	-1	14
87	49	353	15	0	1690	10	-1	696	14
88	356	256	-23	0	1809	10	793	-1	13
89	335	99	-5	0	1742	10	822	-1	13
90	363	34	19	282	292	10	-1	579	14
91	33	278	-12	0	1697	10	963	-1	15
92	366	288	29	0	1793	10	-1	539	15
93	452	172	9	0	1699	10	-1	959	15
94	86	189	21	0	1741	10	-1	828	15
95	262	369	-23	0	1796	10	810	-1	13
96	218	403	-14	0	1759	10	98	-1	15
97	218	12	-1	0	1675	10	846	-1	14
98	228	399	14	0	1765	10	-1	96	15
99	492	188	33	0	1666	10	-1	396	2
100	267	174	-25	1628	1638	10	571	-1	11
101	274	441	12	0	1723	10	-1	450	1
102	210	113	28	0	1773	10	-1	841	1
103	370	262	15	0	1795	10	-1	905	1
104	303	186	-24	1364	1374	10	660	-1	12
105	241	180	-12	1705	1715	10	970	-1	15
106	100	85	-22	0	1693	10	594	-1	11
107	350	199	21	0	1803	10	-1	296	1
108	500	228	8	0	1665	10	-1	511	1
109	251	238	-20	0	1903	10	81	-1	13
110	114	102	-13	0	1715	10	856	-1	14
111	345	146	-20	0	1775	10	470	-1	9
112	21	146	-11	497	507	10	178	-1	6
113	330	147	28	858	868	0	-1	1028	2
114	476	61	36	0	1621	10	-1	416	2
115	386	245	-18	0	1779	10	744	-1	13
116	201	278	-26	0	1859	10	936	-1	15
117	421	499	-10	0	1613	10	390	-1	8
118	426	231	-11	1038	1048	10	3	-1	7
119	105	137	-27	0	1732	10	432	-1	9
120	64	437	-14	0	1652	10	23	-1	6
121	181	260	23	0	1846	10	-1	497	3
122	413	391	-13	0	1700	10	131	-1	4
123	370	493	22	0	1644	10	-1	549	3
124	447	267	-23	990	1000	10	677	-1	12
125	232	101	-33	0	1765	10	946	-1	15
126	371	332	14	540	550	10	-1	406	3
127	447	383	-18	0	1678	10	813	-1	13
128	325	147	-9	0	1788	10	485	-1	9
129	489	437	-26	717	727	10	695	-1	12
130	415	95	15	0	1689	10	-1	977	4
131	331	356	13	0	1782	10	-1	122	4
132	374	346	27	0	1759	10	-1	354	4
133	108	37	-8	0	1660	10	199	-1	6
134	5	224	19	0	1669	10	-1	764	4
135	93	413	17	15	636	10	-1	31	4
136	210	29	-22	0	1691	10	193	-1	6
137	136	265	12	0	1801	10	-1	349	4
138	409	155	-18	0	1730	10	162	-1	6
139	111	178	-19	0	1759	10	527	-1	10
140	291	251	20	41	651	10	-1	195	5
141	322	290	23	0	1833	10	-1	277	5
142	57	183	15	0	1711	10	-1	806	5
143	181	185	-33	0	1821	10	184	-1	6
144	7	382	27	0	1639	10	-1	189	5
145	425	448	-2	0	1651	10	33	-1	7
146	174	41	15	0	1693	10	-1	308	5
994	161	276	8	10	553	10	-1	263	5
148	398	49	-7	0	1666	10	313	-1	7
149	210	379	12	0	1780	10	-1	662	5
150	60	231	-29	0	1725	10	862	-1	14
151	453	360	-10	0	1685	10	956	-1	15
152	367	97	17	0	1723	10	-1	773	5
153	488	3	-5	0	1572	10	63	-1	11
154	44	115	24	246	256	10	-1	714	5
155	48	293	-24	0	1709	10	83	-1	14
156	64	135	-8	0	1697	10	664	-1	12
157	65	62	-16	0	1652	10	360	-1	8
158	404	207	6	0	1756	10	-1	678	5
159	68	303	22	0	1726	10	-1	61	5
160	263	418	25	288	298	10	-1	521	6
161	147	30	26	0	1673	10	-1	482	6
162	384	149	18	0	1748	10	-1	138	6
163	340	416	-9	0	1727	10	798	-1	13
164	271	128	-14	0	1792	10	9	-1	14
165	89	358	23	0	1722	10	-1	858	6
166	20	480	25	0	1590	10	-1	370	6
167	488	173	25	0	1665	10	-1	867	6
168	439	156	2	0	1704	10	-1	838	6
169	389	156	27	726	736	10	-1	940	6
170	111	392	18	0	1717	0	-1	1036	6
171	267	162	6	0	1826	10	-1	294	6
172	248	176	-21	0	1841	10	818	-1	13
173	413	476	-10	0	1637	10	279	-1	7
174	352	481	15	0	1663	10	-1	782	6
