Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	421	200	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	385	56	-10	432	586	90	572	-1	7
1	201	297	10	757	903	0	-1	833	1
2	57	353	10	319	463	90	-1	308	2
3	201	386	-20	773	895	90	44	-1	5
4	359	23	30	283	373	90	-1	605	4
5	210	268	30	68	193	90	-1	690	6
6	219	148	10	55	168	90	-1	611	7
7	306	390	20	265	359	90	-1	563	9
8	32	251	-30	770	892	90	613	-1	8
9	130	70	-10	930	1041	90	496	-1	6
10	103	172	-20	612	698	90	785	-1	10
11	319	217	10	614	739	90	-1	257	1
12	99	241	20	136	263	90	-1	634	1
13	368	102	-20	214	356	90	91	-1	10
14	307	310	10	542	681	90	-1	274	1
15	158	366	20	487	600	90	-1	381	1
16	286	9	20	504	653	90	-1	223	1
17	267	161	-20	1052	1174	90	421	-1	5
18	304	141	-10	718	837	90	147	-1	1
19	143	261	30	569	705	90	-1	356	2
20	183	303	20	405	530	90	-1	591	2
21	218	284	-20	882	989	90	252	-1	2
22	318	335	-10	681	794	90	583	-1	7
23	53	330	-20	599	716	90	660	-1	8
24	233	208	30	68	181	90	-1	242	2
25	113	179	-10	935	1088	90	289	-1	3
26	109	170	20	153	219	90	-1	186	3
27	276	16	10	199	307	90	-1	759	3
28	128	93	-10	898	1027	90	762	-1	10
29	221	379	30	399	525	90	-1	306	3
30	185	386	-20	589	702	90	126	-1	1
31	14	210	-30	567	733	90	468	-1	5
32	180	375	10	176	308	90	-1	441	3
33	164	69	30	135	265	90	-1	195	4
34	53	354	-20	990	1109	90	738	-1	9
35	275	8	-10	615	705	90	361	-1	4
36	142	260	-20	663	794	90	187	-1	2
37	183	294	20	95	211	90	-1	211	4
38	373	253	-20	579	705	90	639	-1	8
39	15	100	10	329	453	90	-1	83	4
40	51	288	10	214	312	90	-1	357	4
41	131	130	40	325	413	90	-1	703	5
42	184	343	-10	463	551	90	255	-1	3
