Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	411	200	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	244	56	14	662	692	10	-1	678	1
1	245	106	-20	121	151	10	162	-1	1
2	233	214	10	79	109	10	-1	506	2
3	395	340	24	240	270	10	-1	675	3
4	229	371	-30	1013	1043	10	259	-1	3
5	384	248	35	222	252	10	-1	499	6
6	277	163	-10	166	196	10	353	-1	4
7	52	94	-12	1142	1172	10	279	-1	3
8	89	152	20	141	171	10	-1	574	10
9	218	284	20	200	230	10	-1	462	10
10	340	276	-40	868	898	10	701	-1	9
11	206	106	33	288	318	10	-1	497	1
12	375	247	10	181	211	10	-1	452	1
13	113	179	10	196	226	10	-1	713	1
14	348	280	10	217	247	10	-1	16	1
15	223	372	30	236	266	10	-1	656	1
16	361	287	-10	256	286	10	14	-1	1
17	6	62	-18	897	927	10	122	-1	1
18	37	397	-30	825	855	10	507	-1	6
19	364	27	-8	305	335	10	374	-1	4
20	14	201	10	216	246	10	-1	323	2
21	325	294	-8	1146	1176	10	254	-1	3
22	41	382	20	248	278	10	-1	86	2
23	325	130	19	1038	1068	0	-1	808	2
24	384	47	-19	1091	1121	10	798	-1	10
25	116	181	-10	221	251	10	719	-1	9
26	346	155	20	237	267	10	-1	321	3
27	359	30	-20	344	374	10	293	-1	3
28	222	284	10	92	122	10	-1	669	3
29	91	150	10	119	149	10	-1	618	3
30	140	387	8	196	226	10	-1	403	3
31	176	154	15	51	81	10	-1	584	3
32	352	383	16	798	828	10	-1	740	4
33	213	332	-30	718	748	10	496	-1	6
34	133	68	-25	175	205	10	217	-1	2
35	151	188	18	50	80	10	-1	712	4
36	105	250	30	180	210	10	-1	789	4
37	94	70	-10	280	310	10	434	-1	5
38	287	307	-20	225	255	10	102	-1	1
39	267	321	-20	633	663	10	706	-1	9
40	220	71	22	676	706	10	-1	240	5
41	244	106	40	132	162	10	-1	271	5
42	338	290	-20	650	680	10	111	-1	1
43	5	345	14	1211	1241	0	-1	818	5
44	145	301	8	115	145	10	-1	685	5
45	393	301	10	217	247	10	-1	446	6
46	359	23	30	237	267	10	-1	666	6
47	196	107	-17	1329	1359	10	78	-1	10
48	348	41	16	658	688	10	-1	695	6
49	59	51	14	206	236	10	-1	447	6
50	126	91	30	190	220	10	-1	573	6
51	234	214	-30	110	140	10	72	-1	9
52	108	395	-18	573	603	10	799	-1	10
53	186	306	-20	172	202	10	319	-1	4
54	125	122	15	111	141	10	-1	67	7
55	12	368	-20	771	801	10	255	-1	3
56	348	279	10	206	236	10	-1	171	7
57	26	247	10	186	216	10	-1	328	7
58	393	306	20	240	270	10	-1	266	7
59	268	114	30	175	205	10	-1	73	8
60	2	17	-18	269	299	10	648	-1	8
61	62	258	-20	165	195	10	792	-1	10
62	186	145	-14	1477	1507	10	672	-1	9
63	338	315	-7	952	982	10	413	-1	5
64	66	118	27	565	595	10	-1	608	8
65	68	378	10	682	712	10	-1	620	8
66	294	136	10	113	143	10	-1	221	9
67	73	126	-15	419	449	10	54	-1	7
68	68	263	-20	195	225	10	113	-1	1
69	302	136	-20	165	195	10	727	-1	9
70	234	203	-30	167	197	10	765	-1	10
71	127	94	-12	216	246	10	190	-1	2
72	233	208	30	33	63	10	-1	51	9
73	210	1	-30	1000	1030	10	59	-1	8
74	102	252	10	166	196	10	-1	185	10
75	152	237	10	71	101	10	-1	520	10
76	2	3	14	794	824	10	-1	377	10
77	92	162	-10	253	283	10	773	-1	10
78	177	55	17	756	786	10	-1	47	10
79	193	29	16	757	787	10	-1	153	10
80	105	360	-10	786	816	10	616	-1	8
81	193	216	-30	1231	1261	10	562	-1	7
82	338	150	-25	768	798	10	327	-1	4
83	68	143	-12	1255	1285	10	794	-1	10
84	180	15	7	875	905	10	-1	358	10
85	182	378	10	187	217	10	-1	277	10
86	39	384	-20	261	291	10	22	-1	2
87	43	386	-16	295	325	10	640	-1	8
88	291	301	20	135	165	10	-1	233	10
89	32	251	20	256	286	10	-1	598	10
90	246	298	19	956	986	0	-1	820	10
91	32	229	-16	1054	1084	10	412	-1	5
92	116	252	20	98	128	10	-1	660	10
93	198	295	-20	145	175	10	104	-1	1
94	63	262	20	179	209	10	-1	628	10
95	119	179	-10	235	265	10	745	-1	10
96	174	375	-25	317	347	10	176	-1	2
97	199	45	-17	790	820	10	734	-1	9
98	150	236	20	61	91	10	-1	518	1
99	363	24	-20	257	287	10	306	-1	3
100	393	307	10	262	292	10	-1	694	1
101	331	251	20	140	170	10	-1	504	1
102	293	306	20	141	171	10	-1	38	1
103	18	102	18	232	262	10	-1	295	1
104	196	293	20	110	140	10	-1	93	1
105	299	141	10	229	259	10	-1	429	1
106	364	25	40	293	323	10	-1	172	1
107	41	183	-26	1177	1207	10	774	-1	10
108	342	385	10	356	386	10	-1	138	1
109	302	203	-30	198	228	10	491	-1	6
110	212	197	-15	854	884	10	330	-1	4
111	384	294	20	557	587	10	-1	42	1
112	381	290	-20	469	499	10	607	-1	8
113	110	254	20	137	167	10	-1	68	1
114	196	51	19	530	560	10	-1	245	1
115	264	341	-20	1041	1071	10	715	-1	9
116	23	98	-10	332	362	10	579	-1	7
117	278	265	-25	649	679	10	365	-1	4
118	23	97	20	321	351	10	-1	216	1
119	281	155	10	137	167	10	-1	534	1
120	352	162	10	156	186	10	-1	746	1
121	209	85	-20	134	164	10	673	-1	9
122	15	4	18	699	729	10	-1	17	1
123	177	379	10	302	332	10	-1	760	1
124	18	208	20	259	289	10	-1	362	1
125	343	322	-20	811	841	10	146	-1	1
126	369	107	20	279	309	10	-1	192	1
127	31	360	23	277	307	10	-1	663	1
128	263	110	-30	138	168	10	270	-1	3
129	240	246	20	60	90	10	-1	691	1
130	380	339	-10	741	771	10	683	-1	9
131	111	286	21	133	163	10	-1	492	1
132	213	271	10	107	137	10	-1	662	1
133	251	381	17	268	298	10	-1	291	1
