Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	403	200	20	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	244	56	-17	2225	3190	10	611	-1	8
1	245	106	20	333	758	10	-1	114	1
2	233	214	10	40	708	10	-1	51	2
3	395	340	24	778	1143	10	-1	227	4
4	229	371	-30	4002	4220	10	543	-1	7
5	384	248	-20	721	1174	10	101	-1	1
6	277	163	10	432	1016	10	-1	468	8
7	52	94	-20	4320	4934	10	457	-1	6
8	89	152	20	415	833	10	-1	309	10
9	218	284	20	730	993	10	-1	199	10
10	340	276	-20	3318	3744	10	446	-1	6
11	206	106	33	982	1443	10	-1	497	1
12	375	247	10	690	843	10	-1	767	1
13	113	179	-30	626	1062	10	419	-1	5
14	348	280	10	827	1028	10	-1	373	1
15	223	372	30	702	1310	10	-1	715	1
16	361	287	-20	754	1410	10	452	-1	6
17	6	62	23	3405	3891	10	-1	463	1
18	37	397	-9	3118	3602	10	252	-1	3
19	364	27	20	1028	1533	10	-1	487	2
20	14	201	10	773	1073	10	-1	624	2
21	325	294	-11	4420	4866	10	380	-1	5
22	41	382	20	821	1284	10	-1	191	2
23	325	130	-12	4003	4423	10	610	-1	8
24	384	47	31	4188	4662	10	-1	379	3
25	116	181	20	743	1146	10	-1	33	3
26	346	155	20	771	1247	10	-1	523	3
27	359	30	20	1268	1600	10	-1	781	3
28	222	284	10	188	667	10	-1	571	3
29	91	150	10	375	672	10	-1	349	3
30	140	387	8	619	1048	10	-1	123	4
31	176	154	15	51	725	10	-1	788	4
32	352	383	16	3049	3454	10	-1	225	4
33	213	332	-20	2493	3368	10	25	-1	3
34	133	68	20	517	1000	10	-1	618	4
35	151	188	18	50	538	10	-1	343	4
36	105	250	30	419	1139	10	-1	473	4
37	94	70	30	799	1563	10	-1	294	5
38	287	307	10	638	1286	10	-1	233	5
39	267	321	-20	2377	2809	10	213	-1	2
40	220	71	-13	2584	2947	10	479	-1	6
41	244	106	40	388	791	10	-1	140	5
42	338	290	12	2436	2886	10	-1	747	5
43	5	345	-10	4634	5171	10	65	-1	8
44	145	301	8	230	691	10	-1	703	6
45	393	301	-35	745	1095	10	160	-1	1
46	359	23	-10	694	1293	10	121	-1	1
47	196	107	-18	4976	5778	10	637	-1	8
48	348	41	-30	2593	2788	10	454	-1	6
49	59	51	14	603	1164	10	-1	402	6
50	126	91	30	573	1067	10	-1	182	6
51	234	214	-10	343	656	10	2	-1	2
52	108	395	12	2156	2544	0	-1	801	7
53	186	306	-9	638	860	10	367	-1	4
54	125	122	15	143	866	10	-1	118	7
55	12	368	-50	2815	3476	10	612	-1	8
56	348	279	10	701	1067	10	-1	354	7
57	26	247	-10	492	1113	10	512	-1	7
58	393	306	-26	842	1198	10	553	-1	7
59	268	114	-35	687	836	10	410	-1	5
60	2	17	-30	850	1425	10	230	-1	2
61	62	258	-20	514	928	10	670	-1	9
62	186	145	-30	5737	6223	10	388	-1	5
63	338	315	-20	3560	4178	10	316	-1	4
64	66	118	-15	1882	2754	10	563	-1	7
65	68	378	10	2657	2916	10	-1	43	8
66	294	136	-20	271	638	10	727	-1	9
67	73	126	38	1608	1868	10	-1	154	9
68	68	263	-20	552	1124	10	792	-1	10
69	302	136	-20	434	1007	10	709	-1	9
70	234	203	10	464	990	10	-1	515	9
71	127	94	-20	723	1128	10	392	-1	5
72	233	208	30	33	566	10	-1	722	9
73	210	1	-20	3936	4180	10	234	-1	3
74	102	252	10	445	1003	10	-1	627	10
75	152	237	10	95	591	10	-1	305	10
76	2	3	-21	2893	3580	10	757	-1	10
77	92	162	-10	790	1351	10	719	-1	9
78	177	55	17	2759	3405	10	-1	84	10
79	193	29	-12	2840	3335	10	241	-1	3
80	105	360	-15	2940	3464	10	518	-1	7
81	193	216	-11	4879	5088	10	209	-1	2
82	338	150	16	2794	3470	10	-1	461	10
83	68	143	-15	4812	5349	10	614	-1	8
84	180	15	-17	3316	3802	10	78	-1	10
85	182	378	10	438	1180	10	-1	787	10
86	39	384	-15	1018	1189	10	478	-1	6
87	43	386	10	1013	1468	10	-1	550	10
88	291	301	20	135	1067	10	-1	537	10
89	32	251	-30	889	1276	10	645	-1	8
90	246	298	-22	3413	4355	10	244	-1	3
91	32	229	-26	4004	4551	10	774	-1	10
92	116	252	20	178	613	10	-1	113	1
93	198	295	-20	445	833	10	726	-1	9
94	63	262	-10	588	967	10	211	-1	2
95	119	179	-10	708	1289	10	613	-1	8
96	174	375	-12	1021	1637	10	639	-1	8
97	199	45	26	2928	3509	10	-1	551	2
98	150	236	20	61	731	10	-1	548	3
99	363	24	-8	887	1292	10	374	-1	5
100	393	307	-10	999	1220	10	396	-1	5
101	331	251	20	334	790	10	-1	5	1
102	293	306	20	366	844	10	-1	324	1
103	18	102	-10	705	1272	10	489	-1	6
104	196	293	20	275	724	10	-1	440	1
105	299	141	-10	769	1179	10	597	-1	8
106	364	25	40	851	1614	10	-1	285	1
107	41	183	-19	4496	5042	10	359	-1	4
108	342	385	-20	1262	1708	10	650	-1	8
109	302	203	30	799	906	10	-1	133	1
110	212	197	-10	3216	3734	10	688	-1	9
111	384	294	-30	2108	2468	10	250	-1	3
112	381	290	36	1558	2315	10	-1	733	1
113	110	254	-20	299	915	10	92	-1	1
114	196	51	-20	1739	2619	10	1	-1	1
115	264	341	-10	3942	4504	10	699	-1	9
116	23	98	-20	1069	1711	10	437	-1	5
117	278	265	-10	2393	2916	10	403	-1	5
118	23	97	-15	1015	1677	10	54	-1	7
119	281	155	-24	435	781	10	522	-1	7
120	352	162	10	462	872	10	-1	577	1
121	209	85	10	347	847	10	-1	46	1
122	15	4	18	2605	3111	10	-1	567	1
123	177	379	-8	1024	1515	10	30	-1	4
124	18	208	20	829	1364	10	-1	216	1
125	343	322	-12	3024	3588	10	728	-1	9
126	369	107	-20	860	1491	10	436	-1	5
127	31	360	23	921	1418	10	-1	656	1
128	263	110	10	445	780	10	-1	326	1
129	240	246	-10	60	876	10	144	-1	1
130	380	339	-20	2763	3288	10	721	-1	9
131	111	286	-20	320	864	10	300	-1	4
132	213	271	10	306	669	10	-1	351	1
133	251	381	-30	1033	1229	10	109	-1	1
134	322	242	10	797	1190	10	-1	569	1
135	390	52	-30	1004	1448	10	665	-1	9
136	26	70	-1	3575	3914	10	295	-1	3
137	300	132	-20	261	1064	10	716	-1	9
138	342	384	10	1309	1749	10	-1	320	1
139	357	160	20	360	1197	10	-1	333	1
140	204	87	-40	286	701	10	41	-1	5
141	197	293	30	190	721	10	-1	338	1
142	98	107	-9	3496	4099	10	404	-1	5
143	400	109	-30	3310	3588	10	511	-1	7
144	231	243	10	362	915	10	-1	129	1
145	84	221	22	4171	4773	0	-1	802	1
146	230	290	20	361	738	10	-1	751	1
147	397	261	16	2221	2576	10	-1	254	1
148	222	283	20	151	617	10	-1	772	1
149	247	377	-20	4783	5061	10	181	-1	2
150	60	319	29	849	1312	10	-1	538	1
151	79	154	-23	385	1106	10	777	-1	10
152	256	385	-22	2373	2512	10	356	-1	4
153	140	40	27	4053	4188	10	-1	467	1
154	8	119	-38	3218	3611	10	67	-1	9
155	208	274	30	94	669	10	-1	502	1
156	84	293	-20	2129	2439	10	558	-1	7
157	74	351	32	3598	4199	10	-1	628	1
158	95	64	20	171	1382	10	-1	408	1
159	329	236	-30	571	919	10	590	-1	8
160	248	286	35	220	649	10	-1	45	1
161	234	243	20	369	803	10	-1	435	1
162	244	109	20	319	667	10	-1	724	1
163	340	388	-10	1239	1622	10	683	-1	9
164	161	233	30	230	823	10	-1	445	1
165	125	95	10	533	1220	10	-1	782	1
166	351	199	-23	2931	3526	10	513	-1	7
167	61	333	10	1001	1404	10	-1	382	1
168	146	324	-15	5576	5836	10	291	-1	3
169	372	104	20	699	1369	10	-1	297	1
170	381	144	-10	1734	2303	10	353	-1	4
171	394	299	-14	3167	3303	10	282	-1	3
172	363	30	10	1141	1616	10	-1	769	2
173	358	23	20	722	1176	10	-1	635	2
174	220	238	12	42	503	10	-1	682	2
175	97	105	-20	3562	4107	10	711	-1	9
176	186	355	-10	380	866	10	344	-1	4
177	391	42	-18	3798	4034	10	188	-1	2
178	48	326	-19	627	1201	10	561	-1	7
179	74	87	-17	5168	5790	10	458	-1	6
180	264	69	15	2498	2945	10	-1	387	2
181	341	394	20	940	1497	10	-1	149	2
182	128	95	-30	810	1309	10	50	-1	6
183	362	383	-10	838	1327	10	361	-1	4
184	41	340	26	3157	3863	10	-1	623	2
185	13	220	15	3993	4648	10	-1	428	2
186	85	61	20	577	867	10	-1	588	2
187	340	290	-7	1632	2096	10	197	-1	2
188	396	106	18	830	1452	10	-1	177	2
189	79	344	16	575	1279	10	-1	203	2
190	201	195	12	5	280	10	-1	394	2
191	90	311	-20	2475	2994	10	22	-1	2
192	207	185	-14	4651	5231	10	198	-1	2
193	92	255	-10	1667	1845	10	210	-1	2
194	385	56	-29	791	1357	10	667	-1	9
195	396	59	20	1111	1576	10	-1	666	2
196	51	326	10	760	965	10	-1	317	2
197	169	352	7	718	1394	10	-1	187	2
198	230	139	14	4832	5670	10	-1	192	2
199	286	44	-20	2157	2490	10	9	-1	10
200	286	308	10	879	1136	10	-1	775	2
201	339	69	26	3514	4331	10	-1	534	2
202	206	296	30	583	1056	10	-1	542	2
203	142	385	-16	1925	2413	10	189	-1	2
204	370	57	10	4360	4708	10	-1	708	2
205	35	79	22	1500	2000	10	-1	530	2
206	17	209	20	750	1352	10	-1	405	2
207	128	68	-10	810	991	10	310	-1	4
208	145	165	13	88	434	10	-1	544	2
209	237	259	11	4568	4941	10	-1	81	2
210	89	154	10	790	1109	10	-1	193	2
211	72	257	10	870	1325	10	-1	94	2
212	158	121	17	4307	4656	10	-1	215	2
213	323	243	20	812	1084	10	-1	39	2
214	367	361	22	1723	2293	10	-1	391	2
215	165	126	-17	4773	5285	10	212	-1	2
216	45	85	-20	3408	4034	10	124	-1	1
217	137	68	25	456	814	10	-1	283	2
218	310	143	-10	508	1099	10	280	-1	3
219	18	100	20	666	1079	10	-1	337	2
220	201	6	-25	2135	2666	10	329	-1	4
221	297	135	30	372	840	10	-1	483	2
222	86	154	-10	626	1085	10	745	-1	10
223	374	175	18	1178	1694	10	-1	482	2
224	91	70	20	925	1334	10	-1	323	2
225	166	357	-16	4611	5215	10	32	-1	4
226	113	183	30	460	1016	10	-1	662	2
227	347	395	-24	955	1353	10	3	-1	4
228	243	244	30	61	581	10	-1	691	2
229	243	140	-13	4930	5378	10	421	-1	5
230	14	100	30	831	1106	10	-1	60	2
231	393	312	-25	917	1634	10	365	-1	4
232	92	384	26	1527	1817	10	-1	460	3
233	294	249	-10	1551	2338	10	38	-1	5
234	195	91	20	665	1121	10	-1	73	3
235	235	212	20	37	993	10	-1	348	3
236	350	271	10	529	886	10	-1	607	3
237	353	164	-20	508	923	10	247	-1	3
238	262	233	-4	4390	4606	10	565	-1	7
239	200	48	-34	698	1180	10	531	-1	7
240	214	119	-20	3948	4289	10	406	-1	5
241	234	37	12	1871	2346	10	-1	79	3
242	93	62	20	700	1032	10	-1	714	3
243	234	73	8	524	836	10	-1	432	3
244	157	378	22	3600	3851	10	-1	90	3
245	194	43	-10	2662	3254	10	470	-1	6
246	268	223	-10	71	561	10	689	-1	9
247	355	156	20	584	1089	10	-1	237	3
248	248	124	-10	2524	2910	10	431	-1	5
249	364	213	-20	2205	2540	10	475	-1	6
250	371	253	30	770	1261	10	-1	111	3
251	31	353	20	755	1149	10	-1	604	3
252	41	337	9	2472	3000	10	-1	18	3
253	209	167	17	34	580	10	-1	271	3
254	352	303	-16	3973	4725	10	147	-1	1
255	53	326	20	587	1041	10	-1	595	3
256	388	106	9	923	1305	10	-1	748	3
257	21	104	-3	507	1117	10	350	-1	4
258	381	12	-20	2183	2661	10	753	-1	10
259	221	379	30	508	1269	10	-1	796	3
260	46	380	10	1094	1611	10	-1	605	3
261	192	332	-30	1489	2137	10	453	-1	6
262	343	359	-13	1534	2234	10	625	-1	8
263	320	211	6	120	875	10	-1	795	3
264	34	355	30	913	1579	10	-1	713	3
265	338	106	8	3716	4016	10	-1	499	3
266	397	283	-8	1382	2031	10	742	-1	10
267	267	161	-10	896	968	10	696	-1	9
268	124	221	-20	3784	4360	10	660	-1	8
269	310	340	11	284	1221	10	-1	469	3
270	270	106	30	365	715	10	-1	352	3
271	243	104	-17	427	1023	10	253	-1	3
272	68	250	-10	2225	2405	10	414	-1	5
273	213	305	-10	1711	2329	10	528	-1	7
274	214	378	20	582	847	10	-1	556	3
275	287	279	4	4632	5061	10	-1	744	3
276	313	64	-20	1387	1951	10	741	-1	10
277	244	285	-11	5095	5565	10	602	-1	8
278	154	68	20	2840	3191	10	-1	366	3
279	14	53	-23	3080	3478	10	360	-1	4
280	298	137	10	399	714	10	-1	218	3
281	371	111	3	825	1289	10	-1	657	3
