Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	404	200	20	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	221	225	16	90	172	10	-1	328	1
1	279	247	12	312	423	10	-1	242	1
2	355	41	-29	3343	3489	10	96	-1	3
3	93	283	13	0	6606	10	-1	252	3
4	163	207	-8	4480	4640	10	54	-1	7
5	364	55	17	0	6523	10	-1	690	6
6	329	208	-17	5276	5379	10	626	-1	8
7	102	377	-19	3933	4062	10	475	-1	6
8	356	299	31	4216	4309	10	-1	214	10
9	10	202	3	1298	1433	10	-1	273	10
10	40	153	15	590	745	10	-1	397	1
11	145	165	13	188	333	10	-1	316	1
12	278	265	23	2584	2725	10	-1	70	1
13	338	14	-18	4814	4916	10	293	-1	3
14	13	167	42	717	884	10	-1	641	1
15	179	125	4	251	372	10	-1	676	1
16	194	43	-5	2862	3055	10	150	-1	1
17	358	261	-9	0	6572	10	188	-1	2
18	299	399	-18	3086	3222	10	541	-1	7
19	246	247	21	2688	2862	10	-1	480	2
20	343	359	26	0	6528	10	-1	275	2
21	101	8	3	0	6525	10	-1	251	2
22	302	274	15	0	6615	10	-1	382	2
23	131	275	-25	2104	2247	10	78	-1	10
24	191	167	-13	3787	3946	10	464	-1	5
25	332	124	-17	1337	1453	10	496	-1	6
26	106	302	-10	501	609	10	290	-1	3
27	380	145	31	2092	2210	10	-1	168	3
28	334	100	-24	0	6574	10	51	-1	6
29	180	359	-11	3741	3910	10	779	-1	10
30	142	238	-28	4686	4854	10	721	-1	9
31	138	306	-21	3460	3571	10	418	-1	5
32	16	294	-16	1501	1643	10	677	-1	8
33	206	7	8	3168	3303	10	-1	134	4
34	299	308	-36	2234	2391	10	116	-1	1
35	343	335	-9	3441	3502	10	771	-1	10
36	135	384	-3	957	1114	10	75	-1	10
37	161	346	-8	4272	4298	10	171	-1	1
38	206	286	19	0	6655	10	-1	246	4
39	156	4	-19	864	940	10	473	-1	6
40	326	335	11	3946	4023	10	-1	128	4
41	82	78	20	0	6572	10	-1	616	5
42	37	21	-45	3642	3748	10	712	-1	9
43	177	174	10	50	228	10	-1	667	5
44	84	221	-15	4432	4511	10	452	-1	5
45	171	168	14	0	6698	10	-1	747	5
46	207	185	1	4888	4995	0	-1	803	5
47	92	255	30	0	6620	10	-1	553	5
48	220	337	-21	1228	1388	10	439	-1	5
49	137	132	20	0	6649	10	-1	55	6
50	342	154	25	1617	1703	10	-1	244	6
51	353	65	24	1238	1328	10	-1	28	6
52	70	231	-33	4391	4505	10	247	-1	3
53	79	95	-15	4887	5038	10	767	-1	10
54	352	303	8	4258	4440	10	-1	4	7
55	136	226	-20	3995	4105	10	49	-1	6
56	243	209	-7	0	6698	10	223	-1	2
57	145	301	8	0	6626	10	-1	338	7
58	254	0	-21	2687	2815	10	551	-1	7
59	310	363	-9	4210	4384	10	265	-1	3
60	387	267	-2	3555	3701	10	226	-1	2
61	236	44	-14	3111	3199	10	511	-1	6
62	94	268	25	1431	1610	10	-1	370	8
63	84	293	11	0	6593	10	-1	540	8
64	11	135	-7	1038	1156	10	590	-1	7
65	280	5	-17	4075	4173	10	683	-1	9
66	265	127	35	345	436	10	-1	547	8
67	259	285	-29	337	491	10	711	-1	9
68	52	94	-28	4511	4742	10	312	-1	3
69	278	221	-12	3619	3718	10	662	-1	8
70	231	229	-23	0	6699	10	12	-1	1
71	168	100	-25	2512	2665	10	458	-1	5
72	14	53	-2	3243	3315	10	729	-1	9
73	237	259	-15	4682	4828	10	583	-1	7
74	69	82	11	3532	3587	10	-1	306	9
75	192	291	3	402	551	10	-1	36	10
76	8	384	-5	4055	4150	10	597	-1	7
77	367	361	-19	1944	2073	10	624	-1	8
78	91	233	25	1857	1992	10	-1	23	10
79	125	175	-22	657	756	10	232	-1	2
80	304	319	-10	3431	3579	10	679	-1	9
81	241	275	-24	0	6656	10	508	-1	6
82	193	29	16	0	6570	10	-1	703	10
83	80	392	16	2107	2295	10	-1	604	10
84	300	64	-19	4600	4777	10	202	-1	2
85	327	11	-15	2363	2480	10	753	-1	10
86	299	351	14	667	778	10	-1	97	10
87	311	344	26	743	875	10	-1	122	10
88	229	105	-14	3449	3512	10	785	-1	10
89	362	207	18	3146	3341	10	-1	144	10
90	344	154	-30	3998	4108	10	266	-1	3
91	39	34	10	1014	1044	10	-1	401	10
92	68	250	14	2235	2396	10	-1	708	1
93	268	223	20	218	357	10	-1	217	2
94	116	195	-24	4290	4362	10	383	-1	4
95	352	156	-24	3601	3701	10	783	-1	10
96	313	64	29	1634	1703	10	-1	2	3
97	375	294	-14	0	6543	10	86	-1	10
98	391	260	-26	2403	2549	10	337	-1	4
99	334	186	1	608	757	10	-1	288	4
100	84	206	-6	0	6625	10	218	-1	2
101	12	40	-38	2492	2547	10	631	-1	8
102	195	148	-18	5336	5389	10	584	-1	7
103	381	144	18	0	6552	10	-1	795	1
104	320	211	6	402	563	10	-1	552	1
105	308	178	-3	1578	1728	10	420	-1	5
106	376	205	4	1801	1939	10	-1	463	1
107	257	98	-13	1343	1484	10	603	-1	7
108	111	4	-20	2036	2167	10	279	-1	3
109	330	310	-21	2731	2814	10	270	-1	3
110	305	255	11	1254	1355	10	-1	797	1
111	140	387	8	749	918	10	-1	394	1
112	164	80	25	4686	4902	10	-1	668	1
113	271	371	15	3010	3123	10	-1	744	1
114	4	280	18	972	1053	10	-1	513	1
115	347	59	-11	0	6538	10	515	-1	6
116	147	376	36	747	916	10	-1	34	1
117	74	213	-5	0	6615	10	549	-1	7
118	54	341	-19	1226	1355	10	356	-1	4
119	303	358	37	1365	1484	10	-1	141	1
120	21	82	26	3373	3482	10	-1	531	1
