Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	417	200	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	321	287	-39	601	611	10	244	-1	3
1	123	176	-20	1180	1190	10	183	-1	2
2	234	20	15	0	1495	10	-1	344	2
3	256	385	-13	606	616	10	132	-1	1
4	108	399	23	219	229	10	-1	366	5
5	303	258	-3	998	1008	10	760	-1	10
6	148	94	23	848	858	10	-1	223	8
7	35	238	-13	201	211	10	113	-1	1
8	356	223	28	0	1521	10	-1	336	10
9	349	324	-26	548	558	10	495	-1	6
10	29	9	-10	835	845	10	544	-1	7
11	21	82	26	852	862	10	-1	313	1
12	146	320	-21	507	517	10	798	-1	10
13	337	81	-30	723	733	10	458	-1	6
14	160	313	-31	869	879	10	680	-1	9
15	237	243	9	56	66	10	-1	255	1
16	343	134	-23	1019	1029	10	332	-1	4
17	13	59	-5	569	579	10	310	-1	4
18	123	30	-15	708	718	10	700	-1	9
19	156	32	-7	0	1505	10	335	-1	4
20	361	194	-20	0	1517	10	446	-1	6
21	330	310	-9	688	698	10	720	-1	9
22	326	335	-18	0	1494	10	368	-1	4
23	209	283	-19	627	637	10	151	-1	1
24	267	221	24	597	607	10	-1	407	3
25	57	124	24	161	171	10	-1	74	3
26	280	5	9	1026	1036	10	-1	194	3
27	92	238	-21	1224	1234	10	304	-1	4
28	51	205	26	0	1529	10	-1	343	3
29	369	6	16	557	567	10	-1	155	3
30	131	89	26	150	160	10	-1	606	4
31	359	157	-15	0	1514	10	604	-1	8
32	195	148	-22	1336	1346	10	257	-1	3
33	239	252	20	1342	1352	0	-1	806	4
34	328	8	36	0	1448	10	-1	682	4
35	162	316	-3	606	616	10	552	-1	7
36	184	233	19	36	46	10	-1	86	4
37	29	86	28	580	590	10	-1	627	4
38	340	276	-13	878	888	10	229	-1	2
39	129	53	-25	761	771	10	584	-1	8
40	332	124	-15	344	354	10	62	-1	8
41	55	115	-17	793	803	10	221	-1	2
42	393	246	-35	518	528	10	232	-1	3
43	348	319	-11	0	1489	10	342	-1	4
44	361	287	13	266	276	10	-1	56	5
45	16	114	-28	733	743	10	765	-1	10
46	353	65	24	316	326	10	-1	138	6
47	73	126	38	429	439	10	-1	666	6
48	91	61	-17	1486	1496	10	507	-1	7
49	117	148	14	97	107	10	-1	75	6
50	60	319	29	265	275	10	-1	353	6
51	244	50	-14	0	1522	10	678	-1	9
52	79	95	22	1236	1246	0	-1	808	7
53	255	80	11	530	540	10	-1	93	7
54	319	115	16	0	1532	10	-1	769	7
55	35	160	-19	1027	1037	10	756	-1	10
56	358	309	-13	866	876	10	44	-1	5
57	232	131	-8	1146	1156	10	603	-1	8
58	161	124	17	0	1593	10	-1	665	7
59	85	128	-14	1298	1308	10	384	-1	5
60	211	153	14	66	76	10	-1	623	8
61	152	361	-25	0	1510	10	712	-1	9
62	327	115	15	313	323	10	-1	40	8
63	151	231	10	89	99	10	-1	505	8
64	210	294	43	0	1584	10	-1	793	8
65	264	341	-19	0	1524	10	219	-1	2
66	309	53	26	337	347	0	-1	823	8
67	108	75	24	0	1523	10	-1	608	8
68	303	358	37	0	1490	10	-1	738	9
69	33	226	-8	1202	1212	10	184	-1	2
70	378	118	-23	737	747	10	146	-1	1
71	26	70	3	931	941	10	-1	669	9
72	45	291	-14	0	1499	10	91	-1	3
73	329	208	20	1327	1337	10	-1	553	9
74	30	39	-24	378	388	10	25	-1	3
75	78	85	-14	751	761	10	49	-1	6
76	4	307	-11	1087	1097	10	294	-1	3
