Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	504	320	40	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	-10	3508	3748	10	581	-1	11
1	214	394	10	862	1102	10	-1	751	1
2	476	483	-20	1359	1599	10	340	-1	6
3	352	487	-20	3547	3787	10	210	-1	3
4	230	197	40	426	666	10	-1	734	7
5	175	239	-8	183	423	10	406	-1	7
6	133	202	33	1782	2022	10	-1	788	11
7	328	458	17	3011	3251	10	-1	630	13
8	25	499	-40	1720	1960	10	278	-1	4
9	226	423	15	728	968	10	-1	472	18
10	313	282	20	594	834	10	-1	519	1
11	60	454	-11	1329	1569	10	832	-1	16
12	239	486	-11	5868	6108	10	784	-1	15
13	102	264	10	475	715	10	-1	929	1
14	408	452	10	1028	1268	10	-1	657	1
15	451	62	5	1069	1309	10	-1	764	2
16	203	390	40	575	815	10	-1	508	2
17	92	233	10	835	1075	10	-1	318	2
18	7	300	30	1319	1559	10	-1	358	2
19	409	90	20	973	1213	10	-1	390	3
20	307	108	-23	890	1130	10	577	-1	11
21	347	54	10	1120	1360	10	-1	157	3
22	406	87	10	1192	1432	10	-1	651	3
23	371	332	-5	2058	2298	10	825	-1	16
24	116	466	-20	944	1184	10	219	-1	3
25	441	265	40	729	969	10	-1	755	4
26	130	140	-12	716	956	10	903	-1	18
27	80	117	-30	3237	3477	10	913	-1	18
28	421	387	-7	3145	3385	10	474	-1	8
29	83	300	26	1939	2179	10	-1	167	5
30	136	52	-10	1111	1351	10	292	-1	5
31	18	462	-20	1531	1771	10	357	-1	6
32	390	120	24	3957	4197	10	-1	528	5
33	188	119	-27	3839	4079	10	699	-1	13
34	467	114	-14	1444	1684	10	593	-1	11
35	440	292	-20	3700	3940	10	547	-1	10
36	268	400	20	913	1153	10	-1	228	6
37	391	202	-19	476	716	10	113	-1	1
38	377	432	-10	3266	3506	10	753	-1	14
39	80	290	-20	730	970	10	76	-1	15
40	439	15	-30	1313	1553	10	675	-1	13
41	307	52	-10	3622	3862	10	277	-1	4
42	111	192	11	4738	4978	10	-1	535	7
43	131	56	10	963	1203	10	-1	203	7
44	88	286	-10	950	1190	10	922	-1	18
45	69	414	6	4993	5233	10	-1	139	8
46	41	232	16	761	1001	10	-1	652	8
47	323	77	36	5560	5800	10	-1	114	8
48	340	416	-10	1224	1464	10	931	-1	19
49	86	199	-17	1051	1291	10	816	-1	16
50	314	124	20	864	1104	10	-1	613	9
51	375	191	30	607	847	10	-1	359	9
52	226	175	-27	6715	6955	10	993	-1	20
53	242	106	-19	5014	5254	10	93	-1	18
54	417	417	-40	1268	1508	10	224	-1	3
55	419	459	-20	1205	1445	10	827	-1	16
56	389	11	-30	1233	1473	10	116	-1	1
57	450	416	25	2247	2487	10	-1	71	10
58	246	255	10	390	630	10	-1	765	11
59	71	333	-20	715	955	10	333	-1	6
60	105	474	27	1823	2063	10	-1	640	11
61	20	489	10	1473	1713	10	-1	181	11
62	388	331	20	520	760	10	-1	517	12
63	92	259	4	1538	1778	10	-1	411	12
64	200	261	10	606	846	10	-1	867	12
65	400	288	30	499	739	10	-1	80	12
66	299	285	-10	4955	5195	10	147	-1	2
67	378	199	-20	769	1009	10	513	-1	9
68	325	147	-11	4687	4927	10	130	-1	1
69	421	386	29	3237	3477	10	-1	223	13
70	404	447	20	880	1120	10	-1	498	13
71	412	478	-25	3779	4019	10	57	-1	10
72	26	67	15	5207	5447	10	-1	963	14
73	358	183	-20	875	1115	10	349	-1	6
74	30	302	-20	1006	1246	10	829	-1	16
75	176	470	-10	2127	2367	10	916	-1	18
76	96	270	20	589	829	10	-1	39	15
77	243	408	15	5675	5915	10	-1	217	15
78	60	29	-18	5391	5631	10	505	-1	9
79	34	169	11	1878	2118	10	-1	220	15
80	407	280	-30	774	1014	10	65	-1	12
81	277	403	-26	639	879	10	87	-1	17
82	498	456	-25	5564	5804	10	661	-1	12
83	384	491	-20	1331	1571	10	985	-1	20
84	355	174	-30	2801	3041	10	350	-1	6
85	97	288	-12	5076	5316	10	162	-1	2
86	316	284	20	439	679	10	-1	889	17
87	334	403	26	578	818	10	-1	81	17
88	415	223	-19	1159	1399	10	726	-1	14
89	230	320	-20	4708	4948	10	267	-1	4
90	432	199	7	2494	2734	10	-1	710	18
91	92	18	8	4437	4677	10	-1	409	18
92	273	300	30	100	340	10	-1	849	18
93	269	112	19	4991	5231	10	-1	53	18
94	429	389	-20	1636	1876	10	471	-1	8
95	371	71	-20	1087	1327	10	750	-1	14
96	5	297	-10	1265	1505	10	644	-1	12
97	414	378	23	1919	2159	10	-1	135	19
98	38	15	-20	4304	4544	10	942	-1	19
99	2	295	-10	1163	1403	10	306	-1	5
100	237	254	20	273	513	10	-1	510	1
101	54	445	10	1172	1412	10	-1	365	1
102	382	110	24	4390	4630	10	-1	768	1
103	438	488	18	1249	1489	10	-1	431	1
104	395	331	20	806	1046	10	-1	917	1
105	230	487	-29	4458	4698	10	967	-1	19
106	249	407	-10	635	875	10	237	-1	3
107	488	26	-40	1671	1911	10	808	-1	16
108	151	81	-8	6172	6412	10	437	-1	8
109	483	14	10	1393	1633	10	-1	579	1
110	0	422	-30	3224	3464	10	317	-1	5
111	429	67	16	2869	3109	10	-1	469	1
112	195	464	-32	6105	6345	10	811	-1	16
113	356	256	19	305	545	10	-1	37	1
114	264	180	-36	6663	6903	10	47	-1	8
115	94	235	20	547	787	10	-1	407	1
116	474	96	30	967	1207	10	-1	56	1
117	268	52	10	1162	1402	10	-1	878	1
118	44	440	-8	3095	3335	10	382	-1	7
119	7	382	27	3022	3262	10	-1	433	1
120	459	53	-10	4429	4669	10	953	-1	19
121	491	25	-20	1574	1814	10	681	-1	13
122	439	243	-30	1194	1434	10	215	-1	3
123	210	185	-20	185	425	10	205	-1	3
124	150	68	-20	1631	1871	10	136	-1	1
125	201	270	10	132	372	10	-1	303	1
126	0	188	-30	3668	3908	10	980	-1	20
127	103	464	-10	5032	5272	10	746	-1	14
128	325	56	13	3126	3366	10	-1	713	1
129	44	344	12	4258	4498	10	-1	294	1
130	418	75	11	1732	1972	10	-1	68	1
131	472	57	-7	5119	5359	10	774	-1	15
132	460	328	13	816	1056	10	-1	938	1
133	89	270	10	754	994	10	-1	804	1
134	374	190	-25	513	753	10	274	-1	4
135	463	253	-23	4128	4368	10	97	-1	19
136	97	93	20	902	1142	10	-1	124	1
137	163	472	-11	2554	2794	10	824	-1	16
138	29	336	22	1266	1506	10	-1	582	1
