Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	504	320	40	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	228	399	-17	0	7537	10	198	-1	3
1	325	56	-13	0	7480	10	299	-1	5
2	290	145	5	0	7575	10	-1	402	3
3	340	291	22	1822	2062	10	-1	8	5
4	370	382	-22	0	7509	10	956	-1	19
5	273	255	18	0	7664	10	-1	420	9
6	36	301	-26	0	7468	10	398	-1	7
7	117	178	28	4409	4649	10	-1	720	13
8	295	283	-22	3513	3753	10	3	-1	5
9	57	43	-22	0	7404	10	83	-1	16
10	436	123	40	0	7462	10	-1	925	1
11	48	162	-20	0	7467	10	646	-1	13
12	222	499	-17	0	7437	10	245	-1	4
13	376	92	10	0	7485	10	-1	799	1
14	437	90	-1	0	7441	10	372	-1	6
15	3	23	11	1506	1746	10	-1	16	2
16	94	40	-11	0	7426	10	15	-1	2
17	398	476	-11	0	7417	10	194	-1	2
18	307	249	10	0	7630	10	-1	389	2
19	179	286	8	1305	1545	10	-1	29	2
20	0	356	13	0	7416	10	-1	293	3
21	143	158	12	0	7546	10	-1	933	3
22	413	476	-10	4656	4896	10	758	-1	15
23	371	488	10	2271	2511	10	-1	452	3
24	415	118	19	0	7476	10	-1	769	4
25	440	77	14	0	7431	10	-1	619	4
26	261	201	-10	5996	6236	10	635	-1	12
27	490	286	29	0	7445	10	-1	651	4
28	309	161	23	2273	2513	10	-1	823	4
29	39	162	-8	0	7459	10	19	-1	2
30	361	178	-10	0	7555	10	575	-1	11
31	261	138	-1	0	7575	10	604	-1	12
32	447	383	17	831	1071	10	-1	354	5
33	346	354	8	3210	3450	10	-1	724	5
34	461	195	26	0	7469	10	-1	96	6
35	187	263	-23	0	7623	10	186	-1	2
36	130	247	-33	0	7567	10	274	-1	4
37	328	491	-25	2653	2893	10	512	-1	10
38	161	276	-23	0	7595	10	114	-1	1
39	365	74	24	3334	3574	10	-1	694	7
40	168	109	10	0	7524	10	-1	414	7
41	111	192	11	0	7537	10	-1	908	7
42	87	213	-25	0	7520	10	292	-1	5
43	45	166	-23	0	7466	10	119	-1	1
44	62	94	16	0	7443	10	-1	459	8
45	348	476	19	0	7441	10	-1	591	8
46	64	437	11	0	7424	10	-1	702	8
47	56	75	24	0	7426	10	-1	103	8
48	24	259	19	0	7461	10	-1	601	9
49	295	247	-7	0	7642	10	585	-1	11
50	6	53	8	0	7374	10	-1	844	9
51	15	11	-26	0	7352	10	257	-1	4
52	179	497	-24	0	7430	10	842	-1	17
53	67	352	-16	0	7478	10	183	-1	2
54	317	45	8	0	7472	10	-1	456	10
55	40	278	-22	0	7476	10	129	-1	1
56	33	278	18	0	7469	10	-1	677	11
57	322	290	-12	0	7605	10	353	-1	6
58	159	226	16	256	496	10	-1	382	11
59	208	445	-16	0	7488	10	176	-1	2
60	453	360	13	804	1044	10	-1	153	12
61	34	169	-10	0	7457	10	766	-1	15
62	436	25	-30	0	7396	10	846	-1	17
63	393	98	13	2950	3190	10	-1	649	12
64	466	96	-14	0	7422	10	91	-1	18
65	366	390	-20	5213	5453	10	790	-1	16
66	303	78	-24	0	7508	10	514	-1	10
67	374	116	9	0	7505	10	-1	893	13
68	424	288	-21	0	7509	10	599	-1	12
69	191	84	13	0	7511	10	-1	355	13
70	59	276	11	0	7495	10	-1	909	13
71	215	293	13	102	342	10	-1	519	14
72	343	276	15	266	506	10	-1	313	14
73	488	173	25	4781	5021	10	-1	536	14
74	452	110	14	0	7442	10	-1	852	14
75	153	244	-8	0	7590	10	546	-1	11
76	176	200	17	2210	2450	10	-1	475	15
77	498	171	12	0	7427	10	-1	427	15
78	492	188	-5	2801	3041	10	423	-1	7
79	177	156	25	0	7568	10	-1	282	15
80	398	49	21	0	7438	10	-1	296	16
81	497	296	-31	0	7436	10	583	-1	11
82	276	84	-22	0	7519	10	330	-1	6
83	128	113	22	0	7504	10	-1	9	16
84	422	498	-7	0	7386	10	976	-1	20
85	460	424	-14	0	7415	10	108	-1	1
86	246	314	-15	5721	5961	10	391	-1	7
87	0	422	8	0	7384	10	-1	919	17
88	166	247	1	216	456	10	-1	417	17
89	311	422	-25	0	7505	10	577	-1	11
90	392	95	-14	0	7477	10	476	-1	9
91	460	117	14	0	7439	10	-1	64	18
92	28	467	-30	0	7377	10	891	-1	18
93	375	145	-18	0	7524	10	421	-1	7
94	240	255	-8	0	7676	10	217	-1	3
95	440	436	18	3508	3748	10	-1	331	19
96	454	201	-26	0	7478	10	34	-1	6
97	407	35	11	0	7421	10	-1	215	19
98	420	383	27	0	7472	10	-1	614	20
99	264	180	-9	0	7616	10	318	-1	5
100	440	294	16	0	7492	10	-1	134	1
101	500	228	-20	3067	3307	10	152	-1	2
102	144	331	13	0	7554	10	-1	697	1
103	98	2	-24	2307	2547	10	47	-1	8
104	461	186	16	0	7467	10	-1	261	1
105	68	450	-30	0	7417	10	632	-1	12
106	153	192	-6	0	7574	10	413	-1	7
107	34	239	16	816	1056	10	-1	685	1
108	465	367	14	0	7443	10	-1	85	1
109	208	488	-5	0	7446	10	381	-1	7
110	93	413	-10	0	7461	10	664	-1	13
111	371	332	-15	0	7541	10	210	-1	3
112	231	167	15	221	461	10	-1	454	1
113	179	75	13	2900	3140	10	-1	921	1
114	196	489	23	4061	4301	10	-1	38	1
115	280	245	-18	0	7657	10	228	-1	3
116	108	37	23	0	7432	10	-1	900	1
117	1	101	-17	0	7397	10	489	-1	9
118	420	80	-36	0	7447	10	545	-1	11
119	38	190	23	0	7467	10	-1	43	1
120	470	405	-23	3643	3883	10	706	-1	14
121	448	397	-13	0	7441	10	699	-1	13
122	471	427	8	0	7404	10	-1	836	1
123	146	376	8	0	7524	10	-1	243	1
124	12	358	7	0	7426	10	-1	565	1
125	175	422	-27	0	7500	10	972	-1	19
126	297	131	-3	4602	4842	10	273	-1	4
127	457	492	7	0	7369	10	-1	820	1
128	69	423	32	0	7437	10	-1	761	1
129	97	288	22	0	7530	10	-1	55	1
130	172	314	-12	0	7587	10	625	-1	12
131	170	347	15	0	7562	10	-1	701	1
132	103	123	8	0	7493	10	-1	745	1
133	154	374	36	0	7531	10	-1	929	1
134	318	497	-16	0	7431	10	100	-1	1
135	330	147	-23	3334	3574	10	272	-1	4
136	241	180	13	0	7617	10	-1	607	1
137	174	67	-15	0	7489	10	239	-1	4
138	235	288	-31	0	7647	10	864	-1	17
139	94	192	1	0	7521	10	-1	221	1
140	232	101	24	0	7537	10	-1	323	1
