Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	509	320	40	700	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	212	101	-20	2549	2934	90	935	-1	20
1	266	231	-30	1815	2218	90	742	-1	15
2	89	284	20	1301	1730	90	-1	704	3
3	430	298	10	1388	1895	90	-1	666	5
4	435	77	20	891	1274	90	-1	680	7
5	25	293	-20	2773	3314	90	21	-1	3
6	43	269	30	558	977	90	-1	185	12
7	216	117	10	259	760	90	-1	452	14
8	294	437	-20	494	989	90	337	-1	6
9	79	479	30	780	1375	90	-1	752	19
10	365	18	20	2048	2538	90	-1	769	1
11	225	125	20	127	757	90	-1	868	1
12	448	103	-10	2964	3578	90	698	-1	14
13	143	266	10	297	668	90	-1	827	1
14	252	347	-30	2796	3187	90	66	-1	13
15	403	390	-10	2376	2903	90	310	-1	5
16	67	153	20	674	1309	90	-1	483	2
17	90	168	20	2934	3386	90	-1	628	2
18	302	235	20	902	1344	90	-1	632	2
19	259	355	-10	1768	2226	90	183	-1	2
20	149	183	-10	2903	3473	90	549	-1	11
21	19	297	20	2087	2637	90	-1	5	3
22	209	358	30	1360	1753	90	-1	972	3
23	56	388	-20	1637	2105	90	75	-1	15
24	115	269	-10	2800	3273	90	288	-1	4
25	377	356	-20	1747	2104	90	158	-1	2
26	113	229	-30	958	1447	90	776	-1	16
27	205	343	-20	696	1267	90	601	-1	12
28	48	137	20	1598	2156	90	-1	786	4
29	467	157	-10	2130	2645	90	143	-1	1
30	220	394	-30	2634	3092	90	518	-1	10
31	436	54	20	1733	2409	90	-1	189	5
32	54	357	-20	1525	2028	90	128	-1	1
33	456	154	10	227	725	90	-1	48	5
34	216	307	-20	2380	2812	90	566	-1	11
35	280	224	10	2049	2562	90	-1	214	6
36	90	270	10	353	938	90	-1	626	6
37	166	452	-20	425	934	90	378	-1	7
38	17	283	-20	2391	2936	90	137	-1	1
39	196	192	-10	1914	2425	90	375	-1	7
40	94	275	10	286	811	90	-1	121	7
41	292	445	10	1557	2036	90	-1	613	8
42	329	471	30	2583	3142	90	-1	671	8
43	326	57	-20	1216	1672	90	737	-1	15
44	95	466	-20	2842	3365	90	231	-1	3
45	429	282	-20	2859	3337	90	285	-1	4
46	229	364	-10	2405	2778	90	402	-1	7
47	457	160	10	2855	3286	90	-1	383	9
48	452	154	-10	223	701	90	33	-1	5
49	113	289	10	142	459	90	-1	556	9
50	67	387	-20	2219	2692	90	56	-1	11
51	368	17	-10	1903	2299	90	934	-1	20
52	341	367	-30	2322	2899	90	346	-1	6
53	410	364	30	1685	2159	90	-1	356	10
54	80	281	10	1602	1992	90	-1	160	10
55	321	224	-10	1924	2447	90	900	-1	19
56	73	395	20	1051	1555	90	-1	50	11
57	259	76	10	784	1232	90	-1	487	11
58	121	203	10	1634	2109	90	-1	896	11
59	118	256	10	2296	2901	90	-1	641	12
60	236	361	-20	1564	2022	90	712	-1	14
61	78	371	-10	210	692	90	560	-1	11
62	301	53	20	826	1271	90	-1	703	12
63	382	197	20	520	921	90	-1	266	13
64	491	160	20	1839	2298	90	-1	80	13
65	453	164	10	2861	3471	90	-1	795	13
66	277	371	30	354	997	90	-1	14	13
67	272	212	-10	2098	2723	90	708	-1	14
68	386	218	20	1785	2177	90	-1	979	14
69	353	32	10	694	1277	90	-1	908	14
70	59	389	20	1487	2069	90	-1	516	14
71	414	62	-20	1524	2008	90	956	-1	20
72	278	357	10	110	608	90	-1	186	15
73	101	179	-20	2261	2723	90	596	-1	12
74	396	234	-10	2118	2821	90	722	-1	15
75	74	390	20	592	1163	90	-1	23	15
76	332	55	30	211	797	90	-1	200	16
77	272	365	30	508	1037	90	-1	774	16
78	418	355	-10	1909	2325	90	799	-1	16
79	216	380	20	2094	2667	90	-1	117	16
80	440	173	-20	3101	3619	90	64	-1	13
81	89	358	-10	3140	3631	90	507	-1	10
82	66	491	20	1898	2403	90	-1	955	17
83	317	234	-30	2372	2746	90	329	-1	5
84	439	297	-30	1862	2384	90	410	-1	8
85	394	367	30	197	723	90	-1	131	18
86	58	364	-20	1994	2690	90	461	-1	9
87	290	75	20	179	690	90	-1	294	18
88	346	344	10	3043	3541	0	-1	1010	18
89	131	269	-20	2222	2714	90	400	-1	7
90	236	96	20	1412	1955	90	-1	807	19
