Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	313	150	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	125	168	-24	867	897	10	442	-1	5
1	162	107	10	83	113	10	-1	351	1
2	199	213	13	511	541	10	-1	556	2
3	61	84	7	333	363	10	-1	207	3
4	125	103	20	53	83	10	-1	240	5
5	143	101	10	56	86	10	-1	161	7
6	28	141	25	645	675	10	-1	222	10
7	230	128	-20	380	410	10	140	-1	1
8	55	68	-10	143	173	10	496	-1	7
9	72	180	-15	372	402	10	340	-1	4
10	159	41	-20	306	336	10	388	-1	5
11	8	4	29	10	533	10	-1	104	1
12	257	58	-10	163	193	10	70	-1	10
13	57	155	20	102	132	10	-1	482	1
14	186	26	-6	565	595	10	51	-1	7
15	231	243	10	123	153	10	-1	356	1
16	247	132	-15	227	257	10	288	-1	3
17	89	61	-30	253	283	10	396	-1	5
18	84	231	-10	545	575	10	481	-1	7
19	116	240	17	525	555	0	-1	600	2
20	110	79	-20	190	220	10	435	-1	5
21	110	74	30	138	168	10	-1	215	2
22	180	106	-14	53	83	10	266	-1	3
23	240	73	20	118	148	10	-1	403	2
24	13	265	20	178	208	10	-1	110	3
25	134	147	-20	90	120	10	177	-1	2
26	257	59	20	174	204	10	-1	594	3
27	160	108	10	60	90	10	-1	274	3
28	289	130	27	329	359	10	-1	494	3
29	27	255	-20	241	271	10	410	-1	5
30	234	146	-10	352	382	10	241	-1	3
31	69	208	17	582	612	10	-1	428	3
32	115	196	10	57	87	10	-1	89	4
33	250	228	-10	777	807	10	130	-1	1
34	159	89	-27	826	856	10	532	-1	8
35	105	81	20	82	112	10	-1	548	4
36	149	183	10	33	63	10	-1	501	4
37	159	300	-24	150	180	10	486	-1	7
38	47	277	20	163	193	10	-1	73	5
39	209	269	-18	446	476	10	597	-1	10
40	212	26	-13	223	253	10	372	-1	4
41	14	149	10	136	166	10	-1	327	5
42	74	117	-20	804	834	10	338	-1	4
43	140	140	30	14	44	10	-1	310	5
44	152	241	-42	671	701	10	464	-1	6
45	222	83	20	98	128	10	-1	406	6
46	88	124	2	67	97	10	-1	559	6
47	136	68	-17	594	624	10	495	-1	7
48	250	124	4	133	163	10	-1	582	7
49	109	299	-13	377	407	10	429	-1	5
50	258	244	-20	213	243	10	85	-1	7
51	208	47	6	118	148	10	-1	14	7
52	212	62	-10	179	209	10	160	-1	1
53	259	59	10	186	216	10	-1	474	8
54	150	104	21	69	99	10	-1	590	8
55	77	233	20	165	195	10	-1	516	8
56	212	45	-18	629	659	10	271	-1	3
57	57	125	-20	211	241	10	453	-1	6
58	232	121	15	577	607	10	-1	448	9
59	255	132	10	152	182	0	-1	601	10
60	18	184	24	371	401	10	-1	499	10
61	165	113	20	148	178	0	-1	624	10
62	143	111	20	39	69	10	-1	422	10
63	248	41	11	469	499	10	-1	284	10
64	8	263	30	189	219	10	-1	261	10
65	109	110	20	89	119	10	-1	418	10
66	106	71	-10	113	143	10	342	-1	4
