Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	313	150	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	71	268	-27	0	1054	10	459	-1	6
1	183	80	-5	0	1119	10	301	-1	3
2	174	238	21	0	1105	10	-1	124	2
3	166	123	14	31	41	10	-1	596	3
4	287	293	14	0	998	10	-1	529	5
5	140	214	-12	0	1132	10	246	-1	3
6	47	203	29	0	1081	10	-1	64	10
7	247	19	-17	828	838	10	471	-1	7
8	152	29	10	909	919	10	-1	365	3
9	86	216	25	0	1105	10	-1	28	8
10	107	29	-20	0	1068	10	333	-1	4
11	212	270	-17	602	612	10	26	-1	3
12	148	157	24	7	517	10	-1	185	1
13	291	148	-23	646	656	10	58	-1	9
14	92	241	-27	777	787	10	399	-1	5
15	162	148	-3	0	1184	10	387	-1	5
16	119	254	-18	817	827	10	597	-1	10
17	266	212	-21	0	1065	10	535	-1	8
18	99	226	-20	0	1105	10	519	-1	8
19	56	116	-17	0	1097	10	277	-1	3
20	110	31	-22	373	383	10	371	-1	5
21	175	107	17	0	1147	10	-1	416	2
22	17	0	11	587	597	10	-1	547	2
23	96	86	12	0	1113	10	-1	395	2
24	136	228	-22	367	377	10	65	-1	10
25	100	138	-22	0	1145	10	256	-1	3
26	184	277	17	0	1065	10	-1	11	3
27	16	42	-29	0	1024	10	523	-1	8
28	67	175	-25	0	1110	10	9	-1	8
29	72	286	17	0	1040	0	-1	602	3
30	176	235	33	0	1108	10	-1	563	3
31	116	14	-31	0	1056	10	257	-1	3
32	26	27	-15	0	1022	10	78	-1	2
33	37	14	19	253	263	10	-1	293	4
34	1	11	34	490	500	10	-1	48	4
35	74	117	24	814	824	10	-1	330	4
36	170	53	21	0	1097	10	-1	442	4
37	154	101	21	0	1147	10	-1	220	5
38	75	191	12	0	1111	10	-1	129	5
39	227	62	-6	0	1080	10	100	-1	1
40	209	269	-8	456	466	10	356	-1	4
41	207	149	-19	0	1139	10	105	-1	1
42	99	105	4	0	1128	10	-1	207	5
43	6	168	21	0	1051	10	-1	405	6
44	296	211	-30	206	216	10	554	-1	9
45	254	87	7	0	1075	10	-1	189	6
46	201	175	-5	0	1140	10	197	-1	2
47	268	113	22	0	1073	10	-1	490	7
48	29	8	-34	761	771	10	34	-1	4
49	159	89	22	0	1135	10	-1	55	7
50	9	30	-22	0	1011	10	294	-1	3
51	175	294	16	0	1050	10	-1	552	8
52	282	76	-17	866	876	10	556	-1	9
53	90	44	-12	0	1075	10	376	-1	5
54	57	7	25	0	1026	10	-1	300	8
55	176	153	-22	0	1170	10	49	-1	7
56	106	243	22	0	1094	10	-1	265	9
57	207	20	13	0	1055	10	-1	379	9
58	289	143	23	0	1057	10	-1	13	9
59	166	194	7	108	118	10	-1	497	10
60	295	123	29	780	790	10	-1	202	10
61	85	62	3	0	1087	10	-1	209	10
62	207	237	-5	0	1092	10	374	-1	5
63	136	50	-10	0	1096	10	178	-1	2
64	42	221	-29	306	316	10	6	-1	10
