Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	305	150	20	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	125	168	-14	3380	3673	10	122	-1	1
1	162	107	10	135	645	10	-1	402	1
2	199	213	-42	1842	2366	10	464	-1	6
3	61	84	-20	1303	1484	10	357	-1	4
4	125	103	-30	53	522	10	437	-1	5
5	143	101	10	105	464	10	-1	552	7
6	28	141	-21	2489	2791	10	310	-1	4
7	230	128	-10	1341	1822	10	16	-1	1
8	55	68	30	468	792	10	-1	477	10
9	72	180	27	1215	1881	10	-1	124	3
10	159	41	-20	1221	1348	10	52	-1	8
11	8	4	-30	740	889	10	43	-1	5
12	257	58	10	446	978	10	-1	555	1
13	57	155	-10	325	609	10	210	-1	2
14	186	26	-10	2161	2476	10	346	-1	4
15	231	243	10	361	625	10	-1	544	1
16	247	132	10	911	1025	10	-1	7	1
17	89	61	14	988	1156	10	-1	303	2
18	84	231	-20	2207	2270	10	121	-1	1
19	116	240	17	1886	2435	10	-1	44	2
20	110	79	20	585	1058	10	-1	561	2
21	110	74	-22	368	859	10	282	-1	3
22	180	106	19	128	298	10	-1	522	2
23	240	73	-10	398	635	10	160	-1	1
24	13	265	-10	473	958	10	220	-1	2
25	134	147	20	240	603	10	-1	425	3
26	257	59	20	685	827	10	-1	70	3
27	160	108	10	122	475	10	-1	246	3
28	289	130	27	1229	1527	10	-1	350	3
29	27	255	5	795	1250	10	-1	264	3
30	234	146	-20	1340	1596	10	268	-1	3
31	69	208	17	2242	2533	0	-1	605	4
32	115	196	10	57	740	10	-1	64	4
33	250	228	22	3039	3295	10	-1	258	4
34	159	89	22	3273	3457	0	-1	608	4
35	105	81	20	82	605	10	-1	214	4
36	149	183	-24	33	349	10	486	-1	7
37	159	300	-7	429	773	10	167	-1	2
38	47	277	20	383	926	10	-1	276	5
39	209	269	-16	1654	2032	10	192	-1	2
40	212	26	-10	771	1135	10	171	-1	2
41	14	149	10	472	702	10	-1	510	5
42	74	117	-20	3069	3486	10	519	-1	8
43	140	140	30	14	358	10	-1	11	5
44	152	241	-17	2354	3134	10	19	-1	2
45	222	83	-20	164	623	10	351	-1	4
46	88	124	-19	159	491	10	201	-1	2
47	136	68	-10	2273	2601	10	76	-1	10
48	250	124	-30	379	805	10	408	-1	5
49	109	299	24	1553	1579	10	-1	536	7
50	258	244	-16	747	1075	10	101	-1	1
51	208	47	6	213	733	10	-1	548	7
52	212	62	20	612	941	10	-1	10	8
53	259	59	10	667	941	10	-1	355	8
54	150	104	21	191	484	10	-1	596	8
55	77	233	20	390	1046	10	-1	229	8
56	212	45	-24	2416	2740	10	535	-1	8
57	57	125	23	735	1072	10	-1	231	9
58	232	121	15	2083	2655	10	-1	532	9
59	255	132	10	488	849	10	-1	279	10
60	18	184	-20	1322	1764	10	323	-1	4
61	165	113	20	419	883	10	-1	77	10
62	143	111	20	39	383	10	-1	338	10
63	248	41	-20	1768	2105	10	136	-1	1
64	8	263	-10	573	1063	10	32	-1	4
65	109	110	20	142	689	10	-1	87	10
66	106	71	-10	364	661	10	362	-1	4
67	259	240	-10	760	1408	10	364	-1	4
68	38	139	12	1316	1499	10	-1	359	10
69	277	41	14	1292	1582	10	-1	594	10
70	255	57	-20	463	743	10	26	-1	3
71	9	122	19	871	980	10	-1	81	10
72	102	76	-20	3313	3554	10	188	-1	2
73	43	286	-10	489	977	10	539	-1	8
74	60	160	20	149	658	10	-1	112	10
75	172	225	13	484	512	10	-1	116	10
76	161	22	10	685	1059	10	-1	47	10
77	88	110	-20	2413	2779	10	61	-1	10
78	122	127	1	36	336	10	-1	196	10
79	52	63	10	344	1042	0	-1	601	10
80	53	141	16	135	644	10	-1	99	10
81	175	281	-19	2271	2972	10	71	-1	10
82	265	141	22	134	788	10	-1	147	10
83	250	126	-10	657	1058	10	117	-1	1
84	147	281	-10	968	1332	10	528	-1	8
85	255	240	-20	640	886	10	296	-1	3
86	188	142	-30	4115	4775	10	494	-1	7
87	154	26	-20	501	854	10	65	-1	10
88	59	64	10	587	1021	10	-1	570	1
89	114	204	20	278	665	10	-1	375	2
90	235	242	-26	566	973	10	569	-1	9
91	34	150	15	1494	1773	10	-1	467	4
92	140	214	24	2309	2727	10	-1	385	5
93	59	113	16	738	1334	10	-1	293	4
94	282	104	-30	1048	1241	10	131	-1	1
95	145	184	-20	118	643	10	213	-1	2
96	184	277	-30	687	1048	10	501	-1	7
97	129	77	-10	2530	2692	10	205	-1	2
98	96	199	-20	3868	4405	10	129	-1	1
99	67	154	-16	674	853	10	80	-1	10
100	2	81	-10	1051	1184	10	283	-1	3
101	208	208	16	412	552	10	-1	50	1
102	169	173	10	34	288	10	-1	143	1
103	106	108	20	277	743	10	-1	142	1
104	15	2	-29	1453	1856	10	559	-1	9
105	227	26	20	455	712	10	-1	272	1
106	147	285	-18	852	1336	10	370	-1	4
107	141	286	10	789	1272	10	-1	533	1
108	231	70	10	296	977	10	-1	488	1
109	242	73	20	340	789	10	-1	322	1
110	15	259	-10	2613	2928	10	162	-1	1
111	93	165	13	58	436	10	-1	349	1
112	10	198	-20	778	1212	10	74	-1	10
113	149	294	-13	385	1110	10	429	-1	5
114	82	100	16	2258	2483	10	-1	304	1
115	256	286	-30	3089	3386	10	198	-1	2
116	172	2	-13	2164	2776	10	75	-1	10
117	277	172	10	681	1033	10	-1	83	1
118	73	81	-10	2096	2471	10	197	-1	2
119	217	69	-5	358	663	10	331	-1	4
120	85	224	-20	630	1154	10	410	-1	5
121	0	153	20	650	1189	10	-1	18	1
122	147	43	14	394	547	10	-1	0	1
123	143	288	30	631	1101	10	-1	586	1
124	112	272	-27	1225	1592	10	9	-1	3
125	200	26	-28	1608	2068	10	580	-1	9
126	140	143	20	12	671	10	-1	245	1
127	83	236	10	543	578	10	-1	409	1
128	253	84	11	1510	1847	10	-1	471	1
129	53	288	20	598	1203	10	-1	98	1
130	256	239	10	706	912	10	-1	354	1
131	224	79	30	410	608	10	-1	94	1
132	110	107	20	567	930	10	-1	247	1
133	125	136	5	28	253	10	-1	567	1
134	149	76	-42	3098	3422	10	404	-1	5
135	203	166	-8	3664	4378	10	302	-1	3
136	211	61	20	595	867	10	-1	63	1
137	107	103	20	538	758	10	-1	344	1
138	262	62	10	921	1081	10	-1	434	1
139	227	80	30	294	619	10	-1	168	1
140	269	103	-20	824	1048	10	300	-1	3
141	119	254	42	2956	3617	10	-1	278	1
142	122	96	-20	469	830	10	103	-1	1
143	248	245	-10	382	710	10	102	-1	1
144	181	297	-20	618	802	10	291	-1	3
145	65	69	10	788	1366	10	-1	314	1
146	16	151	20	456	617	10	-1	327	1
147	254	206	-22	2415	2676	10	82	-1	10
148	167	176	20	154	451	10	-1	361	1
149	280	172	10	531	1080	10	-1	468	1
150	285	285	-33	2594	3130	10	502	-1	7
151	149	282	10	264	793	10	-1	186	1
152	277	100	10	579	694	10	-1	514	1
153	223	23	-19	502	879	10	348	-1	4
154	25	191	16	692	1266	10	-1	523	1
155	266	212	-10	1129	1651	10	540	-1	8
156	272	183	-30	2771	2998	10	312	-1	4
157	135	251	-11	1751	2243	10	557	-1	9
158	11	191	-29	2799	3128	10	206	-1	2
159	25	119	-20	505	961	10	433	-1	5
160	215	68	10	262	661	10	-1	23	1
161	137	104	30	445	787	10	-1	511	1
162	113	202	10	119	726	10	-1	110	1
163	160	24	10	776	870	10	-1	513	2
164	51	217	-10	967	1308	10	379	-1	5
165	14	177	-10	272	939	10	525	-1	8
166	225	22	40	336	947	10	-1	480	2
167	194	234	7	228	530	10	-1	37	2
168	262	14	-30	2631	3075	10	139	-1	1
169	259	126	-20	436	1039	10	399	-1	5
170	214	234	21	2924	3038	0	-1	609	2
171	216	23	10	741	957	10	-1	40	2
172	111	110	10	255	480	10	-1	504	2
173	145	182	10	417	612	10	-1	550	2
174	51	2	-12	906	950	10	478	-1	6
175	30	243	-10	964	1447	10	332	-1	4
176	186	228	5	1533	1890	10	-1	538	2
177	132	146	20	120	624	10	-1	243	2
178	176	72	-30	2176	2539	10	328	-1	4
179	108	3	-10	2595	2892	10	418	-1	5
180	216	62	20	569	692	10	-1	406	2
181	271	106	-20	2301	2518	10	281	-1	3
182	140	290	-18	861	1086	10	597	-1	10
183	64	59	30	389	612	10	-1	273	2
184	206	157	-20	3562	3843	10	446	-1	6
185	66	157	-10	503	918	10	233	-1	3
186	132	297	-10	625	805	10	151	-1	1
187	109	105	10	552	848	10	-1	485	2
188	64	55	20	572	626	10	-1	72	2
189	173	64	-12	2240	2453	10	358	-1	4
190	213	65	20	626	1033	10	-1	200	2
191	17	205	-40	673	687	10	339	-1	4
192	224	229	16	1333	1516	10	-1	39	2
193	78	236	-20	489	842	10	419	-1	5
194	274	6	41	1880	2394	10	-1	285	2
195	207	237	11	1930	2092	10	-1	572	2
196	161	26	-1	815	1041	10	78	-1	10
197	119	104	10	765	888	10	-1	118	2
198	169	171	30	28	536	10	-1	115	2
199	296	235	25	1990	2613	10	-1	387	2
200	220	74	-20	771	964	10	190	-1	2
201	109	148	19	41	558	10	-1	46	2
202	212	270	-30	2174	2680	10	568	-1	9
203	265	197	-20	1136	1555	10	216	-1	2
204	174	238	-30	3800	4506	10	343	-1	4
205	223	74	10	639	991	10	-1	97	2
206	47	203	29	2503	2976	10	-1	158	2
207	69	90	-15	2925	3405	10	411	-1	5
208	33	231	-40	2918	3164	10	566	-1	9
209	8	265	-20	406	1325	10	237	-1	3
210	136	144	10	23	523	10	-1	13	2
211	286	175	-6	547	832	10	393	-1	5
212	151	30	20	460	598	10	-1	228	2
213	150	184	20	110	358	10	-1	95	2
214	157	25	-20	600	942	10	35	-1	4
215	131	78	-20	2181	2564	10	492	-1	7
216	232	240	20	752	1172	10	-1	203	2
217	53	285	10	772	1133	10	-1	261	2
218	278	176	20	768	1060	10	-1	583	2
219	225	192	-5	2003	2487	10	556	-1	8
220	115	197	10	389	691	10	-1	24	2
221	167	179	20	297	412	10	-1	334	2
222	6	168	21	2901	3174	10	-1	428	2
223	163	180	30	199	720	10	-1	463	2
224	135	210	-14	3504	3833	10	367	-1	4
225	277	104	20	199	881	10	-1	413	2
226	262	241	-20	823	1241	10	306	-1	4
227	162	148	25	2824	3298	0	-1	604	2
228	61	138	-20	2327	2936	10	212	-1	2
229	117	155	-20	3983	4198	10	55	-1	8
230	126	127	40	33	274	10	-1	499	2
231	157	221	-23	1349	2055	10	57	-1	9
232	19	290	12	1305	1912	10	-1	512	3
233	65	156	10	417	913	10	-1	185	3
234	159	177	30	118	922	10	-1	447	3
235	12	10	-20	1703	1766	10	317	-1	4
236	67	175	-22	1098	1232	10	309	-1	4
237	78	232	20	538	991	10	-1	209	3
238	201	175	-33	2586	3075	10	507	-1	7
239	249	133	10	291	604	10	-1	366	3
240	139	110	21	3114	3878	0	-1	607	3
241	252	128	-4	473	1141	10	347	-1	4
242	57	123	19	710	732	10	-1	383	3
243	71	154	-20	657	981	10	177	-1	2
244	157	276	18	318	692	10	-1	336	3
245	111	98	-20	993	1298	10	126	-1	1
246	221	70	-10	515	918	10	27	-1	3
247	70	57	-20	672	1167	10	132	-1	1
248	236	108	-22	3590	3610	10	249	-1	3
249	268	113	22	3286	3576	10	-1	248	3
250	40	1	38	1730	1982	10	-1	260	3
251	106	243	22	711	913	10	-1	581	3
252	37	126	-10	368	982	10	330	-1	4
253	259	58	30	775	922	10	-1	284	3
254	167	193	-17	3947	4357	10	321	-1	4
255	168	204	20	120	335	10	-1	450	3
256	72	286	17	1321	2016	10	-1	456	3
257	254	240	20	374	1063	10	-1	356	3
258	241	183	-22	3315	3552	10	33	-1	4
259	75	191	-22	277	486	10	417	-1	5
260	26	27	-38	3382	3695	10	250	-1	3
261	12	270	-10	774	1286	10	217	-1	2
262	81	238	20	514	708	10	-1	481	3
263	140	294	-20	1575	1819	10	497	-1	7
264	11	242	-5	1927	2330	10	29	-1	3
265	224	77	20	271	843	10	-1	575	3
266	166	123	14	45	206	10	-1	592	3
267	92	241	-20	3023	3230	10	516	-1	7
268	280	180	20	487	669	10	-1	30	3
269	151	113	-30	1268	1620	10	458	-1	6
270	65	49	-10	573	936	10	496	-1	7
271	203	36	-30	1443	1855	10	470	-1	6
272	129	83	-20	2294	2800	10	105	-1	1
273	38	74	-30	478	844	10	183	-1	2
274	166	105	20	352	544	10	-1	588	3
275	129	98	20	312	792	10	-1	325	3
276	30	226	-20	3546	4078	10	38	-1	5
277	15	178	9	2876	3388	10	-1	584	3
278	108	298	-42	3262	3900	10	141	-1	1
279	296	211	-10	660	1032	10	59	-1	10
280	236	72	20	702	953	10	-1	545	3
281	277	177	20	823	1180	10	-1	181	3
282	99	73	22	92	747	10	-1	21	3
283	166	113	10	461	753	10	-1	100	3
284	271	8	-30	2817	3387	10	253	-1	3
285	228	41	-41	3116	3501	10	194	-1	2
286	80	131	-20	1208	1581	10	381	-1	5
287	284	176	-10	441	839	10	585	-1	9
288	208	117	15	212	535	10	-1	582	3
289	119	183	-10	2145	2511	10	457	-1	6
290	246	166	18	1990	2483	10	-1	352	3
291	144	292	20	640	979	10	-1	144	3
292	128	155	11	22	396	10	-1	430	3
293	113	188	-16	1154	1396	10	93	-1	4
294	155	93	33	537	688	10	-1	527	3
295	161	210	-20	279	503	10	298	-1	3
296	168	176	20	31	668	10	-1	85	3
297	60	64	-10	706	990	10	412	-1	5
298	165	204	20	153	492	10	-1	295	3
299	280	158	-20	2424	2879	10	529	-1	8
300	241	71	20	360	867	10	-1	140	3
301	57	68	-20	348	816	10	517	-1	7
302	219	152	8	3704	4088	10	-1	135	3
303	72	89	-14	2240	2302	10	17	-1	2
304	85	75	-16	2673	3255	10	114	-1	1
305	3	205	-10	784	1045	10	489	-1	7
306	235	243	20	611	840	10	-1	226	4
307	12	275	-30	1884	2332	10	591	-1	10
308	76	160	2	78	519	10	-1	449	4
309	56	116	22	927	1031	10	-1	236	4
310	170	53	21	574	839	10	-1	6	4
311	34	5	16	2704	3296	10	-1	369	4
312	280	175	30	551	955	10	-1	156	4
313	288	127	-15	2755	3048	10	439	-1	5
314	103	8	-10	2621	2953	10	145	-1	1
315	229	25	-13	1866	2201	10	407	-1	5
316	12	198	-10	966	1119	10	483	-1	6
317	66	54	20	429	1201	10	-1	235	4
318	120	60	12	1918	2302	10	-1	562	4
319	110	31	-21	1378	1646	10	564	-1	9
320	218	20	-30	591	917	10	374	-1	5
321	226	248	17	3286	3657	10	-1	254	4
322	275	100	-20	551	818	10	109	-1	1
323	217	73	20	895	944	10	-1	60	4
324	88	225	-20	172	607	10	491	-1	7
325	123	92	-20	146	541	10	275	-1	3
326	293	62	10	560	899	0	-1	603	4
327	4	149	-20	539	1176	10	146	-1	1
328	216	25	30	709	1084	10	-1	178	4
329	63	59	-20	763	1060	10	563	-1	9
330	63	155	10	462	770	10	-1	252	4
331	158	140	5	12	521	10	-1	119	4
332	84	236	10	247	785	10	-1	175	4
333	260	58	20	574	1211	10	-1	503	4
334	284	244	-20	2846	3162	10	221	-1	2
335	190	181	-30	3488	3867	10	593	-1	10
336	159	287	-18	1596	1696	10	244	-1	3
337	285	283	-23	2168	2381	10	360	-1	4
338	65	68	-20	1011	1055	10	62	-1	10
339	61	157	40	349	780	10	-1	191	4
340	102	173	15	85	340	10	-1	469	4
341	300	44	-20	2787	3386	10	392	-1	5
342	103	78	10	118	649	10	-1	554	4
343	144	182	30	146	795	10	-1	204	4
344	24	76	-20	1801	2291	10	137	-1	1
345	149	186	-30	36	549	10	549	-1	8
346	165	182	10	142	676	10	-1	14	4
347	179	123	4	39	651	10	-1	241	4
348	157	84	19	420	503	10	-1	153	4
349	17	209	-13	378	785	10	111	-1	1
350	233	119	-27	3759	3869	10	28	-1	3
351	167	105	20	230	754	10	-1	45	4
352	238	206	-18	2132	2572	10	290	-1	3
353	127	101	20	54	637	10	-1	459	4
354	263	291	-10	599	1020	10	130	-1	1
355	281	68	-10	1831	2345	10	53	-1	8
356	251	237	-20	442	881	10	257	-1	3
357	108	109	20	258	664	10	-1	3	4
358	199	28	12	1725	2048	10	-1	189	4
359	3	119	-12	2768	2862	10	68	-1	10
360	252	219	23	1243	1288	10	-1	337	4
361	234	213	-20	312	944	10	148	-1	1
362	136	140	10	17	503	10	-1	66	4
363	191	49	12	380	783	10	-1	558	4
364	251	241	10	428	784	10	-1	67	4
365	119	214	-27	2397	2671	10	443	-1	6
366	275	182	-10	353	679	10	239	-1	3
367	103	260	14	3592	3682	10	-1	224	4
368	2	238	-18	3254	3589	10	405	-1	5
369	94	93	-16	3670	3726	10	311	-1	4
370	158	291	18	466	952	10	-1	106	4
371	230	248	-20	459	649	10	390	-1	5
372	207	20	13	588	1014	10	-1	530	4
373	54	285	10	868	1124	10	-1	531	5
374	160	107	30	124	560	10	-1	320	5
375	59	280	-20	852	1359	10	89	-1	2
376	208	290	-26	1020	1543	10	432	-1	5
377	248	280	-40	1126	1318	10	493	-1	7
378	138	100	-20	404	544	10	473	-1	6
379	8	155	10	754	1232	10	-1	164	5
380	208	235	-10	3177	3523	10	452	-1	6
381	111	112	20	153	362	10	-1	286	5
382	128	94	-20	76	735	10	521	-1	8
383	110	262	-19	1897	2161	10	242	-1	3
384	162	203	30	378	621	10	-1	484	5
385	160	179	-24	3013	3344	10	92	-1	5
386	16	204	10	240	1211	10	-1	482	5
387	239	295	-25	2882	3257	10	199	-1	2
388	157	31	-30	1067	1091	10	565	-1	9
389	147	178	10	305	840	10	-1	455	5
390	170	174	20	118	295	10	-1	371	5
391	157	254	-30	1845	2407	10	445	-1	6
392	277	101	20	429	756	10	-1	341	5
393	283	144	6	279	787	10	-1	211	5
394	156	182	-12	2209	2699	10	423	-1	5
395	274	97	-10	585	975	10	576	-1	9
396	66	56	30	676	1050	10	-1	495	5
397	158	27	10	982	1062	10	-1	416	5
398	156	26	-10	626	825	10	537	-1	8
399	257	133	20	476	763	10	-1	169	5
400	264	61	20	869	1035	10	-1	474	5
401	296	279	-30	2011	2088	10	460	-1	6
402	220	66	-10	285	851	10	1	-1	1
403	240	71	30	436	879	10	-1	465	5
404	112	43	42	2168	2375	10	-1	134	5
405	4	296	18	3109	3679	10	-1	368	5
406	222	73	-20	539	1000	10	180	-1	2
407	209	84	13	1316	1863	10	-1	315	5
408	250	134	30	325	661	10	-1	48	5
409	59	287	-10	1868	2223	10	127	-1	1
410	13	202	20	488	1072	10	-1	120	5
411	93	117	15	1209	1710	10	-1	207	5
412	62	53	10	525	776	10	-1	297	5
413	275	97	-20	540	932	10	225	-1	2
414	206	121	-10	2940	3149	10	524	-1	8
415	107	174	21	49	425	10	-1	490	5
416	224	61	-10	1934	1974	10	397	-1	5
417	124	174	22	35	549	10	-1	259	5
418	101	110	10	392	751	10	-1	179	5
419	112	201	20	182	572	10	-1	193	5
