Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	314	150	20	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	17	205	-10	306	355	90	218	-1	2
1	153	254	-20	0	1302	90	41	-1	5
2	229	219	-10	253	319	90	348	-1	4
3	214	156	20	672	732	90	-1	179	3
4	121	260	10	358	414	90	-1	233	5
5	29	277	10	0	1231	90	-1	94	7
6	47	277	20	163	210	90	-1	277	10
7	85	224	-10	0	1308	90	144	-1	1
8	105	230	10	91	155	90	-1	30	5
9	160	111	30	0	1366	90	-1	415	2
10	65	69	-20	0	1289	90	200	-1	2
11	63	233	20	629	696	90	-1	551	1
12	143	111	20	39	100	90	-1	307	1
13	173	233	30	0	1320	90	-1	597	1
14	85	24	20	470	537	0	-1	608	1
15	277	100	10	286	353	90	-1	114	1
16	166	105	-10	551	633	90	227	-1	2
17	141	137	30	163	233	90	-1	339	2
18	100	73	-10	0	1315	90	571	-1	9
19	61	70	30	119	180	90	-1	541	2
20	161	210	-20	0	1345	90	141	-1	1
21	30	280	20	412	485	90	-1	400	2
22	129	98	-20	582	655	90	353	-1	4
23	62	65	-30	939	988	90	595	-1	10
24	256	239	-20	575	629	90	291	-1	3
25	9	144	-20	569	626	90	48	-1	7
26	174	228	-20	722	775	90	35	-1	4
27	203	156	20	53	107	90	-1	522	3
28	251	241	10	197	265	90	-1	588	3
29	109	110	20	390	457	90	-1	331	3
30	106	233	-10	159	211	90	8	-1	5
31	22	102	10	0	1270	90	-1	224	3
32	145	184	-30	0	1372	90	317	-1	4
33	121	170	-30	569	624	90	54	-1	8
34	25	141	20	0	1281	90	-1	372	4
35	167	176	20	0	1375	90	-1	26	4
36	126	229	10	701	769	90	-1	241	4
37	122	172	-30	468	542	90	576	-1	9
38	119	267	-20	635	698	90	52	-1	8
39	68	113	-20	698	776	90	414	-1	5
40	257	243	10	661	731	90	-1	466	5
41	157	266	20	0	1290	90	-1	1	5
42	157	31	-10	1200	1260	90	79	-1	4
43	73	226	20	174	222	90	-1	289	5
44	74	109	40	238	294	90	-1	341	5
45	12	198	-10	0	1260	90	83	-1	7
46	199	126	10	118	175	90	-1	416	6
47	31	55	-30	0	1254	90	458	-1	6
48	10	147	20	0	1266	90	-1	25	7
49	168	176	-30	0	1375	90	153	-1	1
50	277	104	20	135	186	90	-1	198	7
51	55	232	10	0	1281	90	-1	342	7
52	119	262	20	0	1290	90	-1	38	8
53	220	74	20	835	878	0	-1	621	8
54	122	175	30	381	442	90	-1	33	8
55	144	182	30	649	707	90	-1	315	9
56	149	285	-10	201	249	90	351	-1	4
57	61	157	-20	428	494	90	284	-1	3
58	140	143	-10	0	1394	90	592	-1	10
59	203	125	30	0	1348	90	-1	228	10
60	114	164	20	104	153	90	-1	581	10
61	108	80	-30	803	863	90	332	-1	4
62	103	232	20	252	305	90	-1	316	10
63	71	154	-10	0	1327	90	87	-1	10
64	87	27	20	383	438	90	-1	82	10
65	67	154	20	797	864	90	-1	347	10
66	255	132	10	530	604	90	-1	583	10
67	108	113	10	214	262	90	-1	596	10
68	86	230	20	155	231	90	-1	445	10
69	226	221	-10	0	1302	90	449	-1	6
70	116	159	10	0	1371	0	-1	603	10
71	155	28	10	0	1284	90	-1	101	1
72	151	294	20	383	446	90	-1	265	2
73	83	30	-20	0	1269	90	169	-1	2
74	150	184	-10	194	243	90	157	-1	1
75	141	102	-20	0	1358	90	388	-1	5
76	114	156	20	569	632	90	-1	575	3
77	263	212	-10	559	626	90	564	-1	9
78	259	59	-10	563	639	90	216	-1	2
79	161	26	10	926	978	90	-1	42	4
80	59	236	-10	1026	1075	90	553	-1	9
81	69	4	20	0	1240	90	-1	104	6
82	78	33	-20	944	992	90	64	-1	10
83	16	204	10	396	446	90	-1	45	7
84	16	196	-20	960	1031	90	394	-1	5
85	113	114	20	0	1355	90	-1	489	8
86	153	28	10	0	1284	90	-1	422	9
87	67	161	10	83	151	90	-1	63	10
88	211	61	-10	629	697	90	430	-1	5
89	125	103	20	53	131	90	-1	177	1
90	269	29	-20	520	579	90	296	-1	3
91	146	61	-20	623	687	90	417	-1	5
92	33	142	-20	0	1289	90	587	-1	10
93	26	282	-20	507	580	90	385	-1	5
94	29	285	-10	601	674	90	5	-1	7
95	130	230	20	0	1324	90	-1	361	3
96	260	58	-20	743	823	90	247	-1	3
97	173	72	10	0	1325	90	-1	184	4
98	162	206	-20	403	461	90	249	-1	3
99	148	60	-10	0	1316	90	593	-1	10
100	272	38	-20	330	383	90	258	-1	3
101	160	27	-10	0	1283	90	71	-1	1
102	231	218	10	350	405	90	-1	167	1
103	173	76	20	237	278	90	-1	240	1
104	66	7	-20	786	849	90	81	-1	6
105	114	49	-20	0	1299	90	321	-1	4
106	213	68	-20	0	1303	90	563	-1	9
107	59	280	-30	882	951	90	402	-1	5
108	175	101	20	55	95	90	-1	542	1
109	96	237	-10	325	777	90	382	-1	4
110	115	196	10	57	120	90	-1	166	1
111	153	265	-10	464	525	90	314	-1	3
112	110	79	-10	898	953	90	293	-1	3
