Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
10	306	150	20	700	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	248	45	-10	0	3582	90	331	-1	4
1	227	221	10	0	3621	90	-1	495	1
2	122	246	-10	0	3625	90	448	-1	6
3	165	85	-40	0	3659	90	209	-1	2
4	253	198	20	0	3612	90	-1	255	5
5	55	126	30	0	3628	90	-1	586	7
6	131	70	-20	1247	1407	90	37	-1	4
7	58	230	10	0	3604	90	-1	60	10
8	243	35	-40	0	3578	90	242	-1	2
9	97	45	-10	0	3608	90	277	-1	3
10	30	28	30	0	3554	90	-1	478	1
11	108	27	-10	0	3596	90	49	-1	7
12	279	44	10	638	798	90	-1	597	1
13	97	40	20	514	674	90	-1	101	1
14	18	52	20	0	3561	90	-1	333	1
15	226	232	20	0	3614	90	-1	169	1
16	272	21	20	0	3548	90	-1	180	2
17	64	30	20	629	789	90	-1	137	2
18	141	231	-10	0	3644	90	252	-1	3
19	68	211	-10	0	3623	90	22	-1	2
20	50	104	-30	0	3615	90	152	-1	1
21	182	178	-20	0	3683	90	568	-1	9
22	66	211	10	0	3622	90	-1	19	2
23	83	219	20	106	266	90	-1	507	2
24	141	210	20	60	220	90	-1	93	2
25	173	87	-20	0	3658	90	206	-1	2
26	260	180	10	0	3611	90	-1	261	3
27	165	187	-10	3390	3550	90	53	-1	8
28	117	262	-10	2289	2449	90	235	-1	2
29	91	49	20	0	3609	90	-1	369	3
30	176	82	-20	0	3653	90	85	-1	1
31	41	46	-10	2344	2504	90	374	-1	4
32	182	233	-10	0	3637	90	382	-1	4
33	239	181	20	94	254	90	-1	145	4
34	177	114	10	0	3680	90	-1	178	4
35	34	135	20	0	3609	90	-1	166	4
36	140	231	20	0	3644	0	-1	604	4
37	142	82	20	0	3657	90	-1	6	4
38	102	51	-20	0	3615	90	193	-1	2
39	238	62	-30	0	3601	90	384	-1	4
40	261	39	-10	2980	3140	90	536	-1	8
41	6	146	20	0	3581	90	-1	551	5
42	244	235	10	0	3599	90	-1	170	5
43	125	23	10	2296	2456	90	-1	377	5
44	135	23	10	3361	3521	90	-1	129	5
45	92	52	20	320	480	90	-1	68	6
46	136	272	30	0	3603	90	-1	445	6
47	262	257	20	0	3571	90	-1	103	6
48	75	28	-20	0	3582	90	404	-1	5
49	123	63	10	0	3634	90	-1	11	7
50	224	155	-20	0	3651	90	247	-1	2
51	170	116	-20	0	3686	90	353	-1	4
52	179	62	20	0	3633	90	-1	279	8
53	154	257	10	0	3618	90	-1	27	8
54	240	38	10	0	3582	90	-1	146	8
55	83	105	-10	0	3645	90	66	-1	10
56	207	201	-30	3149	3309	90	366	-1	4
57	28	122	30	237	397	90	-1	299	9
58	25	150	20	0	3600	90	-1	477	9
59	262	32	10	0	3563	90	-1	88	10
60	67	237	-10	0	3605	90	7	-1	10
61	34	50	20	0	3572	90	-1	157	10
62	186	196	10	69	229	90	-1	225	10
63	252	60	20	0	3589	90	-1	156	10
64	97	10	-20	1966	2126	90	531	-1	8
65	239	262	20	0	3582	90	-1	160	10
66	71	102	10	658	818	90	-1	55	10
67	101	29	30	0	3595	90	-1	360	10
68	103	35	-20	0	3601	90	45	-1	6
69	139	244	20	0	3631	90	-1	270	10
70	231	170	10	0	3642	90	-1	513	10
71	84	114	10	2750	2910	90	-1	525	10
72	74	109	-20	2136	2296	90	500	-1	7
73	222	160	20	856	1016	90	-1	254	10
74	38	163	30	0	3613	90	-1	110	10
75	125	9	-10	2671	2831	90	123	-1	1
76	237	203	-10	0	3624	90	320	-1	3
77	17	134	20	0	3592	90	-1	118	10
78	203	200	-20	0	3653	90	492	-1	7
79	19	137	-20	0	3594	90	432	-1	5
80	263	248	-20	0	3576	90	593	-1	10
81	29	137	20	0	3604	90	-1	564	10
82	80	255	-20	0	3599	90	200	-1	2
83	53	145	20	0	3628	90	-1	262	10
84	190	157	10	0	3685	90	-1	150	10
85	171	58	20	0	3631	90	-1	30	1
86	125	39	10	0	3612	90	-1	192	2
87	0	169	20	0	3574	90	-1	223	3
88	252	37	-10	3171	3331	90	59	-1	10
89	65	233	20	0	3607	90	-1	201	4
90	287	246	-20	0	3558	90	394	-1	5
91	192	251	-10	0	3616	90	227	-1	2
92	143	6	20	0	3581	90	-1	221	5
93	151	228	-20	78	238	90	24	-1	2
94	173	180	30	3289	3449	0	-1	610	6
95	271	34	-20	0	3558	90	317	-1	3
96	62	132	-20	0	3636	90	350	-1	4
97	214	210	-30	0	3638	90	518	-1	8
98	276	38	-10	0	3557	90	430	-1	5
99	60	143	-10	0	3635	90	263	-1	3
100	49	57	20	0	3588	90	-1	583	1
101	138	17	-20	0	3592	90	13	-1	1
102	281	187	40	1692	1852	90	-1	453	1
103	264	250	-20	0	3574	90	47	-1	6
104	193	250	10	0	3617	90	-1	388	1
105	225	213	10	0	3628	90	-1	238	1
106	173	144	20	0	3702	90	-1	117	1
107	160	111	-30	3312	3472	90	355	-1	4
108	135	270	-10	1886	2046	90	418	-1	5
109	108	103	10	0	3662	90	-1	220	1
110	78	128	-30	0	3650	90	74	-1	10
111	263	195	30	0	3604	90	-1	285	1
112	233	160	-30	0	3642	90	503	-1	7
113	52	59	-20	3292	3452	90	124	-1	1
114	134	279	30	0	3596	90	-1	476	1
115	207	183	30	82	242	90	-1	514	1
116	264	64	20	1093	1253	90	-1	172	1
117	153	144	-20	2991	3151	90	106	-1	1
118	17	152	-20	0	3592	90	77	-1	10
119	270	178	20	0	3602	90	-1	306	1
120	86	100	20	0	3644	90	-1	577	1
121	49	56	-10	0	3588	90	144	-1	1
122	39	129	10	0	3613	90	-1	516	1
123	116	21	10	796	956	90	-1	75	1
124	28	52	20	2057	2217	90	-1	113	1
125	254	157	-10	0	3621	90	398	-1	5
126	163	114	-10	0	3687	90	330	-1	4
127	141	55	20	0	3630	0	-1	603	1
128	167	110	-10	0	3682	90	161	-1	2
129	141	33	-10	0	3608	90	44	-1	5
130	241	276	20	0	3570	90	-1	253	1
131	152	245	10	0	3630	90	-1	470	1
132	266	172	20	0	3607	90	-1	408	1
133	68	57	-20	0	3602	90	250	-1	3
134	91	104	10	277	437	90	-1	582	1
135	299	177	20	0	3574	90	-1	596	1
136	75	89	20	1075	1235	90	-1	217	1
137	53	57	-20	3200	3360	90	17	-1	2
138	182	236	40	2530	2690	90	-1	512	1
139	168	287	-40	0	3587	90	265	-1	3
140	71	222	-30	2621	2781	90	244	-1	2
141	87	237	20	0	3618	90	-1	548	1
142	9	136	10	0	3584	90	-1	292	1
143	233	228	20	0	3612	90	-1	438	1
144	48	36	10	0	3573	90	-1	121	1
145	264	181	-20	0	3607	90	33	-1	4
146	227	32	-10	0	3585	90	54	-1	8
147	57	232	40	0	3602	90	-1	542	1
148	23	144	10	0	3598	90	-1	363	1
149	275	31	10	0	3553	90	-1	416	1
150	206	171	-10	0	3666	90	84	-1	10
151	42	147	10	108	268	90	-1	168	1
152	56	117	30	0	3626	90	-1	20	1
153	15	138	-30	0	3590	90	175	-1	2
154	56	43	20	926	1086	90	-1	203	1
155	226	56	20	0	3605	90	-1	533	1
156	248	48	-20	0	3584	90	63	-1	10
157	37	63	-20	2725	2885	90	61	-1	10
158	62	221	30	2720	2880	90	-1	284	2
159	189	138	-10	0	3685	90	396	-1	5
160	203	217	-20	0	3640	90	65	-1	10
161	170	89	10	0	3661	90	-1	128	2
162	258	169	-20	0	3616	90	297	-1	3
163	201	154	-30	1139	1299	90	496	-1	7
164	183	140	10	0	3691	90	-1	305	2
165	86	133	30	0	3659	90	-1	571	2
166	71	159	-20	0	3646	90	35	-1	4
167	74	248	-20	0	3601	90	481	-1	7
168	32	128	-10	0	3605	90	151	-1	1
169	245	233	-20	0	3599	90	15	-1	1
170	227	211	-10	0	3627	90	42	-1	5
171	47	141	-20	0	3622	90	482	-1	7
172	255	64	-20	0	3590	90	116	-1	1
173	264	42	-10	0	3568	90	321	-1	3
174	266	28	-20	0	3557	90	527	-1	8
175	6	139	30	908	1068	90	-1	153	2
176	172	146	10	0	3703	90	-1	304	2
177	99	32	-20	0	3597	90	435	-1	5
178	272	41	-10	2508	2668	90	34	-1	4
179	176	136	10	0	3696	90	-1	224	2
180	256	15	-20	0	3554	90	16	-1	2
181	87	234	-10	392	552	90	592	-1	10
182	246	254	-40	0	3584	90	472	-1	6
183	255	187	30	1007	1167	90	-1	213	2
184	244	251	20	0	3588	90	-1	465	2
185	290	49	-10	0	3553	90	437	-1	5
186	234	216	-20	1782	1942	90	314	-1	3
187	207	203	20	0	3648	90	-1	446	2
188	81	223	-30	2340	2500	90	326	-1	4
189	234	38	-10	0	3585	90	271	-1	3
190	221	203	-10	0	3637	90	436	-1	5
191	69	239	10	0	3605	90	-1	457	2
192	150	16	-10	3162	3322	90	86	-1	2
193	100	34	20	611	771	90	-1	38	2
194	130	38	-10	0	3612	90	560	-1	9
195	62	122	20	0	3633	90	-1	211	2
196	96	6	10	1804	1964	90	-1	414	2
197	263	12	-20	0	3547	90	323	-1	4
198	180	183	10	44	204	90	-1	449	2
199	212	190	-10	0	3652	90	499	-1	7
200	61	232	20	0	3604	90	-1	82	2
201	64	234	-20	0	3605	90	89	-1	4
202	171	143	20	0	3703	90	-1	487	2
203	49	46	-20	0	3581	90	154	-1	1
204	64	134	10	0	3638	90	-1	572	2
205	168	49	-20	2322	2482	90	410	-1	5
206	153	88	20	0	3663	90	-1	25	2
207	199	214	-10	0	3645	90	367	-1	4
208	204	189	20	0	3659	90	-1	521	2
209	160	84	40	264	424	90	-1	3	2
210	90	86	-20	0	3638	90	569	-1	9
211	87	105	-20	0	3648	90	195	-1	2
212	236	213	10	0	3619	90	-1	584	2
213	239	201	-30	0	3623	90	183	-1	2
214	274	195	30	0	3594	0	-1	602	2
215	264	39	-30	0	3566	90	497	-1	7
216	258	44	-10	0	3574	90	447	-1	6
217	87	96	-20	0	3643	90	136	-1	1
218	230	182	-40	0	3639	90	537	-1	8
219	63	89	20	0	3619	90	-1	344	2
220	57	40	-10	0	3581	90	109	-1	1
221	70	66	-20	0	3609	90	92	-1	5
222	196	191	-20	0	3664	90	580	-1	9
223	68	164	-20	2926	3086	90	87	-1	3
224	182	144	-10	1742	1902	90	179	-1	2
225	223	213	-10	0	3629	90	62	-1	10
226	13	51	-30	0	3556	90	266	-1	3
227	189	232	10	0	3635	90	-1	91	2
