Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	728	400	40	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	18	0	1746	10	-1	597	1
1	214	394	-30	231	461	10	854	-1	16
2	476	483	10	0	1687	10	-1	199	6
3	352	487	-20	0	1753	10	484	-1	9
4	230	197	40	122	352	10	-1	292	8
5	175	239	23	0	1936	0	-1	1032	9
6	133	202	-16	0	1885	10	771	-1	15
7	328	458	-26	0	1789	10	87	-1	17
8	25	499	-10	0	1676	10	746	-1	14
9	226	423	15	0	1837	10	-1	885	17
10	313	282	20	0	1941	10	-1	295	1
11	60	454	10	347	577	10	-1	45	1
12	239	486	3	1200	1712	10	-1	326	2
13	102	264	10	0	1863	10	-1	202	4
14	408	452	-20	0	1755	10	70	-1	13
15	451	62	5	0	1736	10	-1	130	5
16	203	390	-24	0	1864	10	167	-1	6
17	92	233	-20	0	1853	10	115	-1	2
18	7	300	-10	0	1763	10	420	-1	8
19	409	90	20	0	1786	10	-1	204	6
20	307	108	-20	0	1858	10	376	-1	8
21	347	54	10	0	1793	10	-1	370	6
22	406	87	-10	0	1786	10	454	-1	9
23	371	332	-10	0	1865	10	891	-1	17
24	116	466	20	254	484	10	-1	356	6
25	441	265	40	0	1820	10	-1	225	6
26	130	140	17	0	1849	10	-1	798	7
27	80	117	24	824	1054	10	-1	507	7
28	421	387	-20	801	1031	10	896	-1	17
29	83	300	26	500	730	10	-1	162	7
30	136	52	10	0	1783	10	-1	742	7
31	18	462	20	0	1697	10	-1	857	7
32	390	120	24	0	1820	10	-1	266	7
33	188	119	-7	0	1867	10	157	-1	5
34	467	114	-2	0	1755	10	748	-1	14
35	440	292	24	940	1170	10	-1	776	8
36	268	400	20	0	1860	10	-1	931	8
37	391	202	14	0	1863	10	-1	603	8
38	377	432	-20	0	1790	10	985	-1	20
39	80	290	10	0	1837	10	-1	151	8
40	439	15	20	0	1710	10	-1	925	8
41	307	52	-14	920	1150	10	563	-1	10
42	111	192	-21	0	1861	10	253	-1	7
43	131	56	10	0	1784	10	-1	449	9
44	88	286	10	0	1846	10	-1	817	9
45	69	414	-10	0	1767	10	11	-1	1
46	41	232	16	0	1802	10	-1	881	9
47	323	77	36	1405	1635	10	-1	932	9
48	340	416	36	0	1823	10	-1	216	9
49	86	199	-10	0	1840	10	899	-1	17
50	314	124	20	0	1870	10	-1	263	9
51	375	191	-20	0	1873	10	805	-1	15
52	226	175	23	0	1933	10	-1	123	10
53	242	106	-27	0	1867	10	993	-1	20
54	417	417	10	0	1775	10	-1	472	10
55	419	459	-20	0	1743	10	252	-1	6
56	389	11	20	0	1735	10	-1	645	10
57	450	416	25	577	807	10	-1	193	10
58	246	255	10	0	2005	10	-1	343	10
59	71	333	-20	0	1814	10	333	-1	7
60	105	474	27	0	1745	10	-1	584	11
61	20	489	-30	0	1680	10	317	-1	7
62	388	331	20	160	390	10	-1	684	11
63	92	259	4	399	629	0	-1	1031	11
64	200	261	10	166	396	10	-1	229	12
65	400	288	-30	0	1857	10	754	-1	14
66	299	285	3	0	1951	10	-1	97	12
67	378	199	-30	207	437	10	161	-1	6
68	325	147	14	0	1884	10	-1	532	12
69	421	386	-25	0	1793	10	178	-1	6
70	404	447	20	0	1761	10	-1	14	13
71	412	478	7	0	1732	0	-1	1030	13
72	26	67	-20	1317	1547	10	417	-1	8
73	358	183	-20	0	1884	10	587	-1	10
74	30	302	-30	0	1785	10	936	-1	18
75	176	470	14	0	1779	10	-1	621	14
76	96	270	20	162	392	10	-1	929	14
77	243	408	-5	0	1853	10	441	-1	9
78	60	29	-8	0	1720	10	716	-1	13
79	34	169	11	484	714	10	-1	747	15
80	407	280	-20	0	1852	10	690	-1	13
81	277	403	-30	0	1856	10	435	-1	9
82	498	456	27	1200	1636	10	-1	650	15
83	384	491	-30	348	578	10	638	-1	12
84	355	174	-20	0	1882	10	926	-1	18
85	97	288	-30	0	1854	10	804	-1	15
86	316	284	-20	0	1937	10	349	-1	8
87	334	403	26	0	1837	10	-1	7	17
88	415	223	-23	0	1844	10	800	-1	15
89	230	320	8	0	1939	10	-1	148	17
90	432	199	7	0	1822	10	-1	873	20
91	92	18	-3	0	1731	10	554	-1	10
92	273	300	30	55	285	10	-1	474	18
93	269	112	-20	0	1872	10	527	-1	10
94	429	389	18	0	1785	10	-1	331	18
95	371	71	21	0	1795	10	-1	818	19
96	5	297	10	0	1762	10	-1	534	19
97	414	378	-3	495	725	10	66	-1	12
98	38	15	3	0	1695	10	-1	941	20
99	2	295	30	0	1759	10	-1	242	20
100	237	254	20	0	1998	10	-1	792	1
101	54	445	10	308	538	10	-1	784	1
102	382	110	-20	0	1819	10	578	-1	10
103	438	488	18	0	1708	10	-1	261	1
104	395	331	20	217	447	10	-1	145	1
105	230	487	-10	1130	1360	10	147	-1	5
106	249	407	-25	0	1854	10	329	-1	7
107	488	26	30	0	1685	0	-1	1010	1
108	151	81	28	0	1816	10	-1	722	1
109	483	14	-10	0	1680	10	968	-1	19
110	0	422	-10	0	1708	10	624	-1	11
111	429	67	-36	0	1756	10	319	-1	7
112	195	464	-1	1541	1771	10	181	-1	6
113	356	256	19	0	1905	10	-1	221	2
114	264	180	33	1681	1911	0	-1	1018	2
115	94	235	20	0	1855	10	-1	17	2
116	474	96	-2	0	1740	10	248	-1	6
117	268	52	10	0	1813	10	-1	698	2
118	44	440	24	0	1731	10	-1	146	2
119	7	382	27	0	1735	10	-1	633	2
120	459	53	20	0	1724	0	-1	1013	2
121	491	25	-30	0	1682	10	937	-1	18
122	439	243	20	0	1822	10	-1	302	3
123	210	185	-23	0	1935	10	52	-1	10
124	150	68	-10	423	653	10	652	-1	12
125	201	270	10	52	282	10	-1	966	3
126	0	188	-8	0	1754	10	878	-1	17
127	103	464	-20	0	1752	10	465	-1	9
128	325	56	-20	0	1804	10	473	-1	9
129	44	344	-15	0	1785	10	879	-1	17
130	418	75	-5	0	1769	10	15	-1	5
131	472	57	17	1295	1525	10	-1	813	4
132	460	328	-29	0	1787	10	927	-1	18
133	89	270	-17	0	1849	10	816	-1	15
134	374	190	20	0	1874	10	-1	668	4
135	463	253	23	0	1798	10	-1	889	4
136	97	93	20	0	1792	10	-1	787	4
137	163	472	9	653	883	10	-1	859	4
138	29	336	-20	0	1774	10	468	-1	9
139	84	453	-30	0	1749	10	608	-1	11
140	294	421	-15	1200	1805	10	369	-1	8
141	343	62	10	0	1802	10	-1	675	5
142	371	193	20	0	1878	10	-1	477	5
143	142	372	-20	0	1849	10	965	-1	19
144	66	88	2	0	1766	10	-1	338	5
145	395	332	-20	0	1845	10	104	-1	1
146	93	413	-24	0	1785	10	118	-1	2
147	267	394	10	259	489	10	-1	105	5
148	249	258	-8	0	2003	10	89	-1	17
149	472	129	10	0	1759	10	-1	715	5
150	87	3	-10	1433	1663	10	529	-1	10
151	62	326	-10	0	1809	10	39	-1	8
152	212	186	11	1707	1937	10	-1	858	5
153	241	402	-40	0	1859	10	224	-1	6
154	439	266	10	189	419	10	-1	706	5
155	79	80	19	0	1770	10	-1	355	5
156	62	453	10	0	1735	10	-1	979	5
157	188	151	7	0	1895	10	-1	33	5
158	386	154	31	0	1845	10	-1	823	5
159	38	301	-5	296	526	10	561	-1	10
160	192	265	10	0	1952	10	-1	975	5
161	371	192	30	134	364	10	-1	67	6
162	64	294	-26	1101	1331	10	29	-1	7
163	381	494	-20	0	1735	10	914	-1	18
164	437	12	20	330	560	10	-1	235	6
165	186	135	24	0	1880	0	-1	1027	6
166	459	10	-20	0	1693	10	872	-1	17
167	175	422	24	1446	1676	10	-1	16	6
168	274	48	10	0	1808	10	-1	567	6
169	488	173	-10	0	1761	10	244	-1	6
170	398	97	-30	0	1799	10	444	-1	9
171	385	17	-10	809	1039	10	845	-1	16
172	180	283	-8	0	1934	10	697	-1	13
173	71	12	-18	0	1714	10	505	-1	10
174	343	49	10	0	1790	10	-1	940	6
175	248	251	20	2	232	10	-1	756	6
176	7	194	-8	0	1762	10	406	-1	8
