Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	708	400	40	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	-20	0	7109	10	210	-1	6
1	214	394	10	0	7226	10	-1	16	1
2	476	483	10	1419	1639	10	-1	948	6
3	352	487	-13	3607	3827	10	597	-1	11
4	230	197	40	486	706	10	-1	484	8
5	175	239	23	0	7299	10	-1	265	10
6	133	202	33	1842	2062	10	-1	798	11
7	328	458	-20	3071	3291	10	820	-1	16
8	25	499	-10	1780	2000	10	125	-1	3
9	226	423	-20	788	1008	10	439	-1	9
10	313	282	-20	654	874	10	606	-1	11
11	60	454	10	0	7096	10	-1	358	2
12	239	486	-12	0	7138	10	323	-1	7
13	102	264	10	535	755	10	-1	76	4
14	408	452	-19	0	7118	10	576	-1	11
15	451	62	-10	0	7099	10	147	-1	5
16	203	390	-10	0	7227	10	1	-1	1
17	92	233	10	0	7216	10	-1	987	6
18	7	300	30	1379	1599	10	-1	695	6
19	409	90	-10	1033	1253	10	522	-1	10
20	307	108	-20	950	1170	10	932	-1	19
21	347	54	10	1180	1400	10	-1	95	6
22	406	87	-20	1252	1472	10	860	-1	17
23	371	332	-10	2118	2338	10	875	-1	18
24	116	466	-29	1004	1224	10	667	-1	13
25	441	265	-10	789	1009	10	770	-1	15
26	130	140	17	776	996	10	-1	253	7
27	80	117	-20	3297	3517	10	524	-1	10
28	421	387	-20	0	7155	10	391	-1	8
29	83	300	-30	0	7200	10	608	-1	11
30	136	52	-10	0	7146	10	529	-1	10
31	18	462	20	0	7060	10	-1	110	7
32	390	120	24	4017	4237	10	-1	102	7
33	188	119	44	3899	4119	10	-1	419	8
34	467	114	10	1504	1724	10	-1	749	8
35	440	292	-10	3760	3980	10	183	-1	6
36	268	400	20	973	1193	10	-1	329	8
37	391	202	14	536	756	10	-1	813	8
38	377	432	-19	3326	3546	10	255	-1	7
39	80	290	10	790	1010	10	-1	257	8
40	439	15	20	1373	1593	10	-1	182	8
41	307	52	23	3682	3902	10	-1	501	9
42	111	192	-19	0	7224	10	535	-1	10
43	131	56	10	1023	1243	10	-1	173	9
44	88	286	-20	1010	1230	10	100	-1	1
45	69	414	6	0	7130	10	-1	550	9
46	41	232	16	821	1041	10	-1	316	9
47	323	77	-10	5620	5840	10	533	-1	10
48	340	416	36	0	7186	10	-1	441	9
49	86	199	-20	1111	1331	10	944	-1	19
50	314	124	20	924	1144	10	-1	722	10
51	375	191	-20	667	887	10	926	-1	19
52	226	175	-20	0	7296	10	520	-1	10
53	242	106	-10	5074	5294	10	238	-1	6
54	417	417	10	1328	1548	10	-1	801	10
55	419	459	20	1265	1485	10	-1	83	10
56	389	11	20	0	7098	10	-1	194	4
57	450	416	-20	0	7115	10	985	-1	11
58	246	255	10	450	670	10	-1	838	11
59	71	333	10	775	995	10	-1	159	11
60	105	474	-9	1883	2103	10	983	-1	20
61	20	489	10	1533	1753	10	-1	811	11
62	388	331	20	580	800	10	-1	471	12
63	92	259	-20	0	7216	10	115	-1	2
64	200	261	10	666	886	10	-1	617	12
65	400	288	30	0	7220	10	-1	776	12
66	299	285	-40	5015	5235	10	224	-1	6
67	378	199	10	829	1049	10	-1	682	13
68	325	147	-25	4747	4967	10	556	-1	10
69	421	386	-20	0	7156	10	896	-1	18
70	404	447	20	940	1160	10	-1	148	13
71	412	478	7	0	7095	10	-1	498	14
72	26	67	-15	5267	5487	10	687	-1	13
73	358	183	20	935	1155	10	-1	572	14
74	30	302	-30	1066	1286	10	868	-1	17
75	176	470	14	2187	2407	10	-1	245	15
76	96	270	-10	649	869	10	13	-1	4
77	243	408	-10	5735	5955	10	670	-1	13
78	60	29	-16	5451	5671	10	841	-1	17
79	34	169	11	1938	2158	10	-1	771	16
80	407	280	10	834	1054	10	-1	415	16
81	277	403	10	699	919	10	-1	158	16
82	498	456	-30	5624	5844	10	638	-1	12
83	384	491	-20	1391	1611	10	55	-1	10
84	355	174	-10	2861	3081	10	680	-1	13
85	97	288	-10	5136	5356	10	846	-1	17
86	316	284	20	499	719	10	-1	933	17
87	334	403	26	638	858	10	-1	442	17
88	415	223	-10	1219	1439	10	491	-1	10
89	230	320	-11	0	7302	10	618	-1	12
90	432	199	-20	2554	2774	10	706	-1	14
91	92	18	-25	4497	4717	10	934	-1	19
92	273	300	30	0	7319	10	-1	998	19
93	269	112	-10	0	7235	10	708	-1	14
94	429	389	-10	1696	1916	10	893	-1	18
95	371	71	-10	1147	1367	10	21	-1	6
96	5	297	10	0	7125	10	-1	184	20
97	414	378	23	1979	2199	10	-1	140	20
98	38	15	-8	4364	4584	10	716	-1	14
99	2	295	-10	1223	1443	10	644	-1	12
100	237	254	20	333	553	10	-1	44	1
101	54	445	10	1232	1452	10	-1	488	1
102	382	110	-24	4450	4670	10	32	-1	7
103	438	488	18	1309	1529	10	-1	462	1
104	395	331	20	866	1086	10	-1	486	1
105	230	487	-33	4518	4738	10	207	-1	6
106	249	407	-38	695	915	10	580	-1	11
107	488	26	-30	0	7048	10	848	-1	17
108	151	81	-10	0	7179	10	620	-1	12
109	483	14	-20	1453	1673	10	997	-1	19
110	0	422	-20	3284	3504	10	31	-1	7
111	429	67	-20	2929	3149	10	379	-1	8
112	195	464	-27	6165	6385	10	119	-1	3
113	356	256	19	365	585	10	-1	490	2
114	264	180	-13	0	7303	10	412	-1	9
115	94	235	20	0	7218	10	-1	63	2
116	474	96	-30	1027	1247	10	297	-1	7
117	268	52	-20	1222	1442	10	761	-1	15
118	44	440	-30	3155	3375	10	936	-1	19
119	7	382	27	0	7098	10	-1	112	3
120	459	53	-10	4489	4709	10	352	-1	8
121	491	25	10	1634	1854	0	-1	1000	3
122	439	243	-10	1254	1474	10	302	-1	7
123	210	185	20	0	7298	10	-1	960	3
124	150	68	23	1691	1911	10	-1	631	3
125	201	270	10	0	7322	10	-1	8	3
126	0	188	-20	3728	3948	10	205	-1	6
127	103	464	-4	5092	5312	10	347	-1	8
128	325	56	-30	3186	3406	10	611	-1	12
129	44	344	12	4318	4538	10	-1	622	4
130	418	75	-20	1792	2012	10	895	-1	18
