Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	738	400	40	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	387	297	10	100	470	90	-1	495	1
1	5	297	10	855	1217	90	-1	61	1
2	355	177	20	94	445	90	-1	192	6
3	78	346	30	255	603	90	-1	918	7
4	286	159	-20	430	797	90	773	-1	15
5	322	465	10	126	491	90	-1	267	10
6	393	408	-20	530	908	90	450	-1	9
7	89	216	-30	395	762	90	128	-1	3
8	76	345	30	439	786	90	-1	104	16
9	410	285	20	399	756	90	-1	272	14
10	472	189	30	285	640	90	-1	732	1
11	270	49	-30	825	1170	90	617	-1	20
12	219	325	-20	420	763	90	854	-1	17
13	437	12	20	457	813	90	-1	699	4
14	418	218	20	874	1230	0	-1	1013	5
15	20	488	-10	654	1020	90	488	-1	10
16	77	347	-10	336	705	90	379	-1	8
17	73	346	10	626	972	90	-1	96	6
18	480	455	-10	1023	1379	90	301	-1	7
19	129	292	-20	452	810	90	328	-1	7
20	337	257	-20	705	1063	90	795	-1	15
21	237	254	-10	529	888	90	437	-1	9
22	131	220	-10	649	1010	90	297	-1	7
23	417	417	-20	854	1220	90	924	-1	18
24	287	143	10	648	993	0	-1	1045	6
25	379	80	-30	637	989	90	172	-1	6
26	87	285	-20	609	964	90	985	-1	20
27	374	489	20	169	539	90	-1	774	7
28	440	247	-20	617	979	90	111	-1	1
29	281	137	10	270	616	90	-1	135	7
30	379	196	20	565	914	90	-1	40	7
31	297	102	-10	114	481	90	940	-1	19
32	39	76	10	228	599	90	-1	708	7
33	35	306	20	269	640	90	-1	911	8
34	435	68	10	159	514	90	-1	867	8
35	245	251	10	0	330	90	-1	310	8
36	409	88	-10	555	915	90	581	-1	11
37	273	55	20	96	446	90	-1	191	8
38	163	340	30	368	713	90	-1	781	8
39	129	223	20	174	540	90	-1	609	8
40	371	200	-20	743	1116	90	30	-1	7
41	357	26	-20	1062	1402	90	658	-1	12
42	470	473	-20	1121	1470	90	789	-1	15
43	77	344	10	154	519	90	-1	88	9
44	478	461	10	362	729	90	-1	574	9
45	128	291	10	539	906	90	-1	688	9
46	111	113	10	532	894	90	-1	602	9
47	164	21	20	478	839	0	-1	1018	9
48	21	485	30	387	740	90	-1	489	9
49	108	26	10	323	691	90	-1	821	10
50	424	286	10	417	771	90	-1	847	10
51	200	270	20	108	460	90	-1	139	10
52	7	300	-20	956	1304	90	406	-1	8
53	433	31	10	185	533	90	-1	134	10
54	420	295	-10	876	1244	90	140	-1	5
55	451	367	-20	1034	1395	90	579	-1	11
56	118	157	-20	303	665	90	561	-1	10
