Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	710	400	40	700	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	212	101	-10	2582	2902	90	719	-1	15
1	266	231	40	1856	2176	90	-1	67	1
2	89	284	20	1356	1676	90	-1	54	6
3	430	298	10	1482	1802	90	-1	491	8
4	435	77	20	922	1242	90	-1	725	9
5	25	293	-20	2884	3204	90	832	-1	17
6	43	269	30	607	927	90	-1	937	12
7	216	117	10	349	669	90	-1	554	14
8	294	437	30	581	901	90	-1	199	16
9	79	479	30	918	1238	90	-1	752	19
10	365	18	-20	2133	2453	90	530	-1	11
11	225	125	20	127	447	90	-1	935	2
12	448	103	-20	3258	3578	90	870	-1	18
13	143	266	10	322	642	90	-1	269	4
14	252	347	-10	2831	3151	90	46	-1	10
15	403	390	-20	2480	2800	90	474	-1	10
16	67	153	-10	832	1152	90	549	-1	11
17	90	168	-20	3000	3320	90	552	-1	11
18	302	235	-20	963	1283	90	601	-1	12
19	259	355	-10	1837	2157	90	402	-1	9
20	149	183	20	3028	3348	90	-1	314	6
21	19	297	-20	2202	2522	90	185	-1	6
22	209	358	30	1397	1717	90	-1	793	6
23	56	388	-10	1711	2031	90	717	-1	15
24	115	269	-10	2876	3196	90	289	-1	7
25	377	356	-30	1766	2086	90	399	-1	9
26	113	229	30	1043	1363	90	-1	372	7
27	205	343	20	822	1142	90	-1	113	7
28	48	137	-20	1717	2037	90	448	-1	9
29	467	157	20	2227	2547	90	-1	178	7
30	220	394	-30	2703	3023	90	60	-1	12
31	436	54	-20	1911	2231	90	814	-1	17
32	54	357	10	1616	1936	90	-1	867	8
33	456	154	-10	227	547	90	494	-1	10
34	216	307	-10	2436	2756	90	647	-1	13
35	280	224	-20	2146	2466	90	747	-1	15
36	90	270	10	485	805	90	-1	838	8
37	166	452	20	519	839	90	-1	126	8
38	17	283	-30	2504	2824	90	567	-1	11
39	196	192	30	2010	2330	90	-1	967	9
40	94	275	-10	389	709	90	858	-1	18
41	292	445	-10	1636	1956	90	278	-1	7
42	329	471	-20	2703	3023	90	873	-1	18
43	326	57	20	1284	1604	90	-1	699	9
44	95	466	-20	2944	3264	90	712	-1	14
45	429	282	-10	2938	3258	90	713	-1	15
46	229	364	10	2432	2752	90	-1	14	10
47	457	160	10	2911	3231	90	-1	795	10
48	452	154	30	252	572	90	-1	65	10
49	113	289	10	142	462	90	-1	960	10
50	67	387	-20	2296	2616	90	306	-1	8
51	368	17	-30	1941	2261	90	860	-1	18
52	341	367	30	2450	2770	90	-1	220	10
53	410	364	-40	1762	2082	90	824	-1	17
54	80	281	-20	1637	1957	90	2	-1	6
55	321	224	-20	2026	2346	90	797	-1	16
56	73	395	-20	1143	1463	90	390	-1	9
57	259	76	10	848	1168	90	-1	265	11
58	121	203	-30	1712	2032	90	430	-1	9
59	118	256	-10	2439	2759	90	227	-1	7
60	236	361	30	1633	1953	90	-1	30	12
61	78	371	20	210	530	90	-1	197	12
62	301	53	20	889	1209	90	-1	848	13
63	382	197	20	560	880	90	-1	755	13
64	491	160	-30	1909	2229	90	170	-1	6
65	453	164	-30	3006	3326	90	48	-1	10
66	277	371	30	515	835	90	-1	651	13
67	272	212	-40	2250	2570	90	1	-1	1
68	386	218	20	1821	2141	90	-1	580	14
69	353	32	10	825	1145	90	-1	434	14
70	59	389	-30	1618	1938	90	904	-1	19
71	414	62	-20	1606	1926	90	146	-1	6
72	278	357	10	132	452	90	-1	745	15
73	101	179	20	2332	2652	90	-1	628	15
74	396	234	-10	2310	2630	90	135	-1	5
75	74	390	20	717	1037	90	-1	357	15
76	332	55	30	211	531	90	-1	200	16
77	272	365	30	613	933	90	-1	493	16
78	418	355	-20	1957	2277	90	109	-1	1
79	216	380	-20	2220	2540	90	512	-1	10
80	440	173	10	3202	3522	90	-1	138	17
81	89	358	20	3311	3631	90	-1	872	17
82	66	491	-20	1990	2310	90	706	-1	14
83	317	234	10	2399	2719	90	-1	327	17
84	439	297	30	1963	2283	90	-1	623	17
85	394	367	30	300	620	90	-1	668	18
86	58	364	-20	2182	2502	90	664	-1	14
87	290	75	20	179	499	90	-1	142	18
88	346	344	-10	3132	3452	90	804	-1	17
89	131	269	10	2308	2628	90	-1	424	19
90	236	96	-20	1524	1844	90	916	-1	19
91	29	282	-30	1330	1650	90	482	-1	10
92	418	385	30	2677	2997	90	-1	259	19
93	148	225	40	533	853	90	-1	892	19
94	166	464	10	714	1034	90	-1	571	20
95	266	373	-30	713	1033	90	826	-1	17
96	201	273	30	54	374	90	-1	643	20
97	255	245	10	7	327	90	-1	766	20
98	220	379	-10	2314	2634	90	541	-1	11
99	85	317	-20	2527	2847	90	439	-1	9
100	125	264	-10	2775	3095	90	879	-1	18
101	131	253	-20	2729	3049	90	305	-1	8
102	184	188	-20	1180	1500	90	969	-1	20
103	128	209	20	1013	1333	90	-1	874	1
104	373	364	20	3090	3410	90	-1	701	1
105	389	342	10	1065	1385	90	-1	681	1
106	420	20	30	495	815	90	-1	204	1
107	132	218	10	122	442	90	-1	794	1
108	32	256	-10	821	1141	90	605	-1	12
109	406	339	20	215	535	90	-1	78	1
110	191	397	20	183	503	90	-1	903	2
111	72	341	-20	2786	3106	90	161	-1	6
112	35	308	30	2992	3312	90	-1	783	2
113	169	360	-20	2092	2412	90	27	-1	7
114	222	381	-30	2509	2829	90	309	-1	8
115	96	292	10	782	1102	90	-1	543	2
116	311	496	-20	648	968	90	729	-1	15
117	220	384	10	2603	2923	90	-1	675	2
118	259	243	20	11	331	90	-1	689	3
119	349	476	-10	2403	2723	90	174	-1	6
120	63	159	20	929	1249	90	-1	984	3
121	112	243	20	2241	2561	90	-1	739	3
122	448	302	-30	2247	2567	90	593	-1	12
123	343	27	-30	1116	1436	90	498	-1	10
124	67	485	40	2086	2406	90	-1	608	3
125	220	359	30	1344	1664	90	-1	347	3
126	147	435	-20	2031	2351	90	37	-1	8
127	317	235	-20	2490	2810	90	602	-1	12
128	43	355	-40	1515	1835	90	458	-1	10
129	368	340	10	381	701	90	-1	194	4
130	450	72	-20	2481	2801	90	529	-1	11
131	400	364	-10	490	810	90	338	-1	8
132	355	480	-10	1536	1856	90	478	-1	10
133	450	153	20	453	773	90	-1	985	4
134	126	188	-30	2018	2338	90	954	-1	20
135	380	223	10	1534	1854	90	-1	74	5
136	71	453	20	605	925	90	-1	428	5
137	54	287	20	199	519	90	-1	631	5
138	420	168	-10	3313	3633	90	80	-1	17
139	219	89	-20	2612	2932	90	209	-1	6
140	189	327	10	340	660	90	-1	313	5
141	191	309	10	1350	1670	90	-1	477	6
142	301	67	-20	400	720	90	87	-1	18
143	484	161	-20	1616	1936	90	484	-1	10
144	77	483	20	2459	2779	90	-1	206	6
145	241	375	-30	1918	2238	90	427	-1	9
146	428	64	20	1121	1441	90	-1	71	6
147	403	361	-30	1372	1692	90	511	-1	10
148	257	336	-30	3026	3346	90	730	-1	15
149	131	241	-10	3298	3618	90	993	-1	7
150	63	166	-10	2422	2742	90	182	-1	6
151	71	368	20	3177	3497	90	-1	697	6
152	272	228	10	1953	2273	90	-1	829	6
153	25	290	-10	2791	3111	90	303	-1	8
154	441	157	10	353	673	90	-1	823	6
155	13	266	-10	1124	1444	90	977	-1	20
156	251	376	-10	3106	3426	90	583	-1	12
157	61	170	30	2328	2648	90	-1	406	6
158	386	357	20	1353	1673	90	-1	245	6
159	95	475	20	2845	3165	0	-1	1000	6
160	90	298	10	2024	2344	90	-1	924	6
161	71	388	20	1425	1745	90	-1	111	6
162	383	246	-10	2788	3108	90	401	-1	9
163	352	38	10	546	866	90	-1	700	6
164	395	1	-30	807	1127	90	517	-1	10
165	120	210	-10	1202	1522	90	404	-1	9
166	46	383	30	1208	1528	90	-1	516	6
167	202	198	-20	2198	2518	90	290	-1	8
168	358	365	-30	2246	2566	90	361	-1	8
169	191	352	20	117	437	90	-1	899	6
170	470	152	30	1146	1466	90	-1	64	6
171	228	124	20	127	447	90	-1	711	6
172	402	230	-20	2122	2442	90	812	-1	17
173	323	229	10	1638	1958	90	-1	974	6
174	331	486	10	1923	2243	90	-1	119	6
175	112	208	10	1521	1841	90	-1	630	6
176	172	435	30	2981	3301	0	-1	1005	6
177	326	498	-20	941	1261	90	363	-1	8
178	460	183	-20	2707	3027	90	29	-1	7
179	95	279	20	295	615	90	-1	704	6
180	76	456	30	700	1020	90	-1	607	6
181	242	350	-20	2731	3051	90	774	-1	16
182	152	196	10	132	452	90	-1	150	6
183	268	351	10	1370	1690	90	-1	763	6
184	360	356	10	2653	2973	90	-1	648	6
185	39	296	20	1903	2223	90	-1	21	6
186	262	368	30	1082	1402	90	-1	520	6
187	204	90	20	1014	1334	90	-1	964	6
188	149	273	20	132	452	90	-1	859	6
189	446	86	10	2976	3296	90	-1	698	6
190	139	269	20	1648	1968	90	-1	865	6
191	483	170	-10	2117	2437	90	582	-1	12
192	39	278	-10	1521	1841	90	213	-1	6
193	201	307	-10	1633	1953	90	332	-1	8
194	395	378	-10	1556	1876	90	129	-1	4
195	139	262	-30	1370	1690	90	503	-1	10
196	176	447	-20	231	551	90	378	-1	9
197	67	380	-20	2199	2519	90	61	-1	12
198	35	358	20	1417	1737	90	-1	733	6
199	294	455	-30	2346	2666	90	8	-1	16
200	351	33	-30	641	961	90	76	-1	16
201	216	316	-20	2239	2559	90	754	-1	16
202	261	96	40	367	687	90	-1	218	6
203	238	57	30	1256	1576	90	-1	546	6
204	383	18	-30	1563	1883	90	106	-1	1
205	152	460	-20	1230	1550	90	950	-1	20
206	94	479	-20	2750	3070	90	144	-1	6
207	337	453	-10	2905	3225	90	671	-1	14
208	135	460	-20	1705	2025	90	277	-1	7
209	260	104	20	146	466	90	-1	139	6
210	337	63	-10	1965	2285	90	999	-1	10
211	32	247	20	722	1042	90	-1	789	6
212	394	205	10	365	685	90	-1	542	6
213	95	294	10	690	1010	90	-1	192	6
214	253	241	20	2755	3075	90	-1	323	6
215	223	90	-10	2707	3027	90	379	-1	9
216	64	473	-30	1204	1524	90	759	-1	16
217	275	431	-10	1162	1482	90	980	-1	20
218	261	84	-40	654	974	90	202	-1	6
219	176	296	-10	1150	1470	90	996	-1	8
220	361	349	-30	2936	3256	90	52	-1	10
221	168	433	-10	3076	3396	90	249	-1	7
222	394	10	40	1089	1409	90	-1	758	6
223	308	60	20	696	1016	90	-1	426	7
224	94	456	20	3044	3364	90	-1	718	7
225	73	484	20	2365	2685	90	-1	234	7
226	277	434	-30	1347	1667	90	857	-1	18
227	119	232	10	1859	2179	90	-1	59	7
228	78	375	10	234	554	90	-1	801	7
229	366	346	20	568	888	90	-1	938	7
230	125	181	-20	2638	2958	90	682	-1	14
231	69	493	20	1897	2217	90	-1	262	7
232	432	80	40	828	1148	90	-1	852	7
233	72	391	10	1332	1652	90	-1	376	7
234	85	486	-20	2558	2878	90	225	-1	7
235	204	371	30	669	989	90	-1	558	7
236	173	328	10	2401	2721	90	-1	331	7
237	280	423	10	871	1191	90	-1	926	7
238	200	327	30	3070	3390	0	-1	1007	7
239	241	98	-20	2907	3227	90	326	-1	8
240	96	356	10	186	506	90	-1	501	7
241	332	491	30	1131	1451	90	-1	462	7
242	81	283	10	1544	1864	90	-1	563	7
243	373	22	-20	2232	2552	90	921	-1	19
244	255	371	-10	2129	2449	90	959	-1	20
245	358	359	-20	2559	2879	90	158	-1	6
246	216	93	10	2393	2713	90	-1	807	7
247	73	360	-20	2867	3187	90	425	-1	9
248	305	212	20	1076	1396	90	-1	708	7
249	151	462	10	1322	1642	90	-1	221	7
250	47	389	30	1022	1342	90	-1	840	7
251	155	198	30	108	428	90	-1	451	7
252	152	457	10	1137	1457	90	-1	370	7
253	329	48	10	1475	1795	90	-1	442	7
254	88	394	10	647	967	90	-1	757	7
255	153	295	-10	3302	3622	90	905	-1	19
256	81	373	10	510	830	90	-1	854	7
257	163	453	-20	613	933	90	672	-1	14
258	378	25	10	2328	2648	90	-1	705	7
259	401	385	-30	2784	3104	90	92	-1	19
260	184	340	10	2688	3008	90	-1	584	7
261	402	362	-30	1281	1601	90	565	-1	11
262	70	482	-20	2271	2591	90	231	-1	7
263	357	445	-10	3107	3427	90	352	-1	8
264	212	71	20	1124	1444	90	-1	772	7
265	231	81	-10	2323	2643	90	57	-1	11
266	379	208	10	755	1075	90	-1	722	7
267	236	95	30	2037	2357	90	-1	273	7
268	386	344	20	1159	1479	90	-1	535	7
269	189	200	-10	1909	2229	90	13	-1	4
270	296	253	10	754	1074	90	-1	578	7
271	73	303	-30	2317	2637	90	551	-1	11
272	30	162	-10	2022	2342	90	913	-1	19
273	230	95	-30	1819	2139	90	267	-1	7
274	57	131	10	1323	1643	90	-1	932	7
275	379	245	-30	2693	3013	90	716	-1	15
276	107	221	40	454	774	90	-1	776	7
277	154	458	20	1045	1365	90	-1	208	7
278	290	417	10	171	491	90	-1	41	7
279	272	243	30	45	365	90	-1	386	7
280	94	130	10	521	841	90	-1	483	7
281	222	356	20	1528	1848	90	-1	518	7
282	243	108	-20	2981	3301	90	837	-1	17
283	224	93	20	2111	2431	90	-1	802	7
284	155	242	-10	806	1126	90	307	-1	8
285	440	302	20	1199	1519	90	-1	666	7
286	221	102	-20	2778	3098	90	452	-1	10
287	52	484	-10	1601	1921	90	876	-1	18
288	111	244	-10	2149	2469	90	562	-1	11
289	132	273	10	2123	2443	90	-1	24	7
290	228	186	20	189	509	90	-1	167	8
291	221	374	-20	1050	1370	90	295	-1	8
292	406	286	10	3234	3554	90	-1	975	8
293	390	9	-30	1183	1503	90	862	-1	18
294	335	52	20	1681	2001	90	-1	322	8
295	189	368	20	132	452	90	-1	291	8
296	397	40	-10	2411	2731	90	495	-1	10
297	408	305	-20	339	659	90	791	-1	16
298	156	434	-20	2785	3105	90	779	-1	16
299	180	335	-20	2501	2821	90	796	-1	16
300	327	483	-10	2018	2338	90	499	-1	10
301	363	62	-10	3184	3504	90	951	-1	20
302	375	342	-50	859	1179	90	393	-1	9
303	16	280	10	2687	3007	90	-1	153	8
