Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	731	400	40	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	171	34	21	1043	1273	10	-1	455	1
1	67	190	-21	1073	1303	10	427	-1	9
2	80	400	10	0	1789	10	-1	41	6
3	439	237	-14	839	1069	10	927	-1	18
4	377	385	-23	766	996	10	309	-1	7
5	449	428	-18	1147	1377	10	216	-1	6
6	342	481	18	1340	1570	10	-1	357	11
7	466	149	-8	1086	1316	10	838	-1	16
8	83	290	14	0	1844	10	-1	324	15
9	251	63	-18	887	1117	10	361	-1	8
10	328	491	-12	0	1762	10	816	-1	16
11	260	472	-33	0	1793	10	260	-1	7
12	290	145	-25	1182	1412	10	89	-1	17
13	266	221	9	0	1982	10	-1	180	4
14	164	320	12	995	1225	10	-1	526	5
15	52	412	-17	0	1760	10	135	-1	4
16	485	104	21	694	924	10	-1	45	6
17	144	331	13	0	1882	10	-1	301	6
18	387	394	8	0	1817	10	-1	851	6
19	472	57	-14	0	1721	10	377	-1	8
20	343	276	15	0	1919	10	-1	620	6
21	104	349	20	0	1839	10	-1	233	6
22	28	467	-17	1243	1473	10	176	-1	6
23	91	427	-13	783	1013	10	273	-1	7
24	429	476	-7	0	1727	10	206	-1	6
25	210	276	-36	0	1968	10	531	-1	10
26	58	39	12	0	1730	10	-1	998	7
27	273	300	30	0	185	10	-1	252	7
28	41	232	-19	0	1806	10	134	-1	4
29	25	53	-11	920	1150	10	401	-1	8
30	52	18	28	757	987	10	-1	937	7
31	27	444	-36	980	1210	10	842	-1	16
32	178	72	-28	657	887	10	679	-1	13
33	406	460	2	619	849	10	-1	190	8
34	250	328	24	149	379	10	-1	850	8
35	492	34	-18	0	1691	10	48	-1	9
36	412	100	-21	0	1795	10	148	-1	5
37	233	87	18	0	1852	10	-1	426	8
38	60	5	-8	944	1174	10	224	-1	6
39	406	408	15	0	1793	10	-1	880	8
40	245	42	24	447	677	10	-1	105	8
41	166	345	-10	1030	1260	10	2	-1	6
42	440	294	-15	860	1090	10	321	-1	7
43	370	382	11	784	1014	10	-1	771	9
44	32	319	21	301	531	10	-1	738	9
45	480	136	-21	0	1759	10	16	-1	6
46	371	163	21	728	958	10	-1	138	9
47	0	188	26	0	1758	10	-1	381	9
48	438	5	18	0	1707	10	-1	35	9
49	132	477	25	227	457	10	-1	877	9
50	203	211	-22	0	1954	10	787	-1	15
51	2	264	-19	0	1767	10	492	-1	10
52	231	167	-44	0	1930	10	499	-1	10
53	423	221	-21	0	1840	10	589	-1	11
54	459	53	20	0	1728	10	-1	63	10
55	386	154	31	1001	1231	10	-1	632	10
56	130	494	-14	0	1744	10	872	-1	17
57	31	175	24	0	1784	10	-1	582	10
58	69	423	32	702	932	10	-1	223	11
59	352	241	-18	692	922	10	529	-1	10
60	261	201	-28	1414	1644	10	964	-1	19
61	59	276	11	792	1022	10	-1	441	11
62	146	188	-25	1135	1365	10	497	-1	10
63	451	62	-20	0	1740	10	54	-1	10
64	299	285	-24	1154	1384	10	634	-1	12
65	142	372	-31	0	1853	10	519	-1	10
66	440	201	29	793	1023	10	-1	868	13
67	219	210	14	0	180	10	-1	996	13
68	64	198	10	0	1822	10	-1	965	13
69	390	249	-20	482	712	10	140	-1	5
70	9	101	-3	566	796	10	392	-1	8
71	424	288	-14	957	1187	10	437	-1	9
72	77	372	19	111	341	10	-1	840	20
73	298	264	36	0	180	10	-1	993	14
74	405	454	11	0	1759	10	-1	131	14
75	407	35	11	0	1749	10	-1	416	14
76	225	369	38	0	1894	10	-1	521	14
77	347	459	-12	379	609	10	643	-1	12
78	117	178	28	0	1864	10	-1	527	15
79	132	479	-13	157	387	10	669	-1	13
80	201	66	14	0	1825	10	-1	146	15
81	245	176	-26	0	1941	10	515	-1	10
82	470	138	16	1289	1519	10	-1	167	16
83	115	296	-22	1429	1659	10	944	-1	18
84	348	476	-7	1097	1327	10	444	-1	9
85	43	210	20	110	340	10	-1	344	16
86	327	139	-18	1157	1387	10	657	-1	13
87	49	353	15	1346	1576	10	-1	311	17
88	356	256	19	6	236	10	-1	882	17
89	335	99	25	0	1842	10	-1	12	17
90	363	34	19	172	402	10	-1	935	17
91	33	278	-25	0	1797	10	423	-1	9
92	366	288	-24	584	814	10	985	-1	19
93	452	172	9	0	1799	10	-1	567	18
94	86	189	21	127	357	10	-1	730	18
95	262	369	15	0	1896	0	-1	1035	19
96	218	403	-20	0	1859	10	618	-1	12
97	218	12	3	0	1775	10	-1	302	19
98	228	399	-21	0	1865	10	892	-1	17
99	492	188	33	0	1766	0	-1	1011	19
100	267	174	-25	1518	1748	10	395	-1	8
101	274	441	-29	0	1823	10	271	-1	7
102	210	113	-24	590	820	10	338	-1	8
103	370	262	-13	999	1229	10	203	-1	6
104	303	186	-32	1254	1484	10	612	-1	11
105	241	180	-24	1595	1825	10	40	-1	8
106	100	85	14	0	1793	10	-1	856	1
107	350	199	21	0	1903	0	-1	1045	1
108	500	228	-12	0	1765	10	731	-1	14
109	251	238	27	0	2003	0	-1	1015	1
110	114	102	-19	0	1815	10	989	-1	19
111	345	146	27	0	1875	0	-1	1039	1
112	21	146	21	387	617	10	-1	445	1
113	330	147	-23	748	978	10	772	-1	15
114	476	61	36	0	1721	10	-1	719	2
115	386	245	16	0	1879	10	-1	277	2
116	201	278	-23	0	1959	10	769	-1	15
117	421	499	-18	0	1713	10	228	-1	6
118	426	231	24	928	1158	10	-1	825	2
119	105	137	32	352	582	10	-1	979	2
120	64	437	11	818	1048	10	-1	658	2
121	181	260	-23	0	1946	10	605	-1	11
122	413	391	8	0	1800	10	-1	404	3
123	370	493	-32	471	701	10	532	-1	10
124	447	267	19	880	1110	10	-1	553	3
125	232	101	-19	0	1865	10	255	-1	7
126	371	332	-17	430	660	10	617	-1	12
127	447	383	-5	0	1778	10	621	-1	12
128	325	147	14	0	1888	10	-1	266	3
129	489	437	-9	607	837	10	265	-1	7
130	415	95	-9	1077	1307	10	299	-1	7
131	331	356	-11	0	1882	10	74	-1	14
132	374	346	27	0	1859	10	-1	832	4
133	108	37	23	449	679	10	-1	278	4
134	5	224	19	0	1769	10	-1	28	4
135	93	413	17	126	356	10	-1	15	4
136	210	29	-22	0	1791	10	193	-1	6
137	136	265	-5	0	1901	10	288	-1	7
138	409	155	-21	0	1830	10	46	-1	9
139	111	178	18	56	286	10	-1	747	5
140	291	251	20	0	171	10	-1	69	5
141	322	290	-18	0	1933	10	813	-1	16
142	57	183	-15	0	1811	10	336	-1	8
143	181	185	19	0	1921	10	-1	799	5
144	7	382	-14	670	900	10	639	-1	12
145	425	448	-23	694	924	10	577	-1	11
146	174	41	-14	0	1793	10	80	-1	15
147	161	276	8	33	263	0	-1	1007	5
148	398	49	21	0	1766	10	-1	36	5
149	210	379	12	609	839	10	-1	640	5
150	60	231	-23	0	1825	10	408	-1	9
151	453	360	13	130	360	10	-1	953	5
152	367	97	17	0	1823	10	-1	930	5
153	488	3	-20	0	1672	10	683	-1	13
154	44	115	24	146	376	10	-1	602	5
155	48	293	22	0	1809	10	-1	335	5
156	64	135	11	0	1797	10	-1	866	5
157	65	62	15	0	1752	10	-1	274	5
158	404	207	-12	0	1856	10	509	-1	10
159	68	303	-35	0	1826	10	931	-1	18
160	263	418	25	178	408	10	-1	775	6
161	147	30	26	1009	1239	10	-1	992	6
162	384	149	18	0	1848	0	-1	1019	6
163	340	416	36	0	1827	10	-1	971	6
164	271	128	12	0	1892	10	-1	171	6
165	89	358	23	0	1822	10	-1	680	6
166	20	480	-6	0	1690	10	207	-1	6
167	488	173	-16	0	1765	10	82	-1	16
168	439	156	2	0	1804	10	-1	194	6
169	389	156	-26	616	846	10	201	-1	6
170	111	392	18	0	1817	10	-1	887	6
171	267	162	-12	1349	1579	10	164	-1	6
172	248	176	32	0	1941	10	-1	844	6
173	413	476	34	1079	1309	10	-1	681	6
174	352	481	-10	1185	1415	10	390	-1	8
175	264	135	-1	0	1900	10	443	-1	9
176	29	462	17	1210	1440	10	-1	22	6
177	148	462	10	627	857	0	-1	1013	6
178	44	140	11	768	998	10	-1	637	6
179	414	378	23	395	625	10	-1	805	6
180	392	95	-9	666	896	10	13	-1	4
181	216	341	19	554	784	10	-1	339	6
182	211	411	15	0	1850	10	-1	904	6
183	317	45	-11	0	1800	10	367	-1	8
184	178	150	33	532	762	10	-1	633	6
185	428	302	27	916	1146	10	-1	484	6
186	450	45	-17	0	1729	10	708	-1	20
187	453	318	30	0	1801	10	-1	369	6
188	186	135	24	0	1884	0	-1	1001	6
189	11	403	-7	243	473	10	543	-1	10
190	433	447	-2	694	924	10	33	-1	8
191	272	420	-3	1286	1516	10	849	-1	16
192	429	59	-8	0	1754	10	903	-1	17
193	200	27	22	425	655	10	-1	136	6
194	498	171	-2	0	1755	10	168	-1	6
195	487	320	21	758	988	10	-1	218	6
196	45	166	-18	913	1143	10	257	-1	7
197	490	276	33	0	1774	10	-1	511	6
198	126	391	-26	0	1828	10	936	-1	18
199	92	18	8	0	1735	0	-1	1012	6
200	293	228	19	0	1967	10	-1	256	6
201	343	205	26	0	1912	10	-1	169	6
202	182	480	-12	0	1776	10	461	-1	9
203	385	285	13	768	998	10	-1	103	6
204	44	344	12	979	1209	10	-1	663	6
205	170	347	-8	0	1890	10	922	-1	18
206	457	492	7	0	1697	10	-1	24	6
207	124	448	6	269	499	10	-1	166	6
208	398	210	31	0	1862	10	-1	811	6
209	75	118	21	309	539	10	-1	555	6
210	105	474	-5	371	601	10	918	-1	18
211	134	211	35	22	252	10	-1	322	6
212	211	248	26	0	169	10	-1	720	6
213	212	186	-27	1622	1852	10	447	-1	9
214	492	335	-19	0	1759	10	860	-1	17
215	497	483	-31	253	483	10	824	-1	16
216	440	436	18	0	1750	10	-1	5	6
217	311	203	15	623	853	10	-1	969	6
218	491	369	-21	0	1747	10	195	-1	6
219	67	378	26	370	600	10	-1	379	6
220	383	17	-30	840	1070	10	619	-1	12
221	7	82	25	312	542	10	-1	551	6
222	342	319	36	0	1900	10	-1	282	6
223	78	406	-32	860	1090	10	58	-1	11
224	103	123	8	390	620	10	-1	38	6
225	241	38	-14	0	1803	10	673	-1	13
226	224	3	-18	590	820	10	244	-1	7
227	436	467	-25	636	866	10	994	-1	20
228	438	488	18	0	1712	10	-1	117	6
229	351	60	-12	0	1800	10	623	-1	12
230	13	214	-10	1254	1484	10	615	-1	12
231	429	67	16	632	862	10	-1	591	6
232	498	456	27	0	1693	10	-1	821	7
233	135	400	-20	0	1826	10	21	-1	6
234	215	293	13	0	185	10	-1	503	7
235	354	416	-25	0	1820	10	549	-1	10
236	294	421	-19	1475	1705	10	762	-1	14
237	208	445	22	0	1816	10	-1	839	7
238	230	320	8	1092	1322	10	-1	703	7
239	157	38	3	0	1784	10	-1	701	7
240	441	100	-14	0	1773	10	977	-1	19
241	61	170	-23	906	1136	10	806	-1	15
242	79	467	22	251	481	10	-1	378	7
243	365	190	-13	1377	1607	10	523	-1	10
244	282	1	18	0	1764	10	-1	226	7
245	124	111	15	0	1828	10	-1	520	7
246	247	219	-19	0	1984	10	609	-1	11
247	28	180	-21	0	1783	10	297	-1	7
248	167	488	-20	152	382	10	368	-1	8
249	442	289	-7	0	1820	10	733	-1	14
250	136	430	-22	0	1802	10	516	-1	10
251	38	15	3	0	1699	10	-1	409	7
252	246	314	-30	1345	1575	10	27	-1	7
253	176	200	-17	468	698	10	672	-1	13
254	337	232	-10	1471	1701	10	923	-1	18
255	257	133	19	0	1898	10	-1	125	7
256	295	247	-19	1203	1433	10	200	-1	6
257	39	162	18	465	695	10	-1	196	7
258	79	257	-11	853	1083	10	823	-1	16
259	236	126	23	0	1891	10	-1	913	7
260	259	498	33	975	1205	10	-1	11	7
261	180	162	9	0	1903	10	-1	434	7
262	53	466	9	235	465	10	-1	417	7
263	167	291	-12	1534	1764	10	736	-1	14
264	89	185	-6	500	730	10	295	-1	7
265	487	446	9	0	1708	10	-1	129	7
266	308	199	-14	0	1938	10	128	-1	3
267	481	84	17	406	636	10	-1	973	7
268	495	227	20	0	1769	10	-1	921	7
269	397	57	17	0	1773	10	-1	413	7
270	372	39	10	0	1772	10	-1	563	7
271	278	450	29	1275	1505	10	-1	101	7
272	292	32	14	129	359	10	-1	690	7
273	90	496	13	0	1722	10	-1	23	7
274	68	53	-15	639	869	10	157	-1	5
275	371	423	10	0	1804	10	-1	782	7
276	273	149	-12	0	1912	10	970	-1	19
277	297	283	-16	0	1958	10	115	-1	2
278	120	37	-23	0	1766	10	133	-1	4
279	371	488	-22	0	1749	10	748	-1	14
280	206	174	-27	0	1928	10	432	-1	9
281	174	347	3	0	1892	10	-1	807	7
282	330	281	-36	1230	1460	10	222	-1	6
