Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	1010	520	40	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	228	399	14	2329	2482	10	-1	680	1
1	325	56	13	3181	3311	10	-1	39	1
2	290	145	-8	5130	5242	10	642	-1	17
3	340	291	-12	1893	1991	10	883	-1	19
4	370	382	-21	0	7509	10	37	-1	14
5	273	255	18	0	7664	10	-1	759	15
6	36	301	21	811	949	10	-1	470	16
7	117	178	28	4484	4574	10	-1	655	17
8	295	283	-23	3538	3728	10	285	-1	13
9	57	43	-15	4088	4219	10	882	-1	19
10	436	123	-9	835	966	10	897	-1	19
11	48	162	15	825	1033	10	-1	627	1
12	222	499	7	0	7437	0	-1	1000	3
13	376	92	10	3959	4086	10	-1	323	4
14	437	90	12	2364	2435	10	-1	267	5
15	3	23	-8	1550	1702	10	546	-1	16
16	94	40	-11	4278	4387	10	557	-1	16
17	398	476	25	1676	1789	10	-1	640	8
18	307	249	-2	0	7630	10	252	-1	12
19	179	286	8	1380	1469	10	-1	571	11
20	0	356	-38	4346	4464	10	254	-1	13
21	143	158	12	562	659	10	-1	643	12
22	413	476	-12	4729	4823	10	353	-1	14
23	371	488	10	2285	2497	10	-1	412	12
24	415	118	-11	0	7476	10	799	-1	18
25	440	77	-16	3649	3775	10	90	-1	19
26	261	201	-16	6060	6172	10	636	-1	17
27	490	286	29	2073	2224	10	-1	724	13
28	309	161	-11	2287	2499	10	70	-1	17
29	39	162	18	2269	2373	10	-1	469	13
30	361	178	-13	3903	3996	10	446	-1	15
31	261	138	1	0	7575	10	-1	83	13
32	447	383	17	889	1013	10	-1	333	13
33	346	354	8	3260	3399	10	-1	204	13
34	461	195	-21	5597	5683	10	925	-1	20
35	187	263	-21	0	7623	10	185	-1	10
36	130	247	-26	423	538	10	801	-1	18
37	328	491	21	2702	2845	10	-1	4	14
38	161	276	8	476	711	10	-1	545	14
39	365	74	-13	3379	3529	10	1	-1	1
40	168	109	10	810	944	10	-1	671	14
41	111	192	-9	0	7537	10	858	-1	19
42	87	213	-10	0	7520	10	278	-1	13
43	45	166	22	0	7466	10	-1	924	14
44	62	94	16	3822	3903	10	-1	239	15
45	348	476	-17	4762	4932	10	295	-1	13
46	64	437	11	0	7424	10	-1	271	15
47	56	75	-19	5711	5910	10	417	-1	14
48	24	259	19	1490	1591	10	-1	374	15
49	295	247	-25	5212	5335	10	369	-1	14
50	6	53	-25	2355	2460	10	931	-1	20
51	15	11	-14	0	7352	10	237	-1	12
52	179	497	-30	0	7430	10	268	-1	13
53	67	352	20	1514	1592	10	-1	810	16
54	317	45	-15	2629	2757	10	131	-1	4
55	40	278	-15	0	7476	10	437	-1	15
56	33	278	18	5910	6108	10	-1	661	16
57	322	290	-29	0	7605	10	754	-1	18
58	159	226	16	314	439	10	-1	933	16
59	208	445	-25	5314	5465	10	509	-1	15
60	453	360	-13	858	990	10	450	-1	15
61	34	169	11	1948	2048	10	-1	472	16
62	436	25	-14	5113	5266	10	658	-1	17
63	393	98	13	3013	3127	10	-1	619	17
64	466	96	22	5547	5639	10	-1	869	17
65	366	390	-25	5266	5400	10	379	-1	14
66	303	78	12	656	784	10	-1	775	17
67	374	116	-20	0	7505	10	468	-1	15
68	424	288	-23	4261	4318	10	258	-1	13
69	191	84	-23	3472	3584	10	119	-1	3
70	59	276	11	0	7495	10	-1	28	17
71	215	293	13	128	315	10	-1	386	17
72	343	276	15	321	451	10	-1	593	18
73	488	173	-29	4836	4966	10	362	-1	14
74	452	110	14	1339	1504	10	-1	151	18
75	153	244	5	460	523	10	-1	753	18
76	176	200	17	2266	2394	10	-1	520	18
77	498	171	12	5048	5123	10	-1	885	18
78	492	188	-23	2904	2939	10	474	-1	15
79	177	156	-9	639	818	10	985	-1	20
80	398	49	21	3167	3288	10	-1	368	18
81	497	296	-37	2495	2525	10	307	-1	13
82	276	84	-3	0	7519	10	145	-1	6
83	128	113	-1	0	7504	10	31	-1	13
84	422	498	5	2801	2856	10	-1	225	19
85	460	424	-9	5786	5970	10	284	-1	13
86	246	314	36	5773	5910	0	-1	1006	19
87	0	422	-11	3300	3388	10	913	-1	20
88	166	247	1	291	382	10	-1	665	19
89	311	422	29	3970	4053	10	-1	94	19
90	392	95	16	3060	3189	10	-1	25	19
91	460	117	-11	2083	2196	10	649	-1	17
92	28	467	34	0	7377	10	-1	919	20
93	375	145	12	3719	3836	10	-1	440	20
94	240	255	-29	6404	6604	10	89	-1	19
95	440	436	18	3549	3706	10	-1	559	20
96	454	201	-22	5218	5342	10	327	-1	13
97	407	35	-24	5177	5250	10	118	-1	2
98	420	383	27	3932	4044	10	-1	206	20
99	264	180	-11	6720	6845	10	449	-1	15
100	440	294	-18	3836	3966	10	352	-1	14
101	500	228	-5	3137	3237	10	672	-1	17
102	144	331	-23	3709	3860	10	586	-1	16
103	98	2	14	2361	2493	10	-1	569	1
104	461	186	16	0	7467	10	-1	567	1
105	68	450	-38	0	7417	10	385	-1	14
106	153	192	13	0	7574	10	-1	709	1
107	34	239	16	896	975	10	-1	856	1
108	465	367	14	4087	4248	10	-1	228	1
109	208	488	22	1934	2007	10	-1	354	1
110	93	413	17	849	961	10	-1	227	2
111	371	332	14	0	7541	10	-1	441	2
112	231	167	15	246	435	10	-1	454	2
113	179	75	13	2982	3057	10	-1	921	2
114	196	489	23	4135	4226	10	-1	240	2
115	280	245	21	85	158	10	-1	782	2
116	108	37	23	2192	2323	10	-1	165	2
117	1	101	-20	5021	5158	10	303	-1	13
118	420	80	24	0	7447	10	-1	97	2
119	38	190	23	1138	1261	10	-1	69	3
120	470	405	17	3694	3832	10	-1	358	3
121	448	397	33	0	7441	10	-1	438	3
122	471	427	8	3256	3395	10	-1	721	3
123	146	376	8	928	1066	10	-1	317	3
124	12	358	-26	4891	5024	10	277	-1	13
125	175	422	24	5771	5920	10	-1	996	3
126	297	131	25	4640	4803	10	-1	729	3
127	457	492	-23	2041	2143	10	155	-1	7
128	69	423	32	3236	3304	10	-1	626	4
129	97	288	-33	5142	5251	10	321	-1	13
130	172	314	9	0	7587	10	-1	701	4
131	170	347	15	1764	1842	10	-1	54	4
132	103	123	-6	1966	2072	10	432	-1	15
133	154	374	-31	3746	3870	10	864	-1	19
134	318	497	21	0	7431	10	-1	690	4
135	330	147	-21	3383	3525	10	214	-1	12
136	241	180	-23	6789	6887	10	272	-1	13
137	174	67	-30	5018	5180	10	644	-1	17
138	235	288	18	83	244	10	-1	733	5
139	94	192	-32	0	7521	10	710	-1	17
140	232	101	-24	1405	1483	10	607	-1	16
141	28	180	34	1551	1653	10	-1	673	5
142	64	135	-22	3495	3571	10	181	-1	10
143	174	376	-25	0	7540	10	574	-1	16
144	293	174	31	279	420	10	-1	716	5
145	218	12	3	2204	2268	10	-1	82	6
146	110	122	14	0	7498	10	-1	859	6
147	459	53	-7	4505	4592	10	530	-1	16
148	173	474	14	5150	5250	10	-1	452	6
149	135	400	-9	1189	1319	10	167	-1	8
150	497	266	-20	2996	3104	10	537	-1	16
151	380	194	-14	2872	2956	10	74	-1	18
152	495	227	20	1389	1482	10	-1	589	6
153	268	351	7	6698	6822	10	-1	538	6
154	213	399	18	941	1051	10	-1	731	7
155	448	414	23	0	7430	10	-1	127	7
156	327	139	-18	5021	5158	10	360	-1	14
157	151	81	28	0	7492	10	-1	742	7
158	425	448	-36	3152	3324	10	300	-1	13
159	92	259	4	1585	1731	10	-1	932	7
160	59	388	20	2650	2772	10	-1	860	7
161	468	360	16	0	7443	10	-1	726	7
162	332	459	35	1479	1591	10	-1	862	8
163	469	489	4	2211	2353	10	-1	418	8
164	248	176	-24	5579	5753	10	780	-1	18
165	174	41	-23	0	7465	10	116	-1	2
166	343	205	26	3081	3178	10	-1	732	8
167	154	392	9	0	7516	10	-1	149	8
168	92	18	8	4466	4648	10	-1	966	8
169	250	328	-24	0	7609	10	510	-1	15
170	88	484	-25	0	7403	10	645	-1	17
171	360	488	-12	1252	1393	10	563	-1	16
172	156	65	22	4143	4275	10	-1	496	9
173	18	225	8	2757	2893	10	-1	316	9
174	152	476	45	2112	2188	10	-1	826	9
175	176	470	-13	2181	2312	10	483	-1	15
176	195	450	-4	5946	6061	10	656	-1	17
177	466	149	-28	4761	4848	10	205	-1	12
178	221	269	14	5064	5179	10	-1	337	9
179	105	137	-5	1799	1940	10	785	-1	18
180	284	319	17	3270	3384	10	-1	848	10
181	41	120	22	2791	2897	10	-1	142	10
182	263	418	-6	1117	1230	10	765	-1	18
183	218	271	-24	6280	6429	10	556	-1	16
184	365	119	-21	0	7513	10	741	-1	18
185	89	322	21	4099	4186	10	-1	35	10
186	180	283	-22	2963	3107	10	548	-1	16
187	385	17	40	3186	3404	10	-1	232	10
188	401	314	-23	3875	4057	10	835	-1	19
189	245	176	-27	4943	5055	10	755	-1	18
190	251	238	27	12	319	10	-1	502	11
191	139	438	24	865	966	10	-1	439	11
192	236	126	23	400	598	10	-1	986	11
193	61	441	-23	2201	2268	10	376	-1	14
194	405	454	-20	0	7431	10	790	-1	18
195	111	392	18	4693	4780	10	-1	756	11
196	373	421	-10	939	1080	10	275	-1	13
197	247	443	17	0	7494	10	-1	444	11
198	322	406	-19	0	7516	10	516	-1	15
199	412	478	-23	3851	3946	10	957	-1	20
200	374	346	-15	0	7531	10	896	-1	19
201	122	422	-27	5871	5904	10	875	-1	19
202	261	359	10	401	476	10	-1	568	12
203	173	182	25	383	438	10	-1	969	12
204	398	341	-8	3775	3858	10	33	-1	13
205	413	127	28	3326	3439	10	-1	177	12
