Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	1048	520	40	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	-7	882	932	10	289	-1	12
1	214	394	-18	221	271	10	280	-1	12
2	476	483	-20	324	432	10	55	-1	15
3	352	487	-10	905	928	10	486	-1	15
4	230	197	40	94	179	10	-1	452	14
5	175	239	23	75	148	10	-1	394	15
6	133	202	-10	468	483	10	43	-1	14
7	328	458	-25	755	810	10	408	-1	14
8	25	499	10	431	489	10	-1	550	18
9	226	423	-30	174	259	10	905	-1	20
10	313	282	20	128	229	10	-1	86	1
11	60	454	10	329	396	10	-1	502	1
12	239	486	-20	1486	1508	10	219	-1	12
13	102	264	10	148	194	10	-1	634	3
14	408	452	-25	265	611	10	178	-1	8
15	451	62	5	275	388	10	-1	997	5
16	203	390	40	168	379	10	-1	506	6
17	92	233	10	179	298	0	-1	1040	7
18	7	300	-10	328	392	10	644	-1	17
19	409	90	20	247	299	10	-1	454	10
20	307	108	-10	238	267	10	766	-1	18
21	347	54	-10	270	350	10	532	-1	15
22	406	87	-30	309	347	10	444	-1	14
23	371	332	14	480	609	10	-1	654	12
24	116	466	20	254	277	10	-1	196	12
25	441	265	40	191	269	10	-1	187	12
26	130	140	17	189	230	10	-1	355	12
27	80	117	-10	808	871	10	407	-1	14
28	421	387	15	768	865	10	-1	459	12
29	83	300	26	475	554	10	-1	729	12
30	136	52	10	302	313	10	-1	410	13
31	18	462	-10	397	429	10	549	-1	15
32	390	120	24	1014	1025	0	-1	1033	13
33	188	119	-20	955	1024	10	464	-1	14
34	467	114	10	388	393	10	-1	937	13
35	440	292	-25	919	991	10	494	-1	15
36	268	400	20	225	291	10	-1	825	13
37	391	202	14	148	187	10	-1	591	13
38	377	432	-20	808	885	10	83	-1	19
39	80	290	10	187	238	10	-1	448	14
40	439	15	-10	330	387	10	451	-1	14
41	307	52	23	891	980	0	-1	1031	14
42	111	192	-32	1196	1232	10	192	-1	10
43	131	56	10	252	289	10	-1	6	14
44	88	286	-30	233	301	10	413	-1	14
45	69	414	-11	1259	1298	10	832	-1	19
46	41	232	16	209	298	10	-1	878	14
47	323	77	-10	1400	1441	10	882	-1	19
48	340	416	36	280	393	10	-1	679	15
49	86	199	23	246	340	10	-1	831	15
50	314	124	-10	231	261	10	708	-1	17
51	375	191	-10	164	200	10	792	-1	18
52	226	175	-21	1678	1733	10	450	-1	14
53	242	106	28	1278	1288	10	-1	258	15
54	417	417	-20	337	358	10	827	-1	19
55	419	459	20	276	387	10	-1	2	15
56	389	11	20	276	423	10	-1	645	15
57	450	416	-10	581	602	10	938	-1	20
58	246	255	10	97	159	10	-1	530	16
59	71	333	10	197	230	10	-1	159	16
60	105	474	27	449	522	10	-1	75	16
61	20	489	-10	371	426	10	605	-1	16
62	388	331	20	160	397	10	-1	721	16
63	92	259	-20	402	427	10	151	-1	5
64	200	261	-32	148	215	10	233	-1	12
65	400	288	30	154	508	10	-1	351	17
66	299	285	-20	1247	1290	10	498	-1	15
67	378	199	-30	205	239	10	161	-1	6
68	325	147	-25	1173	1230	10	556	-1	15
69	421	386	29	818	861	0	-1	1037	17
70	404	447	20	250	313	10	-1	199	17
71	412	478	-26	952	998	10	87	-1	19
72	26	67	-29	1294	1369	10	176	-1	8
73	358	183	-10	213	284	10	770	-1	18
74	30	302	10	262	302	10	-1	138	18
75	176	470	-27	528	596	10	60	-1	16
76	96	270	20	155	211	10	-1	802	18
77	243	408	-8	1436	1462	10	201	-1	11
78	60	29	32	1351	1404	10	-1	554	18
79	34	169	-35	475	523	10	507	-1	15
80	407	280	-10	198	249	10	541	-1	15
81	277	403	10	155	256	0	-1	1018	18
82	498	456	-25	1395	1447	10	661	-1	17
83	384	491	20	341	385	10	-1	38	19
84	355	174	33	677	784	10	-1	501	19
