Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
20	1049	520	40	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	387	297	10	200	370	90	-1	306	1
1	5	297	-30	955	1017	90	125	-1	3
2	355	177	-20	0	1607	90	57	-1	16
3	78	346	-10	355	403	90	43	-1	15
4	286	159	-30	530	597	90	477	-1	15
5	322	465	10	226	291	90	-1	979	15
6	393	408	30	0	1521	90	-1	442	16
7	89	216	-20	495	562	90	544	-1	16
8	76	345	-30	0	1536	90	651	-1	17
9	410	285	20	499	556	90	-1	555	20
10	472	189	-20	0	1504	90	308	-1	13
11	270	49	-20	925	970	90	191	-1	10
12	219	325	10	520	563	90	-1	793	3
13	437	12	20	557	613	90	-1	699	4
14	418	218	-10	974	1030	90	445	-1	15
15	20	488	10	754	820	90	-1	386	6
16	77	347	20	436	505	90	-1	517	7
17	73	346	10	726	772	90	-1	88	8
18	480	455	-40	1123	1179	90	186	-1	10
19	129	292	-20	552	610	90	328	-1	13
20	337	257	-30	805	863	90	991	-1	6
21	237	254	-10	0	1721	90	698	-1	17
22	131	220	-20	0	1612	90	609	-1	16
23	417	417	10	954	1020	90	-1	567	12
24	287	143	10	748	793	0	-1	1000	12
25	379	80	-40	737	789	90	136	-1	4
26	87	285	-20	709	764	90	966	-1	20
27	374	489	20	269	339	90	-1	774	13
28	440	247	20	717	779	90	-1	161	13
29	281	137	-40	270	616	90	984	-1	20
30	379	196	20	665	714	90	-1	275	13
31	297	102	10	214	281	90	-1	242	13
32	39	76	10	328	399	90	-1	351	13
33	35	306	-20	369	440	90	284	-1	13
34	435	68	10	0	1475	90	-1	581	14
35	245	251	10	60	130	90	-1	276	14
36	409	88	20	655	715	90	-1	695	14
37	273	55	20	196	246	90	-1	928	14
38	163	340	-10	468	513	90	953	-1	20
39	129	223	20	274	340	90	-1	118	14
40	371	200	10	0	1604	90	-1	83	14
41	357	26	20	0	1486	90	-1	228	14
42	470	473	10	1221	1270	90	-1	796	14
43	77	344	10	254	319	90	-1	3	15
44	478	461	-30	462	529	90	362	-1	14
45	128	291	-30	639	706	90	248	-1	12
46	111	113	10	632	694	90	-1	772	15
47	164	21	20	578	639	90	-1	764	15
48	21	485	-30	287	540	90	78	-1	18
49	108	26	-10	423	491	90	189	-1	10
50	424	286	10	0	1557	0	-1	1020	15
51	200	270	20	0	1681	90	-1	443	15
52	7	300	30	1056	1104	90	-1	911	15
53	433	31	10	285	333	90	-1	325	16
54	420	295	-20	0	1559	90	654	-1	17
55	451	367	-20	1134	1195	90	303	-1	13
56	118	157	20	403	465	90	-1	952	16
57	489	101	20	0	1453	90	-1	2	16
58	200	261	-30	945	1017	90	653	-1	17
59	476	483	-10	657	722	90	583	-1	16
60	30	302	10	572	632	90	-1	921	16
61	8	300	-10	1131	1211	90	936	-1	20
62	275	45	-10	444	515	90	261	-1	12
63	238	46	40	735	784	90	-1	588	16
64	152	206	-10	910	973	90	297	-1	13
65	99	218	30	154	205	90	-1	820	17
66	393	410	-20	913	982	90	205	-1	12
67	480	460	20	549	627	90	-1	574	17
68	337	256	-20	154	201	90	835	-1	19
69	389	300	-10	0	1587	90	637	-1	17
70	90	237	20	0	1574	90	-1	861	17
71	321	280	30	143	194	90	-1	750	17
72	417	218	-10	0	1564	90	846	-1	19
73	64	108	10	473	539	90	-1	233	18
74	57	432	-20	973	1033	90	864	-1	19
75	356	24	20	249	323	90	-1	466	18
76	143	207	30	0	1619	90	-1	967	18
77	221	325	10	0	1654	90	-1	816	18
78	22	483	30	325	589	90	-1	48	18
79	24	65	-30	0	1442	90	171	-1	8
80	141	431	30	362	423	90	-1	665	18
81	202	9	-20	0	1489	90	763	-1	18
82	20	48	10	1294	1358	90	-1	499	19
83	457	163	-10	284	346	90	40	-1	14
84	470	290	-10	835	895	90	288	-1	13
85	268	400	-20	869	928	90	454	-1	15
86	337	251	-10	0	1647	90	220	-1	12
87	366	20	-20	874	927	90	729	-1	18
88	72	344	-10	0	1533	90	17	-1	8
89	149	203	-20	553	597	90	277	-1	13
90	55	428	-20	511	568	90	570	-1	16
91	189	7	30	0	1484	90	-1	200	20
92	397	18	-20	519	575	90	181	-1	9
93	481	122	-20	607	653	90	110	-1	1
94	20	73	10	0	1444	90	-1	749	20
95	54	430	20	610	652	90	-1	403	20
96	74	350	10	915	955	90	-1	918	20
97	202	8	10	0	1488	90	-1	155	20
98	406	285	-20	0	1575	90	847	-1	19
99	460	2	20	655	720	90	-1	993	4
100	441	244	10	909	955	0	-1	1015	1
101	1	293	-10	0	1482	90	180	-1	9
102	115	465	10	409	465	90	-1	943	1
103	422	420	-20	0	1493	90	294	-1	13
104	75	347	10	810	872	0	-1	1028	1
105	141	428	-20	0	1526	90	411	-1	14
106	404	264	-20	395	462	90	227	-1	12
107	398	23	10	270	634	90	-1	172	1
108	148	211	20	167	233	90	-1	785	1
109	362	22	20	1050	1121	90	-1	908	1
110	479	127	20	412	478	90	-1	93	1
111	443	246	20	536	593	90	-1	249	1
112	22	37	10	0	1422	90	-1	346	2
113	65	100	10	763	811	90	-1	283	2
114	404	447	20	250	580	90	-1	742	2
115	102	264	10	148	415	90	-1	188	2
116	444	271	10	633	688	90	-1	247	2
117	325	466	40	0	1506	90	-1	201	2
118	124	219	-20	571	615	90	39	-1	14
