Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	527	286	30	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	387	297	10	200	270	90	-1	495	1
1	5	297	10	955	1017	90	-1	61	1
2	355	177	20	194	245	90	-1	192	2
3	78	346	30	355	403	90	-1	918	3
4	286	159	-20	530	597	90	773	-1	10
5	322	465	10	226	291	90	-1	267	6
6	393	408	-20	630	708	90	450	-1	5
7	89	216	-30	495	562	90	128	-1	1
8	76	345	30	539	586	90	-1	104	11
9	410	285	20	499	556	90	-1	272	13
10	472	189	30	385	440	90	-1	732	1
11	270	49	-30	925	970	90	617	-1	7
12	219	325	-20	520	563	90	854	-1	12
13	437	12	20	557	613	90	-1	699	1
14	418	218	20	974	1030	0	-1	1013	1
15	20	488	-10	754	820	90	488	-1	5
16	77	347	-10	436	505	90	379	-1	4
17	73	346	10	726	772	90	-1	96	1
18	480	455	-10	1123	1179	90	301	-1	3
19	129	292	-20	552	610	90	328	-1	3
20	337	257	-20	10	863	90	795	-1	10
21	237	254	-10	629	688	90	437	-1	5
22	131	220	-10	749	810	90	297	-1	3
23	417	417	-20	200	1020	90	924	-1	13
24	287	143	10	748	793	0	-1	1045	2
25	379	80	-30	737	789	90	172	-1	1
26	87	285	-20	50	764	90	985	-1	15
27	374	489	20	269	339	90	-1	774	3
28	440	247	-20	717	779	90	111	-1	1
29	281	137	10	370	416	90	-1	135	3
30	379	196	20	665	714	90	-1	40	3
31	297	102	-10	214	281	90	940	-1	14
32	39	76	10	328	399	90	-1	708	3
33	35	306	20	369	440	90	-1	911	3
34	435	68	10	259	314	90	-1	867	3
35	245	251	10	60	130	90	-1	310	4
36	409	88	-10	655	715	90	581	-1	7
37	273	55	20	196	246	90	-1	191	4
38	163	340	30	468	513	90	-1	781	4
39	129	223	20	274	340	90	-1	609	4
40	371	200	-20	843	916	90	30	-1	3
41	357	26	-20	1162	1202	90	658	-1	7
42	470	473	-20	1221	1270	90	789	-1	10
43	77	344	10	254	319	90	-1	88	5
44	478	461	10	462	529	90	-1	574	5
45	128	291	10	639	706	90	-1	688	5
46	111	113	10	632	694	90	-1	602	5
47	164	21	20	578	639	0	-1	1018	5
48	21	485	30	487	540	90	-1	489	5
49	108	26	10	423	491	90	-1	821	5
50	424	286	10	517	571	90	-1	847	6
51	200	270	20	208	260	90	-1	139	6
52	7	300	-20	1056	1104	90	406	-1	4
53	433	31	10	285	333	90	-1	134	6
54	420	295	-10	976	1044	90	140	-1	1
55	451	367	-20	1134	1195	90	579	-1	6
56	118	157	-20	403	465	90	561	-1	6
57	489	101	-20	1005	1066	90	786	-1	10
58	200	261	-10	945	1017	90	698	-1	8
59	476	483	-30	657	722	90	624	-1	7
60	30	302	10	572	632	90	-1	743	7
61	8	300	-10	1131	1211	90	1	-1	1
62	275	45	20	444	515	90	-1	365	7
63	238	46	40	735	784	90	-1	588	7
64	152	206	10	910	973	0	-1	1046	7
65	99	218	30	154	205	90	-1	490	7
66	393	410	-10	913	982	90	426	-1	5
67	480	460	20	549	627	90	-1	186	8
68	337	256	20	154	201	90	-1	565	8
69	389	300	-20	293	364	90	230	-1	2
70	90	237	-20	1229	1284	90	722	-1	9
71	321	280	30	143	194	90	-1	587	8
72	417	218	-20	1060	1126	90	292	-1	3
73	64	108	10	473	539	90	-1	337	9
74	57	432	-20	973	1033	90	569	-1	6
75	356	24	20	249	323	90	-1	466	9
76	143	207	30	267	326	90	-1	185	10
77	221	325	10	594	673	90	-1	793	10
78	22	483	30	325	389	90	-1	386	10
79	24	65	-20	904	976	90	270	-1	3
80	141	431	-20	362	423	90	105	-1	1
81	202	9	10	1225	1281	0	-1	1017	11
82	20	48	-10	1294	1358	90	366	-1	4
83	457	163	-30	284	346	90	193	-1	2
84	470	290	-10	835	895	90	949	-1	14
85	268	400	-10	869	928	90	620	-1	7
86	337	251	10	145	210	90	-1	995	12
87	366	20	10	874	927	90	-1	109	12
88	72	344	-10	618	695	90	43	-1	5
89	149	203	-10	553	597	90	416	-1	4
90	55	428	-20	511	568	90	570	-1	6
91	189	7	30	310	372	90	-1	199	13
92	397	18	-10	519	575	90	107	-1	1
93	481	122	30	607	653	90	-1	842	14
94	20	73	10	290	354	90	-1	749	14
95	54	430	20	610	652	90	-1	274	14
96	74	350	-10	915	955	90	17	-1	1
97	202	8	-20	1134	1190	90	682	-1	8
98	406	285	20	412	456	90	-1	648	15
99	460	2	-10	655	720	90	333	-1	3
100	441	244	-20	909	955	90	335	-1	3
101	1	293	10	492	554	90	-1	933	1
102	115	465	10	409	465	90	-1	400	1
103	422	420	20	490	545	0	-1	1020	1
104	75	347	-30	810	872	90	8	-1	11
