Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	527	286	30	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	228	399	-1	2285	2525	10	746	-1	9
1	325	56	-28	3126	3366	10	324	-1	4
2	290	145	-17	5066	5306	10	669	-1	7
3	340	291	22	1822	2062	10	-1	133	3
4	370	382	11	0	7509	10	-1	249	4
5	273	255	18	0	7664	10	-1	60	6
6	36	301	21	760	1000	10	-1	344	7
7	117	178	-28	4409	4649	10	397	-1	4
8	295	283	-23	3513	3753	10	285	-1	3
9	57	43	-32	4034	4274	10	736	-1	9
10	436	123	40	781	1021	10	-1	449	1
11	48	162	15	809	1049	10	-1	924	1
12	222	499	7	0	7437	10	-1	848	1
13	376	92	-31	3902	4142	10	797	-1	11
14	437	90	-18	2280	2520	10	310	-1	3
15	3	23	11	1506	1746	10	-1	840	2
16	94	40	-15	4212	4452	10	882	-1	13
17	398	476	25	1612	1852	10	-1	640	2
18	307	249	10	0	7630	10	-1	81	2
19	179	286	-5	1305	1545	10	315	-1	3
20	0	356	13	4285	4525	10	-1	734	2
21	143	158	-9	490	730	10	985	-1	15
22	413	476	34	4656	4896	10	-1	896	2
23	371	488	10	2271	2511	10	-1	108	2
24	415	118	-21	0	7476	10	214	-1	2
25	440	77	-14	3592	3832	10	448	-1	5
26	261	201	-18	5996	6236	10	323	-1	4
27	490	286	29	2029	2269	10	-1	541	3
28	309	161	23	2273	2513	10	-1	166	3
29	39	162	18	2201	2441	10	-1	594	3
30	361	178	-13	3830	4070	10	760	-1	10
31	261	138	1	0	7575	10	-1	476	3
32	447	383	17	831	1071	10	-1	721	3
33	346	354	-19	3210	3450	10	171	-1	2
34	461	195	-18	5520	5760	10	352	-1	4
35	187	263	-24	0	7623	10	624	-1	7
36	130	247	17	360	600	10	-1	129	4
37	328	491	-21	2653	2893	10	196	-1	2
38	161	276	8	474	714	10	-1	276	4
39	365	74	-14	3334	3574	10	365	-1	4
40	168	109	-17	757	997	10	294	-1	3
41	111	192	11	0	7537	0	-1	1010	5
42	87	213	-35	0	7520	10	367	-1	4
43	45	166	-15	0	7466	10	695	-1	8
44	62	94	16	3742	3982	10	-1	317	5
45	348	476	19	4727	4967	10	-1	818	5
46	64	437	-7	0	7424	10	513	-1	6
47	56	75	-14	5691	5931	10	460	-1	5
48	24	259	-31	1420	1660	10	865	-1	12
49	295	247	-12	5154	5394	10	373	-1	4
50	6	53	8	2288	2528	10	-1	705	6
51	15	11	15	0	7352	10	-1	886	6
52	179	497	1	0	7430	0	-1	1003	6
53	67	352	20	1433	1673	10	-1	610	6
54	317	45	-18	2573	2813	10	671	-1	7
55	40	278	10	0	7476	10	-1	688	6
56	33	278	-19	5889	6129	10	994	-1	15
57	322	290	-5	0	7605	10	381	-1	4
58	159	226	-8	256	496	10	546	-1	6
59	208	445	-11	5270	5510	10	894	-1	13
60	453	360	-18	804	1044	10	5	-1	6
61	34	169	11	1878	2118	10	-1	146	7
62	436	25	-28	5069	5309	10	157	-1	2
63	393	98	-20	2950	3190	10	537	-1	6
64	466	96	-21	5473	5713	10	343	-1	4
65	366	390	23	5213	5453	10	-1	681	7
66	303	78	12	600	840	10	-1	216	7
67	374	116	-35	0	7505	10	253	-1	3
68	424	288	13	4169	4409	10	-1	206	8
69	191	84	13	3408	3648	10	-1	298	8
70	59	276	-12	0	7495	10	854	-1	12
71	215	293	13	102	342	10	-1	110	8
72	343	276	15	266	506	10	-1	863	9
73	488	173	25	4781	5021	10	-1	440	9
74	452	110	-14	1301	1541	10	792	-1	11
75	153	244	5	371	611	10	-1	254	10
76	176	200	17	2210	2450	10	-1	912	10
77	498	171	-17	4966	5206	10	828	-1	11
78	492	188	-19	2801	3041	10	824	-1	11
79	177	156	25	609	849	10	-1	459	11
80	398	49	-20	3107	3347	10	356	-1	4
81	497	296	-10	2390	2630	10	18	-1	2
82	276	84	-12	0	7519	10	630	-1	7
83	128	113	-23	0	7504	10	937	-1	14
84	422	498	-23	2708	2948	10	591	-1	7
85	460	424	-13	5758	5998	10	358	-1	4
86	246	314	-18	5721	5961	10	895	-1	13
87	0	422	-30	3224	3464	10	632	-1	7
88	166	247	1	216	456	10	-1	982	12
89	311	422	-22	3892	4132	10	956	-1	15
90	392	95	16	3005	3245	10	-1	774	13
91	460	117	-5	2019	2259	10	672	-1	8
92	28	467	34	0	7377	10	-1	686	14
93	375	145	12	3657	3897	10	-1	925	14
94	240	255	-14	6384	6624	10	233	-1	3
95	440	436	-20	3508	3748	10	790	-1	11
96	454	201	-13	5160	5400	10	407	-1	5
97	407	35	-15	5093	5333	10	922	-1	14
98	420	383	-7	3868	4108	10	976	-1	15
99	264	180	-15	6663	6903	10	525	-1	6
100	440	294	16	3781	4021	10	-1	771	1
101	500	228	-25	3067	3307	10	703	-1	8
102	144	331	13	3665	3905	10	-1	167	1
103	98	2	14	2307	2547	10	-1	650	1
104	461	186	-16	0	7467	10	161	-1	2
105	68	450	-46	0	7417	10	598	-1	7
106	153	192	-17	0	7574	10	393	-1	4
107	34	239	-10	816	1056	10	278	-1	3
108	465	367	-10	4047	4287	10	23	-1	2
109	208	488	22	1850	2090	10	-1	153	1
110	93	413	-13	785	1025	10	71	-1	8
111	371	332	-18	0	7541	10	772	-1	10
112	231	167	15	221	461	10	-1	660	1
113	179	75	-19	2900	3140	10	608	-1	7
114	196	489	23	4061	4301	10	-1	996	1
115	280	245	21	30	270	10	-1	260	1
116	108	37	-33	2138	2378	10	338	-1	4
117	1	101	-17	4969	5209	10	590	-1	7
118	420	80	24	0	7447	10	-1	429	1
119	38	190	23	1079	1319	10	-1	181	1
120	470	405	-8	3643	3883	10	122	-1	1
121	448	397	33	0	7441	10	-1	750	1
122	471	427	8	3206	3446	10	-1	120	1
123	146	376	8	877	1117	10	-1	305	1
124	12	358	7	4837	5077	0	-1	1002	1
125	175	422	24	5726	5966	10	-1	493	1
126	297	131	25	4602	4842	10	-1	605	1
127	457	492	7	1972	2212	10	-1	210	1
128	69	423	-31	3150	3390	10	439	-1	5
129	97	288	-17	5076	5316	10	36	-1	4
130	172	314	-22	0	7587	10	977	-1	15
131	170	347	15	1683	1923	10	-1	684	1
132	103	123	8	1899	2139	10	-1	794	1
133	154	374	-22	3688	3928	10	3	-1	3
134	318	497	21	0	7431	0	-1	1008	1
135	330	147	-26	3334	3574	10	322	-1	3
136	241	180	13	6718	6958	10	-1	502	1
137	174	67	15	4979	5219	10	-1	274	1
138	235	288	18	43	283	10	-1	376	1
139	94	192	-26	0	7521	10	475	-1	5
140	232	101	24	1324	1564	10	-1	980	1
141	28	180	34	1482	1722	10	-1	587	1
142	64	135	-25	3413	3653	10	292	-1	3
143	174	376	8	0	7540	10	-1	148	1
144	293	174	31	229	469	10	-1	775	2
145	218	12	3	2116	2356	10	-1	474	2
146	110	122	-11	0	7498	10	61	-1	7
147	459	53	-14	4429	4669	10	658	-1	7
148	173	474	-8	5080	5320	10	143	-1	1
