Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	527	286	30	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	440	436	-29	892	922	10	650	-1	7
1	214	394	10	231	261	10	-1	346	1
2	476	483	-30	355	735	10	998	-1	15
3	352	487	27	902	932	10	-1	967	3
4	230	197	-20	122	152	10	762	-1	9
5	175	239	23	75	105	10	-1	816	5
6	133	202	-20	461	491	10	752	-1	9
7	328	458	-16	768	798	10	806	-1	11
8	25	499	10	445	475	0	-1	1000	10
9	226	423	15	197	227	10	-1	140	13
10	313	282	20	163	193	10	-1	885	1
11	60	454	10	347	377	10	-1	386	1
12	239	486	-31	1482	1512	10	859	-1	12
13	102	264	10	148	178	10	-1	85	1
14	408	452	-20	272	302	10	629	-1	7
15	451	62	5	282	312	10	-1	984	1
16	203	390	40	159	189	10	-1	382	1
17	92	233	-10	224	254	10	899	-1	13
18	7	300	-20	345	375	10	614	-1	7
19	409	90	-20	258	288	10	813	-1	11
20	307	108	10	237	267	10	-1	428	2
21	347	54	10	295	325	0	-1	1033	2
22	406	87	-10	313	343	10	669	-1	7
23	371	332	14	530	560	10	-1	458	2
24	116	466	20	254	284	10	-1	327	2
25	441	265	40	197	227	10	-1	917	2
26	130	140	17	194	224	0	-1	1024	3
27	80	117	24	824	854	10	-1	831	3
28	421	387	-10	801	831	10	54	-1	6
29	83	300	-30	500	530	10	413	-1	4
30	136	52	-10	293	323	10	292	-1	3
31	18	462	-20	398	428	10	375	-1	4
32	390	120	-30	1004	1034	10	179	-1	2
33	188	119	-20	975	1005	10	271	-1	3
34	467	114	-14	376	406	10	593	-1	7
35	440	292	-10	940	970	10	521	-1	5
36	268	400	-20	243	273	10	877	-1	12
37	391	202	14	148	178	10	-1	715	4
38	377	432	-5	831	861	10	740	-1	9
39	80	290	10	197	227	10	-1	802	4
40	439	15	20	343	373	10	-1	336	4
41	307	52	-13	920	950	10	128	-1	1
42	111	192	-12	1199	1229	10	901	-1	13
43	131	56	-21	256	286	10	863	-1	12
44	88	286	-20	252	282	10	448	-1	5
45	69	414	6	1263	1293	10	-1	245	5
46	41	232	16	209	239	10	-1	152	5
47	323	77	-20	1405	1435	10	527	-1	6
48	340	416	-3	321	351	10	709	-1	8
49	86	199	23	278	308	10	-1	771	5
50	314	124	20	231	261	10	-1	708	5
51	375	191	-30	167	197	10	359	-1	4
52	226	175	-18	1694	1724	10	434	-1	4
53	242	106	-23	1268	1298	10	662	-1	7
54	417	417	10	332	362	10	-1	28	6
55	419	459	-10	316	346	10	581	-1	6
56	389	11	20	323	353	10	-1	321	6
57	450	416	25	577	607	10	-1	909	6
58	246	255	-10	113	143	10	251	-1	2
59	71	333	10	197	227	10	-1	151	6
60	105	474	-10	471	501	10	916	-1	13
61	20	489	-10	383	413	10	605	-1	7
62	388	331	-30	160	190	10	791	-1	10
63	92	259	4	399	429	10	-1	561	7
64	200	261	10	166	196	10	-1	609	7
65	400	288	30	154	184	10	-1	774	7
66	299	285	-24	1254	1284	10	223	-1	2
67	378	199	10	207	237	10	-1	676	8
68	325	147	-28	1187	1217	10	399	-1	4
69	421	386	-20	824	854	10	820	-1	11
70	404	447	20	250	280	10	-1	212	8
71	412	478	-20	960	990	10	252	-1	2
72	26	67	-20	1317	1347	10	136	-1	1
73	358	183	20	234	264	10	-1	526	8
74	30	302	10	267	297	10	-1	512	9
75	176	470	14	547	577	10	-1	956	9
76	96	270	20	162	192	10	-1	617	9
77	243	408	-10	1434	1464	10	548	-1	6
78	60	29	-30	1363	1393	10	562	-1	6
79	34	169	-35	484	514	10	507	-1	5
80	407	280	10	209	239	10	-1	602	10
81	277	403	10	175	205	10	-1	438	11
82	498	456	-10	1406	1436	10	961	-1	15
83	384	491	-10	348	378	10	163	-1	1
84	355	174	-30	715	745	10	444	-1	5
85	97	288	-10	1284	1314	10	13	-1	1
86	316	284	-30	125	155	10	401	-1	4
87	334	403	26	174	204	10	-1	914	12
88	415	223	-25	305	335	10	274	-1	3
89	230	320	-10	1192	1222	10	506	-1	5
90	432	199	-31	639	669	10	591	-1	7
91	92	18	8	1124	1154	10	-1	108	13
92	273	300	30	55	85	10	-1	270	13
93	269	112	-24	1263	1293	10	632	-1	7
94	429	389	-10	424	454	10	430	-1	4
95	371	71	21	287	317	10	-1	619	14
96	5	297	-10	331	361	10	381	-1	4
97	414	378	-13	495	525	10	597	-1	7
98	38	15	-30	1091	1121	10	913	-1	13
99	2	295	-20	306	336	10	992	-1	15
100	237	254	20	83	113	10	-1	658	1
101	54	445	10	308	338	10	-1	784	1
102	382	110	-20	1112	1142	10	520	-1	5
103	438	488	18	327	357	10	-1	935	1
