Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	302	150	30	700	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	248	45	-10	2075	2235	90	272	-1	5
1	227	221	10	1971	2131	90	-1	373	1
2	122	246	-20	3248	3408	90	69	-1	15
3	165	85	-10	0	3659	90	421	-1	10
4	253	198	20	810	970	90	-1	183	9
5	55	126	-30	0	3628	90	259	-1	5
6	131	70	-20	1247	1407	90	37	-1	8
7	58	230	-40	0	3604	90	147	-1	2
8	243	35	-30	0	3578	90	541	-1	13
9	97	45	20	419	579	90	-1	593	15
10	30	28	30	0	3554	90	-1	157	1
11	108	27	-10	1175	1335	90	86	-1	15
12	279	44	10	638	798	90	-1	401	1
13	97	40	20	514	674	90	-1	513	2
14	18	52	20	0	3561	90	-1	370	2
15	226	232	20	3148	3308	90	-1	327	2
16	272	21	-30	1844	2004	90	497	-1	12
17	64	30	-10	629	789	90	429	-1	10
18	141	231	-10	0	3644	90	418	-1	10
19	68	211	-20	3003	3163	90	507	-1	12
20	50	104	20	863	1023	90	-1	77	4
21	182	178	-30	3190	3350	90	563	-1	14
22	66	211	10	2911	3071	0	-1	602	4
23	83	219	20	106	266	90	-1	191	4
24	141	210	20	60	220	90	-1	131	5
25	173	87	20	0	3658	90	-1	434	5
26	260	180	10	1105	1265	90	-1	518	5
27	165	187	-20	3390	3550	90	474	-1	11
28	117	262	20	2289	2449	90	-1	399	6
29	91	49	-30	1478	1638	90	266	-1	5
30	176	82	10	645	805	90	-1	454	6
31	41	46	10	2344	2504	90	-1	376	6
32	182	233	20	0	3637	90	-1	445	7
33	239	181	20	94	254	90	-1	296	7
34	177	114	-10	540	700	90	558	-1	13
35	34	135	20	1726	1886	90	-1	594	8
36	140	231	-10	0	3644	90	559	-1	13
37	142	82	20	1141	1301	90	-1	6	8
38	102	51	30	110	270	90	-1	216	8
39	238	62	10	420	580	90	-1	533	9
40	261	39	-10	2980	3140	90	392	-1	9
41	6	146	-20	1874	2034	90	55	-1	13
42	244	235	-20	2479	2639	90	337	-1	7
43	125	23	-40	2296	2456	90	194	-1	3
