Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	314	150	30	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	17	205	20	0	1263	90	-1	394	1
1	153	254	20	0	1302	90	-1	26	1
2	229	219	-10	0	1302	90	263	-1	5
3	214	156	20	0	1342	90	-1	500	6
4	121	260	10	358	414	0	-1	613	9
5	29	277	-20	0	1231	90	437	-1	10
6	47	277	20	163	210	90	-1	482	15
7	85	224	-10	0	1308	90	445	-1	11
8	105	230	10	91	155	90	-1	148	2
9	160	111	-20	0	1366	90	108	-1	1
10	65	69	-10	0	1289	90	508	-1	12
11	63	233	-20	0	1286	90	94	-1	14
12	143	111	20	39	100	90	-1	359	1
13	173	233	-20	0	1320	90	545	-1	13
14	85	24	-20	470	537	90	211	-1	4
15	277	100	10	0	1270	90	-1	442	2
16	166	105	20	551	633	90	-1	136	2
17	141	137	30	163	233	90	-1	243	2
18	100	73	20	0	1315	90	-1	192	3
19	61	70	-10	0	1287	90	381	-1	9
20	161	210	-20	0	1345	90	343	-1	8
21	30	280	-20	412	485	90	384	-1	9
22	129	98	20	582	655	0	-1	616	4
23	62	65	-20	939	988	90	200	-1	3
24	256	239	10	575	629	90	-1	432	4
25	9	144	-30	0	1265	90	168	-1	2
26	174	228	-20	722	775	90	1	-1	1
27	203	156	20	53	107	90	-1	193	5
28	251	241	10	0	1271	90	-1	291	6
29	109	110	-20	0	1349	90	58	-1	14
30	106	233	10	0	1313	90	-1	109	6
31	22	102	-20	0	1270	90	484	-1	12
32	145	184	-10	0	1372	90	36	-1	8
33	121	170	-20	569	624	90	74	-1	15
34	25	141	-20	0	1281	90	116	-1	1
35	167	176	-30	0	1375	90	280	-1	6
36	126	229	10	701	769	90	-1	32	8
37	122	172	-10	468	542	90	157	-1	2
38	119	267	10	635	698	90	-1	566	9
39	68	113	20	698	776	90	-1	524	9
40	257	243	10	661	731	90	-1	485	9
41	157	266	20	0	1290	90	-1	55	10
42	157	31	-20	0	1287	90	480	-1	12
43	73	226	20	0	1298	90	-1	478	10
44	74	109	40	238	294	90	-1	341	11
45	12	198	-10	0	1260	90	128	-1	1
46	199	126	10	118	175	90	-1	515	11
47	31	55	20	0	1254	90	-1	502	11
48	10	147	20	0	1266	90	-1	345	12
49	168	176	-20	0	1375	90	525	-1	13
50	277	104	20	135	186	90	-1	149	12
51	55	232	-20	0	1281	90	80	-1	3
52	119	262	-30	0	1290	90	439	-1	10
53	220	74	-20	835	878	90	555	-1	14
54	122	175	-20	0	1369	90	257	-1	5
55	144	182	-20	649	707	90	41	-1	10
56	149	285	10	201	249	90	-1	146	14
57	61	157	40	428	494	90	-1	63	14
58	140	143	20	0	1394	90	-1	29	14
