Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	304	150	30	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	125	168	-11	3308	3746	10	428	-1	10
1	162	107	10	247	533	10	-1	588	1
2	199	213	-15	1896	2312	10	411	-1	9
3	61	84	-19	1252	1536	10	71	-1	15
4	125	103	20	53	472	10	-1	451	9
5	143	101	10	49	746	10	-1	310	12
6	28	141	-10	2326	2954	10	112	-1	1
7	230	128	-10	1475	1689	10	117	-1	1
8	55	68	30	429	831	10	-1	301	15
9	72	180	-20	1283	1814	10	519	-1	12
10	159	41	-20	1067	1502	10	103	-1	1
11	8	4	29	659	971	10	-1	314	1
12	257	58	10	487	937	10	-1	355	1
13	57	155	20	186	748	10	-1	57	1
14	186	26	25	2096	2542	10	-1	168	2
15	231	243	10	192	794	10	-1	130	2
16	247	132	10	760	1176	10	-1	530	2
17	89	61	14	919	1225	10	-1	441	2
18	84	231	21	2018	2458	10	-1	31	3
19	116	240	-18	1903	2418	10	263	-1	5
20	110	79	-30	468	1174	10	21	-1	3
21	110	74	30	290	937	10	-1	20	3
22	180	106	19	91	336	10	-1	108	4
23	240	73	20	321	713	10	-1	470	4
24	13	265	20	446	985	10	-1	553	4
25	134	147	20	88	755	10	-1	242	4
26	257	59	-10	590	922	10	246	-1	4
27	160	108	10	43	696	10	-1	249	5
28	289	130	-20	1245	1511	10	225	-1	4
29	27	255	5	684	1360	10	-1	409	6
30	234	146	-20	1178	1758	10	281	-1	5
31	69	208	-21	2153	2623	10	18	-1	3
32	115	196	10	95	367	10	-1	520	6
33	250	228	22	2776	3558	10	-1	321	7
34	159	89	-20	3175	3556	10	482	-1	11
35	105	81	20	82	609	10	-1	596	7
36	149	183	10	33	730	10	-1	244	8
37	159	300	15	436	766	10	-1	497	8
38	47	277	20	272	1036	10	-1	375	8
39	209	269	-30	1614	2072	10	484	-1	11
40	212	26	-10	684	1222	10	511	-1	12
41	14	149	10	387	788	10	-1	217	9
42	74	117	-20	2974	3581	10	338	-1	7
43	140	140	30	14	638	10	-1	133	10
44	152	241	-26	2458	3030	10	432	-1	10
45	222	83	20	218	568	10	-1	180	11
46	88	124	2	140	510	10	-1	478	11
47	136	68	-24	2098	2776	10	558	-1	13
48	250	124	4	394	791	10	-1	59	11
49	109	299	-13	1383	1749	10	75	-1	15
50	258	244	-2	547	1274	10	354	-1	8
51	208	47	6	133	812	10	-1	372	12
52	212	62	-10	567	985	10	171	-1	2
53	259	59	-20	494	1115	10	300	-1	6
54	150	104	-20	46	692	10	426	-1	10
55	77	233	-10	462	975	10	193	-1	3
56	212	45	30	2436	2720	10	-1	285	14
57	57	125	-20	627	1180	10	13	-1	1
58	232	121	-10	2036	2701	10	197	-1	3
59	255	132	-4	356	981	10	48	-1	11
60	18	184	24	1351	1736	10	-1	467	15
61	165	113	20	451	851	10	-1	194	15
62	143	111	20	39	322	10	-1	587	15
63	248	41	-20	1680	2193	10	492	-1	12
64	8	263	30	496	1140	10	-1	539	15
65	109	110	20	57	928	10	-1	97	15
66	106	71	20	279	747	10	-1	161	15
67	259	240	10	713	1455	0	-1	602	15
68	38	139	12	1145	1670	10	-1	77	15
