Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	315	150	30	200	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	125	168	-9	848	916	10	277	-1	5
1	162	107	10	57	139	10	-1	480	1
2	199	213	-30	522	530	10	460	-1	11
3	61	84	7	281	416	10	-1	207	6
4	125	103	-30	53	89	10	437	-1	10
5	143	101	10	51	91	0	-1	623	12
6	28	141	-20	632	689	10	327	-1	7
7	230	128	-16	376	415	10	526	-1	13
8	55	68	-29	125	222	10	559	-1	13
9	72	180	27	366	409	10	-1	499	15
10	159	41	-20	277	366	10	487	-1	11
11	8	4	29	203	234	10	-1	505	1
12	257	58	10	154	203	10	-1	26	1
13	57	155	20	93	160	10	-1	425	1
14	186	26	-18	538	622	10	271	-1	5
15	231	243	10	123	157	10	-1	147	2
16	247	132	-20	205	279	10	169	-1	2
17	89	61	14	237	300	10	-1	560	2
18	84	231	21	535	584	0	-1	627	2
19	116	240	17	516	564	10	-1	536	3
20	110	79	-20	196	215	10	427	-1	10
21	110	74	30	126	181	10	-1	562	3
22	180	106	19	53	164	10	-1	400	4
23	240	73	20	118	154	10	-1	109	4
24	13	265	20	178	276	10	-1	581	4
25	134	147	20	95	116	10	-1	177	4
26	257	59	-10	178	201	10	12	-1	1
27	160	108	-30	43	155	10	565	-1	14
28	289	130	27	302	387	10	-1	583	5
29	27	255	-10	232	280	10	73	-1	15
30	234	146	-15	329	405	10	439	-1	10
31	69	208	-36	539	654	10	164	-1	2
32	115	196	10	57	104	10	-1	579	6
33	250	228	-2	751	833	10	354	-1	7
34	159	89	-27	787	895	10	532	-1	13
35	105	81	20	82	130	10	-1	342	7
36	149	183	10	33	147	10	-1	345	8
37	159	300	15	150	224	10	-1	144	8
38	47	277	20	163	203	10	-1	276	8
39	209	269	17	428	493	10	-1	476	8
40	212	26	30	189	288	10	-1	171	9
41	14	149	-20	136	250	10	74	-1	15
42	74	117	-10	771	867	10	79	-1	15
43	140	140	30	18	33	10	-1	353	10
44	152	241	-10	647	725	10	106	-1	1
45	222	83	20	98	180	10	-1	323	10
46	88	124	2	67	157	10	-1	91	11
47	136	68	19	603	616	10	-1	548	11
48	250	124	4	103	699	10	-1	392	11
49	109	299	-18	377	406	10	124	-1	1
50	258	244	10	183	273	10	-1	493	12
51	208	47	6	118	145	10	-1	153	12
52	212	62	20	179	209	10	-1	136	12
53	259	59	-30	173	230	10	253	-1	5
54	150	104	21	80	89	10	-1	178	13
55	77	233	20	129	231	10	-1	120	13
56	212	45	-13	606	682	10	488	-1	11
57	57	125	23	191	261	10	-1	77	14
58	232	121	15	560	624	10	-1	86	14
59	255	132	10	115	219	10	-1	281	14
60	18	184	-10	371	401	10	112	-1	1
61	165	113	20	159	166	0	-1	625	14
62	143	111	20	39	82	10	-1	422	15
63	248	41	11	436	533	10	-1	578	15
64	8	263	30	181	242	10	-1	261	15
65	109	110	20	87	120	10	-1	103	15
66	106	71	-30	110	147	10	382	-1	8
67	259	240	10	233	310	10	-1	204	15
68	38	139	-5	326	378	10	133	-1	1
69	277	41	-20	322	396	10	402	-1	9
70	255	57	-10	140	255	10	576	-1	14
71	9	122	-10	206	256	10	444	-1	10
72	102	76	-20	848	869	10	388	-1	8
73	43	286	10	173	228	10	-1	29	15
74	60	160	20	90	137	10	-1	41	15
75	172	225	13	98	151	10	-1	443	15
76	161	22	-14	185	251	10	504	-1	12
77	88	110	-23	613	684	10	57	-1	14
78	122	127	1	36	63	10	-1	496	15
79	52	63	10	131	238	10	-1	42	15
80	53	141	-19	97	163	10	201	-1	3
81	175	281	-42	629	681	10	464	-1	11
82	265	141	22	115	168	10	-1	352	15
83	250	126	20	192	236	10	-1	541	15
84	147	281	20	255	320	10	-1	423	15
85	255	240	20	184	198	10	-1	540	15
86	188	142	-15	1100	1158	10	58	-1	14
87	154	26	20	124	216	10	-1	214	15
88	59	64	10	167	234	10	-1	596	15
89	114	204	-20	68	168	10	419	-1	9
90	235	242	10	178	207	10	-1	135	15
91	34	150	-2	384	433	10	46	-1	11
92	140	214	24	607	651	10	-1	394	15
93	59	113	16	236	283	10	-1	411	15
94	282	104	-20	261	312	10	300	-1	6
95	145	184	-24	71	120	10	486	-1	11
96	184	277	17	173	260	10	-1	376	15
97	129	77	-22	630	676	10	282	-1	5
98	96	199	-19	1015	1054	10	430	-1	10
99	67	154	-10	170	211	10	330	-1	7
100	2	81	-30	267	292	10	509	-1	12
101	208	208	16	82	183	10	-1	306	1
102	169	173	10	29	113	10	-1	148	1
103	106	108	-20	92	164	10	65	-1	15
104	15	2	5	381	447	10	-1	477	1
105	227	26	-40	145	188	10	166	-1	2
106	147	285	10	237	311	10	-1	44	1
107	141	286	-20	220	295	10	291	-1	6
108	231	70	10	122	196	10	-1	350	1
109	242	73	-20	119	192	10	23	-1	4
110	15	259	-10	652	734	10	466	-1	11
111	93	165	-15	58	130	10	340	-1	7
112	10	198	10	215	282	10	-1	60	1
113	149	294	-20	169	205	10	497	-1	12
114	82	100	-22	563	622	10	309	-1	6
115	256	286	-11	789	830	10	387	-1	8
116	172	2	-24	589	645	10	558	-1	13
117	277	172	-6	202	226	10	393	-1	9
118	73	81	-30	555	587	10	396	-1	9
119	217	69	10	108	148	10	-1	138	1
120	85	224	-20	200	246	10	55	-1	13
121	0	153	-30	213	247	10	523	-1	13
122	147	43	-20	107	164	10	473	-1	11
123	143	288	-18	174	258	10	244	-1	4
124	112	272	18	328	376	10	-1	49	1
125	200	26	10	442	477	10	-1	538	1
126	140	143	20	12	93	10	-1	567	1
