Part 1:	General data of instance								
R	K	|V|	O	U	a	b			
15	301	150	30	1000	1	1			
									
Part 2:	Properties of nodes 								
N	X_cord	Y_cord	m	alpha	beta	ST	P	D	K_R
0	133	187	-14	4261	4400	10	390	-1	8
1	277	41	14	0	4646	10	-1	504	1
2	284	244	12	0	4650	10	-1	536	3
3	38	139	12	0	4701	10	-1	167	6
4	117	178	19	3050	3197	10	-1	524	9
5	241	298	27	0	4640	10	-1	331	11
6	76	221	-25	2889	2994	10	403	-1	9
7	175	251	-24	0	4709	10	415	-1	9
8	45	115	13	889	964	10	-1	353	15
9	216	203	5	2170	2277	10	-1	159	15
10	178	263	18	3060	3142	10	-1	285	1
11	51	2	41	0	4635	10	-1	47	1
12	274	6	-18	0	4623	10	349	-1	7
13	232	121	15	0	4727	10	-1	376	1
14	110	83	22	817	875	10	-1	88	2
15	275	263	33	669	787	10	-1	115	2
16	114	211	10	0	4743	10	-1	546	2
17	61	84	-12	1356	1432	10	125	-1	1
18	80	35	-40	2051	2189	10	333	-1	7
19	298	135	-19	0	4665	10	210	-1	4
20	60	72	2	702	781	10	-1	251	3
21	75	127	37	2074	2166	10	-1	368	4
22	102	173	15	0	4760	10	-1	493	4
23	276	28	9	1078	1143	10	-1	252	4
24	165	179	19	0	4781	10	-1	102	5
25	289	143	-15	0	4674	10	462	-1	10
26	69	134	-17	2516	2595	10	119	-1	1
27	61	138	9	0	4724	10	-1	257	5
28	283	144	6	481	585	10	-1	421	6
29	97	232	-11	0	4716	10	69	-1	15
30	120	241	-17	2416	2548	10	51	-1	12
31	173	64	12	2278	2416	10	-1	377	6
32	176	263	-42	0	4698	10	40	-1	9
33	117	168	-23	0	4776	10	48	-1	11
34	184	102	-16	4201	4301	10	426	-1	10
35	157	221	10	1634	1771	10	-1	187	7
36	108	3	16	0	4661	10	-1	447	8
37	29	8	24	3026	3101	10	-1	538	8
38	136	241	-25	1532	1561	10	136	-1	2
39	16	42	17	1000	1141	10	-1	445	8
40	183	282	42	0	4677	10	-1	32	9
41	154	299	17	0	4664	10	-1	320	9
42	136	68	-19	2397	2478	10	65	-1	14
43	230	80	26	0	4707	10	-1	190	10
44	151	172	-12	3000	3115	10	581	-1	14
45	136	50	16	0	4713	10	-1	193	10
46	8	200	-37	2733	2878	10	582	-1	14
47	72	20	-41	0	4662	10	11	-1	1
48	57	125	23	841	965	10	-1	33	11
49	208	47	6	0	4695	10	-1	249	11
50	262	14	21	0	4637	10	-1	384	12
51	139	250	17	0	4713	10	-1	30	12
52	220	18	-25	2474	2614	10	172	-1	3
53	191	234	9	0	4720	10	-1	135	12
54	111	40	-5	0	4697	10	295	-1	6
55	227	5	-33	0	4649	10	395	-1	9
56	265	141	22	0	4698	10	-1	82	13
57	272	211	8	1466	1528	10	-1	268	13
58	56	116	22	934	1024	10	-1	183	14
59	170	93	-3	1873	2051	10	436	-1	10
60	120	155	-8	0	4783	10	231	-1	4
61	3	119	-13	2766	2865	10	564	-1	13
62	208	290	16	0	4662	10	-1	451	14
63	285	283	22	2200	2348	10	-1	367	14
64	290	37	-31	3282	3368	10	540	-1	13
65	180	106	19	144	283	10	-1	42	14
66	29	139	-12	0	4692	10	232	-1	4
67	37	159	7	0	4700	10	-1	263	15
68	201	175	-22	2787	2875	10	78	-1	15
69	128	155	11	22	179	10	-1	29	15
70	94	93	-12	0	4734	10	248	-1	5
71	3	135	-24	0	4666	10	228	-1	4
72	279	36	-12	0	4641	10	599	-1	14
73	46	155	-19	3051	3111	10	347	-1	7
74	15	178	9	0	4676	10	-1	444	15
75	15	219	19	0	4662	10	-1	554	15
76	275	146	-2	2567	2761	10	138	-1	2
77	268	113	22	3350	3512	10	-1	478	15
78	207	149	22	0	4756	10	-1	68	15
79	179	123	4	63	254	10	-1	129	15
80	103	8	16	0	4664	10	-1	177	15
81	176	235	33	249	462	10	-1	188	15
82	253	84	-22	0	4691	10	56	-1	13
83	51	217	36	0	4694	10	-1	413	15
84	114	259	5	0	4699	10	-1	134	15
85	212	45	-26	0	4692	10	109	-1	1
86	276	66	17	0	4662	10	-1	373	15
87	243	136	-12	0	4719	10	203	-1	3
88	160	17	-22	1345	1498	10	14	-1	2
89	183	80	13	0	4736	10	-1	441	15
90	177	281	-12	0	4680	10	465	-1	10
91	123	76	2	0	4735	10	-1	152	15
92	80	86	-31	0	4719	10	437	-1	10
93	299	153	12	0	4664	10	-1	450	15
94	40	236	11	0	4674	0	-1	601	15
95	38	74	-12	0	4678	10	397	-1	9
96	289	130	27	0	4673	10	-1	194	15
97	147	152	14	3	100	10	-1	316	15
98	243	191	16	365	448	10	-1	286	1
99	9	239	-18	0	4647	10	387	-1	8
100	238	103	16	0	4714	10	-1	404	1
101	236	108	-35	3545	3656	10	271	-1	5
102	189	197	-19	0	4752	10	24	-1	5
103	64	91	29	0	4709	10	-1	416	1
104	159	266	-2	3607	3670	10	272	-1	5
105	281	68	23	2048	2129	10	-1	359	1
106	78	246	-19	0	4693	10	303	-1	6
107	211	239	-16	2321	2414	10	319	-1	7
108	7	31	29	0	4627	10	-1	514	1
109	140	18	26	1572	1707	10	-1	85	1
110	69	208	-18	0	4714	10	431	-1	10
111	105	252	-18	0	4702	10	569	-1	13
112	99	105	4	0	4745	10	-1	178	1
113	166	123	14	34	217	10	-1	456	1
114	139	146	34	11	108	10	-1	318	1
115	261	232	-33	2010	2103	10	15	-1	2
116	92	241	-18	0	4706	10	371	-1	8
117	107	174	21	134	260	10	-1	304	1
118	173	148	-18	0	4790	10	358	-1	8
119	72	286	17	1568	1770	10	-1	26	1
120	236	27	-36	0	4663	10	393	-1	9
121	106	243	22	760	863	10	-1	428	1
122	63	170	19	1092	1148	10	-1	500	1
123	136	228	2	1412	1564	10	-1	580	1
124	246	166	18	0	4716	10	-1	147	1
125	102	81	12	305	368	10	-1	17	1
126	271	105	-5	0	4684	10	394	-1	9
127	93	117	15	0	4748	10	-1	579	1
128	227	192	-15	1244	1391	10	486	-1	11
129	262	80	-4	867	996	10	79	-1	15
